total_changes,pid,date_reported_as_of,design_start,description,latest_budget_changes,forecast_completion,managing_agency,changes,client_agency,budget_forecast
2869.0,1900-06-28,2020-01-01,,,,,DDC,125164000.0,Transportation,
663.0,1902-06-17,2021-07-01,2019-08-16T00:00:00.000,CITYWIDE FUEL TANK REPLACEMENT PROGRAM FOR NEW 2015 EPA PETROLEUM BULK STORAGE REGULATIONS,-2290000.0,2025-01-02,DDC,-1940000.0,DCAS,25210000.0
327.0,1902-11-14,2022-04-01,2022-01-31T00:00:00.000,Rehabilitation of Hempstead Avenue Bridge over Cross island Parkway,-85697530.0,2030-04-23,DOT,1747189.0,DOT,2279189.0
2797.0,1900-04-15,2014-05-01,2005-04-01T00:00:00.000,"This project will replace deteriorated members of lift span superstructure, concrete deck, lift electrical and mechanical systems, and fenders.",3298534.0,2019-08-05,DOT,39724388.0,DOT,110325563.0
548.0,1902-07-23,2019-09-01,2018-10-02T00:00:00.000,"By Notice To Proceed letter dated September 21, 2018, the New York City Department of Design and Construction (“DDC”) directed PMS Construction Management Corp. (“PMS”) to commence work on Capis ID PW348-71, Contract No. 20191404531 CM/Design/Build for the Replacement and Upgrade of Petroleum Storage Tanks for the Borough of Manhattan. The contract was awarded for a maximum fee of $28,026,750.00 and was partially registered by the Comptroller on September 21, 2018 in the amount of $4,885,000.00. The term of the contract is 1,095 consecutive calendar days from September 21, 2018. Contract termination date is September 19, 2021.",0.0,2023-01-20,DDC,3444000.0,DCAS,29265000.0
0.0,1903-07-27,2023-01-01,2021-10-18T00:00:00.000,NEW SCHOOL,0.0,2024-09-03,SCA,0.0,DOE,83591880.0
1188.0,1902-04-20,2020-01-01,,,,,DDC,290000.0,Libraries-BPL,
1696.0,1901-09-30,2021-12-01,2013-01-23T00:00:00.000,"Renovate 4 floors of the building to create new office space for the Landmarks Preservation Commission, including new hearing room.",2746000.0,2022-08-31,DDC,35010000.0,DCAS,69740000.0
2869.0,1900-06-28,2019-01-01,2002-02-20T00:00:00.000,"Reconstruction of Pelham Parkway from the Bronx River Parkway to the Hutchinson River Parkway, including the north service road from Bronx Park East to Eastchester Road.",4773000.0,2023-03-21,DDC,125164000.0,Transportation,142142000.0
1355.0,1901-08-02,2020-10-01,2017-10-22T00:00:00.000,Construction of New Anaerobic Digesters,29970000.0,2025-01-16,DEP,72852004.14,DEP,452311923.0
972.0,1902-04-24,2021-03-01,,,,,DDC,6730000.0,Transportation,
121.0,1902-08-02,2023-01-01,2021-05-17T00:00:00.000,Rehabilitation of the Primary Settling Tanks at North River Wastewater Resources Recovery Facility.,1272624.0,2028-03-25,DEP,35891899.0,DEP,201191899.0
484.0,1902-10-08,2020-10-01,,,,,DDC,6153000.0,Transportation,
,1902-12-18,2021-12-01,2019-08-21T00:00:00.000,This project will reconstruct the electrical vaults in Flushing Meadows Corona Park that were damaged by Hurricane Sandy.,95000.0,,DPR,-3555909.0,DPR,59527909.0
,1903-04-28,2023-01-01,,"The main scope of this project is to construct a new Administration and Personnel Building at the northwest corner, limiting relocation and operational disruptions during construction as wells as to accommodate future growth.",0.0,,DDC,400000.0,Transportation,133033000.0
365.0,1902-08-24,2021-07-01,2018-07-02T00:00:00.000,NEW SCHOOL,0.0,2023-09-03,SCA,3206657.0,DOE,95408495.0
1949.0,1900-12-12,2021-07-01,2012-01-17T00:00:00.000,"Project 2 Scope: Refurbishment of the existing pier building including: repair of existing pier structure including pile caps and fendering; construction of new emergency generator, electrical, mechanical, fire pump and fire valve rooms; new exit passageway construction and existing exit passageway refurbishment; re-arrangement and refurbishment of the Operations Building interiors; replacement of fire suppression system throughout the entire pier structure; mechanical, electrical and plumbing system upgrades; refurbishment and painting the existing pier interior steel framing and wall/roof surfaces; recoating the  structure's exterior cladding systems including metal wall and roof  panel system and translucent panel wall cladding system.",84607576.46,2021-08-27,DDC,126753576.46,Sanitation,187830576.46
2797.0,1900-04-15,2020-05-01,2005-04-01T00:00:00.000,"Replace deteriorated members of lift span superstructure, concrete deck, lift electrical and mechanical systems, and fenders.",35000.0,2021-07-19,DOT,39724388.0,DOT,184958519.0
2252.0,1900-09-23,2021-12-01,,Upgrade and enhancement of emergency technology infrastructure to improve interoperability and coordination among public safety agencies and improve call processing time to decrease overall response times.,1460774.18,2023-03-31,DOITT,73735148.87,"FDNY, NYPD",2312860015.61
1355.0,1902-01-19,2021-07-01,2016-07-20T00:00:00.000,Demolish existing on-story facility. Construct a two-story new building for animal care center with a drive-through parking lot to meet the new program.  Phasing is required to meet 24/7 operation.,-1301000.0,2024-08-18,DDC,21288000.0,Health,47718000.0
503.0,1901-03-31,2021-07-01,2020-12-30T00:00:00.000,"This is the final phase of the Gilboa Dam reconstruction project and includes reforestation, final site stabilization and wetlands mitigation measures.",0.0,2025-06-29,DEP,-3079490.0,DEP,38329026.0
1535.0,1901-08-08,2018-08-01,2016-04-29T00:00:00.000,"Install, remove, and furnish equipment for electrical work associated with traffic signals, lighting, and distribution systems in Central Park, Manhattan.",0.0,2019-06-18,DOT,-3323649.6,DOT,42453656.0
1278.0,1902-04-30,2021-07-01,2017-10-30T00:00:00.000,"The scope of work consists of providing all necessary construction management, design, and  r.onstruction services required to perform ail phases of the project: Surveying, tank testing,  investigation, design, construction, and construction management for the closure, removal, upgrade,  or replacement of petroieum product storage tanks at various City owned sites. This work must  comply with all local, state, nnd federal laws nnd regulations governing tanks and associated work.    The general scope of work for tank replacement includes:    File NYSDEC PBS application; mobilization; securing all required NYC agency approvals & permits;  site survey; geophysical survey; drilling for laboratory soil and groundwater samples; crane & rigging;  saw cutting; demo & disposal of old tanks, piping, and concrete vaults; dewatering� of excavation; tank  bottom sludge removal & disposal; remove/transfer/dispose product; laboratory analysis of soil and  groundwater; excavate, remove, dispose incidental contaminated soil; install shoring, new tanks and  tan�k sumps, piping, monitoring and leak detection system, overfill protection and alarms, electrical  wiring; construction of concrete slabs and block piers; backfill excavation; resurfacing; demobilization;  performance of a closeout investigation and the preparation and filing of appropriate reports;  obtaining FDNY and DOB closeout documents; preparing ""As-built"" drawings.",-399000.0,2025-04-14,DDC,207000.0,DCAS,31094000.0
318.0,1903-02-27,2021-12-01,2021-05-06T00:00:00.000,,0.0,2025-10-13,DDC,100000.0,FDNY,57786000.0
2857.0,1901-03-25,2021-07-01,2015-12-23T00:00:00.000,"Replacement of six bar screens, grit bin vibrator, six ring flushing pumps, six main sewage pumps and assoc. piping/valves and motor control center, replacement of four exhaust fans, gas and oxygen detectors and a 15 KVA transformer",2814320.0,2025-10-17,DEP,31867440.0,DEP,83229440.0
836.0,1900-04-29,2020-10-01,2000-02-14T00:00:00.000,"Repair the existing bridge and separate the NYCDOT and NYCT components. Includes new steel plate girders, concrete deck, pedestals, backwalls, sidewalks, and bridge railing.",46885800.0,2023-01-16,DOT,22682117.0,DOT,121437179.0
1147.0,1901-03-28,2020-10-01,2019-06-04T00:00:00.000,"Upgrades significant portions of the electrical distribution infrastructure including 5 power center installations, 23 motor control centers, 6 automatic transfer switches and 35 transformers throughout the plant, main feeders, breakers",-887.28,2025-11-13,DEP,33489860.26,DEP,126585741.22
1628.0,1900-04-23,2016-01-01,2011-02-14T00:00:00.000,Replace the electrical and mechanical systems of the Madison Avenue Bridge.,-1417209.07,2019-07-03,DOT,2036997.0,DOT,53092095.93
1389.0,1901-12-20,2018-08-01,2017-08-18T00:00:00.000,RECONSTRUCTION OF SEA WALL AND DOCK AT OWLS HEAD WWTP,-5414110.0,2021-04-17,DEP,10985726.8,DEP,56198668.0
2869.0,1900-06-28,2020-10-01,,,,,DDC,125164000.0,Transportation,
897.0,1902-01-16,2021-03-01,,,,,DDC,75117000.0,Environmental Protection,
1319.0,1902-04-16,2022-04-01,2018-07-11T00:00:00.000,"Bronx Supreme Court, Fire Alarm, Sprinkler, 851 Grand Concourse - Replace the existing fire alarm system and install a new sprinkler system.",-350000.0,2027-01-15,DDC,37248610.0,DCAS,80366000.0
1086.0,1901-07-03,2020-10-01,2017-11-22T00:00:00.000,"CSO Facilities, bulkheads, pilots and other requirements to comply with Gowanus Canal Superfund Adminstrative Orders",87600000.0,2031-07-07,DEP,432995114.0,DEP,1534300000.0
651.0,1902-06-25,2019-09-01,2019-05-31T00:00:00.000,Power Distribution Improvements,-4731028.0,2025-04-30,DEP,10926063.83,WWC,56322665.0
1521.0,1902-02-08,2020-10-01,,,,,DDC,36221000.0,Sanitation,
2869.0,1900-06-28,2022-09-01,2002-02-15T00:00:00.000,Pelham Pkwy main road  W/B from Bronx River Pkwy to Hutchinson River Pkwy    Pelham Pkwy North Service Rd. (S/R) from Bronx Park East to Eastchester Rd.    Stillwell Ave from westbound mainline to north service road,104000.0,2023-12-22,DDC,125164000.0,Transportation,158533000.0
897.0,1902-01-16,2020-05-01,,,,,DDC,75117000.0,Environmental Protection,
1934.0,1901-05-20,2021-03-01,,,,,DOT,10338071.57,DOT,
2152.0,1900-04-22,2021-12-01,2014-10-22T00:00:00.000,Replace deck of the Riverside Drive viaduct/ bridge over West 158th Street.,9223686.0,2023-10-13,DOT,96922794.0,DOT,144908026.0
646.0,1902-09-25,2019-09-01,2019-08-19T00:00:00.000,"Southeast Queens 150th Street Spine, Phase II - Installation of a new double barrel trunk storm sewer that will run through JFK airport; approximately 1,000 feet east of Bergen Basin, to the north side of the Belt Parkway at Inwood Street and 150th Street",,2025-09-13,DDC,-158027000.0,Environmental Protection,207886000.0
2797.0,1900-04-15,2018-03-01,2005-04-01T00:00:00.000,"Replace deteriorated members of lift span superstructure, concrete deck, lift electrical and mechanical systems, and fenders.",8318911.0,2021-07-22,DOT,39724388.0,DOT,200270457.0
1477.0,1901-06-24,2018-03-01,2017-06-30T00:00:00.000,Replace the Shore Road Bridge over the Hutchinson River with a new bridge.,-952257.0,2025-12-17,DOT,-19049921.84,DOT,357738743.0
836.0,1900-04-29,2016-11-01,2000-02-14T00:00:00.000,"Repair the existing bridge and separate the NYCDOT and NYCT components. Includes new steel plate girders, concrete deck, pedestals, backwalls, sidewalks, and bridge railing.",4985000.0,2020-06-30,DOT,22682117.0,DOT,70687486.6
612.0,1902-08-30,2020-01-01,2019-02-01T00:00:00.000,This project will stabilize and reconstruct portions of the East River Esplanade from East 62nd Street to East 63rd Street and from East 90th Street to East 94th Street.,,,DPR,3616645.26,DPR,61422000.0
153.0,1902-10-18,2021-03-01,2020-02-01T00:00:00.000,"Development, design, and construction of NYC Ferry Homeport II within Atlantic Basin.",0.0,2023-09-17,EDC,51220834.0,EDC,65000000.0
836.0,1902-02-11,2020-01-01,,,,,DDC,-418193636.37,Parks & Recreation,
790.0,1901-07-13,2017-09-01,2005-07-25T00:00:00.000,Construction of new Sanitation garage facility for services to Brooklyn Community District 3 to be located at Warsoff Place in Brooklyn,0.0,2022-12-31,DSNY,25603365.0,DSNY,178760628.0
836.0,1900-04-29,2018-08-01,2000-02-14T00:00:00.000,"Repair the existing bridge and separate the NYCDOT and NYCT components. Includes new steel plate girders, concrete deck, pedestals, backwalls, sidewalks, and bridge railing.",5960110.0,2021-10-16,DOT,22682117.0,DOT,72673351.0
-74.0,1901-09-08,2019-05-01,2015-06-01T00:00:00.000,West 14th Rd. from Cross Bay Blvd. to Dead end (water side)  West 15th Rd. from Cross Bay Blvd. to Dead end (water side)  West 16th Rd. from Cross Bay Blvd. to Dead end (water side)  West 17th Rd. from Cross Bay Blvd. to Dead end (water side)  West 18th Rd. from Cross Bay Blvd. to Dead end (water side)  West 19th Rd. from Cross Bay Blvd. to Dead end (water side),-4128000.0,2023-05-25,DDC,61781000.0,Transportation,39742000.0
1854.0,1901-06-28,2018-08-01,2014-01-01T00:00:00.000,"Priority mitigation projects for the repair/restoration and hazard mitigation for Bellevue Hospital, damaged during Superstorm Sandy",1503934.0,2020-06-30,EDC,0.0,H+H,53184355.0
732.0,1903-06-05,2022-04-01,2017-01-17T00:00:00.000,"NEW STORM SEWERS IN KING STREET BETWEEN PRESTON AVE AND RIDGECREST AVE, ETC., STATEN ISLAND",,2026-08-24,DDC,-1094000.0,Environmental Protection,81880000.0
1845.0,1901-07-11,2022-04-01,2017-10-03T00:00:00.000,"Repair the Cross Island bridge over 115th Avenue/Dutch Broadway, Queens.",6019000.0,2027-01-31,DOT,17528706.0,DOT,40260171.0
121.0,1902-08-02,2022-09-01,2021-05-17T00:00:00.000,Rehabilitation of the Primary Settling Tanks at North River Wastewater Resources Recovery Facility.,-397308.0,2028-08-06,DEP,35891899.0,DEP,199919275.0
1217.0,1902-09-09,2021-12-01,2017-07-19T00:00:00.000,DELANCEY STREET SAFETY IMPROVEMENTS,1260000.0,2026-06-22,DDC,20937000.0,Transportation,56381000.0
226.0,1900-07-09,2019-09-01,2017-03-29T00:00:00.000,"Reconstruction of Wyckoff Avenue from Flushing Avenue to Cooper Avenue, in the Boroughs of Brooklyn and Queens..",30330000.0,2023-03-29,DDC,43926000.0,Trans. & Env. Protection,74075000.0
2252.0,1900-09-23,2019-09-01,,Upgrade and enhancement of emergency technology infrastructure to improve interoperability and coordination among public safety agencies and improve call processing time to decrease overall response times.,27421112.64,2020-08-31,DOITT,73735148.87,"FDNY, NYPD",2277311983.63
3241.0,1901-03-24,2016-11-01,2016-02-02T00:00:00.000,"Replacement of thickener pumps, controls/piping, digested sludge pumps, sludge mixing pumps, sludge recirculation pumps, spray water pumps, and seal water pumps. Installation of GBT and rehab of GTs",-219968.0,2023-03-26,DEP,57138101.3,DEP,44959691.0
549.0,1900-04-03,2018-08-01,2014-09-15T00:00:00.000,Replace one Barberi class boat and the John F. Kennedy boat which are approaching the end of their useful lives with new Staten Island ferries. Replacement is needed to continue reliable service.,-59068847.0,2021-02-08,DOT,-238419180.0,DOT,285010000.0
1908.0,1901-08-06,2020-10-01,2016-04-13T00:00:00.000,"Rehabilitate approach arches and towers of Brooklyn Bridge.  Including masonry cleaning, masonry repairs, repointing, rehabilition of transverse walls, new infill walls of the approach arch blocks.  Clean and repoint the tower masonry, reinforce the gothic arches of the towers, and rehabilitate the tower tops.",-12228240.0,2024-02-19,DOT,33135732.1,DOT,322359174.0
730.0,1901-07-28,2019-09-01,2017-04-01T00:00:00.000,The Project will improve the roadways and pedestrian facilities. The Project will consist of roadway reconstruction within Exterior Street between East 138th Street and East 150th Street.,0.0,2022-10-01,EDC,-5100000.0,EDC,84520367.0
-388.0,1900-06-18,2018-08-01,2012-12-03T00:00:00.000,"Roadway reconstruction Bergen Avenue and vicinity, includes sections of: Avenues N, T, U, V, W, X and Y; 66th Street and 69th through 75th Streets; Veterans Avenue and Royce Street.",-54285000.0,2021-02-25,DDC,45837000.0,Transportation,34598000.0
1568.0,1901-06-19,2020-01-01,2006-08-01T00:00:00.000,"Repair Park Avenue tunnel, located in Midtown, Manhattan.",-99985.0,,DOT,-17773389.61,DOT,45653074.0
921.0,1901-12-21,2021-12-01,2018-11-01T00:00:00.000,SMLP portion for Red Hook WWTP as part of the New York City Wastewater Resiliency Program.,3559224.9,2022-09-01,DEP,13549422.97,DEP,39124845.02
548.0,1902-07-23,2022-04-01,2018-10-02T00:00:00.000,"By Notice To Proceed letter dated September 21, 2018, the New York City Department of Design and Construction (“DDC”) directed PMS Construction Management Corp. (“PMS”) to commence work on Capis ID PW348-71, Contract No. 20191404531 CM/Design/Build for the Replacement and Upgrade of Petroleum Storage Tanks for the Borough of Manhattan. The contract was awarded for a maximum fee of $28,026,750.00 and was partially registered by the Comptroller on September 21, 2018 in the amount of $4,885,000.00. The term of the contract is 1,095 consecutive calendar days from September 21, 2018. Contract termination date is September 19, 2021.",0.0,2024-03-20,DDC,3444000.0,DCAS,32709000.0
3132.0,1901-07-07,2021-03-01,2017-08-01T00:00:00.000,"A new 2+ mile, 27-ft internal diameter tunnel between Kensico and the Cat-Del UV Facility.  The tunnel will include a new screen chamber and rehab of existing intake, and will provide critical redundancy to the Delaware Aqueduct in this area.",0.0,2031-05-17,DEP,881770648.0,DEP,1902139633.6
1889.0,1902-02-27,2021-12-01,2018-09-10T00:00:00.000,"Replacement of combined sewer in 71st Street between Juniper Boulevard South and Queens Midtown Expressway, etc.",300000.0,2026-10-30,DDC,27172000.0,Environmental Protection,67213000.0
1865.0,1901-08-09,2023-01-01,2019-01-25T00:00:00.000,"Replace the Concourse Village Avenue bridge over Metro North, Bronx",-239247.0,2029-09-28,DOT,-186092.37,DOT,49898190.0
2445.0,1901-03-19,2015-08-01,2014-06-17T00:00:00.000,Reconstruction of the Port Jervis WWTP as required based on the effluent limits proposed by the Delaware River Basin Commission (DRBC),-8278171.7,2020-01-24,DEP,9428438.55,DEP,42918306.3
396.0,1903-04-14,2023-01-01,2019-01-02T00:00:00.000,"GREEN INFRASTRUCTURE IN OWLS HEAD TRIBUTARY DRAINAGE AREAS, BROOKLYN",300000.0,2027-07-02,DDC,24278000.0,Environmental Protection,60387000.0
888.0,1902-05-09,2022-09-01,2019-06-15T00:00:00.000,"The Manhattan Greenway Harlem River project, between West 125th Street and Swindler Cove, involves the creation of a park, greenway, and the reconstruction of the bulkhead.",-82320000.0,2026-02-15,EDC,0.0,DPR,227658000.0
389.0,1903-04-05,2021-12-01,2018-06-28T00:00:00.000,,88000.0,2025-07-31,DDC,493000.0,Libraries-BPL,35469000.0
,1903-03-14,2023-01-01,2016-04-27T00:00:00.000,"East Side Coastal Resiliency - Montgomery Street to East 15th Street, Manhattan",0.0,,DDC,0.76,Parks & Recreation,1328351541.76
1319.0,1902-04-16,2019-01-01,2018-07-11T00:00:00.000,"Fire Alarm Upgrade and Sprinkler Installation at 851 Grand Concourse, Bronx Supreme Court.",,2023-10-06,DDC,37248610.0,DCAS,43180390.0
92.0,1903-03-16,2023-01-01,2016-04-27T00:00:00.000,Coastal Resiliency -- Parallel Conveyances,-5000.0,2026-09-11,DDC,32327000.0,Parks & Recreation,200106000.0
1377.0,1902-03-04,2021-12-01,2020-03-09T00:00:00.000,"NEW STORM SEWER CONSTRUCTION, REPLACEMENT OR UPGRADES TO SANITARY SEWERS AND WATER MAINS IN PROJECT AREAS. GREEN INFRASTRUCTURE PROJECTS TO BE DONE IN CONJUNCTION WITH THESE CAPITAL IMPROVEMENTS",0.0,2025-04-21,DDC,3200000.0,Environmental Protection,28200000.0
819.0,1902-04-22,2021-12-01,2018-07-17T00:00:00.000,The construction of Southern Brooklyn Crosstown Select Bus Service (SBS),350000.0,2026-03-18,DDC,29789000.0,Transportation,86064000.0
1389.0,1901-12-20,2021-12-01,2017-08-18T00:00:00.000,RECONSTRUCTION OF SEA WALL AND DOCK AT OWLS HEAD WWTP,8912937.0,2024-04-29,DEP,10985726.8,DEP,74531450.0
1389.0,1901-12-20,2022-04-01,2017-08-18T00:00:00.000,RECONSTRUCTION OF SEA WALL AND DOCK AT OWLS HEAD WWTP,0.0,2024-05-09,DEP,10985726.8,DEP,74531450.0
1949.0,1900-12-12,2019-01-01,2012-01-17T00:00:00.000,"Phase I repairs the inshore platform, replaces scales and control equipment, dredging around the pier, & site work. Phase 2 refurbishes existing pier building incl. pier structure, pile caps, fendering, construction of new emergency generator, etc.",-3785000.0,2019-11-05,DDC,126753576.46,Sanitation,92634000.0
1970.0,1901-08-16,2018-03-01,2015-04-09T00:00:00.000,"This project includes the replacement of the upper roadway's deck on the main bridge along with steel repairs, fire standpipes, and lighting upgrades.",14308852.0,2019-10-21,DOT,8567339.67,DOT,388146233.0
340.0,1903-06-10,2022-09-01,2014-04-15T00:00:00.000,"New building to replace existing Bomb Squad building damaged during Sandy storm. Two story building to house training, offices, lockers and vehicle storage. Existing building to be demolished and area to be landscaped upon completion of new building.",218000.0,2024-09-29,DDC,218000.0,Police,27663000.0
730.0,1901-07-28,2020-10-01,2017-04-01T00:00:00.000,The Project will improve the roadways and pedestrian facilities. The Project will consist of roadway reconstruction within Exterior Street between East 138th Street and East 150th Street.,0.0,2023-10-31,EDC,-5100000.0,EDC,84520367.0
1891.0,1900-11-08,2020-10-01,2014-01-01T00:00:00.000,"This project will upgrade the Borden Ave Pump Station by expanding its footprint; provide replacement equipment; convert dry well to wet well; line existing 14"" FM; and provide provisions for future project to expand capacity of PS to 26 MGD.",786163.0,2024-11-24,DEP,-4338327.57,DEP,38857732.0
1243.0,1901-07-14,2019-01-01,2016-02-01T00:00:00.000,"Renovation of CIH to advance the City’s resiliency plan, repair damages,  and protect the hospital from future disasters.",0.0,2023-03-31,EDC,30635879.93,H+H,678812311.0
856.0,1902-06-14,2020-10-01,,,,,DDC,-190000.0,Cultural Affairs,
161.0,1903-04-01,2021-07-01,2019-02-22T00:00:00.000,Installation of Brooklyn Bridge - Montgomery Coastal Resilience from Robert F. Wagner Sr. Place to Montgomery Street,,,DDC,34901000.0,Mayors Office of Resiliency (MOR),499827000.0
1684.0,1901-06-05,2020-10-01,2015-11-13T00:00:00.000,Power Distribution at Bowery Bay WWTP.,0.0,2023-01-27,DEP,24235381.01,DEP,68873764.13
256.0,1901-02-12,2017-09-01,2012-03-23T00:00:00.000,"To address existing leaks in the Delaware Aqueduct, a 3-mile bypass tunnel will be constructed near the town of Roseton and the existing tunnel will be repaired near the town of Wawarsing.",-14322409.13,2023-09-26,DEP,202552329.25,DEP,887887354.44
1816.0,1901-05-16,2018-08-01,2016-08-30T00:00:00.000,Repair the northbound FDR from East 42nd to 49th Streets.,0.0,2027-07-12,DOT,-2802822.0,DOT,98115670.0
1147.0,1901-03-28,2020-05-01,2019-06-04T00:00:00.000,"Upgrades significant portions of the electrical distribution infrastructure including 5 power center installations, 23 motor control centers, 6 automatic transfer switches and 35 transformers throughout the plant, main feeders, breakers",848922.5,2025-06-30,DEP,33489860.26,DEP,126586628.5
1840.0,1902-09-07,2022-04-01,2016-12-15T00:00:00.000,PRELIMINARY AND FINAL DESIGN SERVICES FOR RECONSTRUCTION OF WESTBOURNE NORTON DRIVE.   BOROUGH OF QUEENS,-651000.0,2029-09-26,DDC,47223000.0,Transportation,60672000.0
1619.0,1902-03-02,2023-01-01,2018-07-30T00:00:00.000,"Storm, Sanitary and Water Mains work in North Conduit between Baisley Blvd and Guy Brewer Blvd, South Queens",0.0,2029-02-18,DDC,31711000.0,Environmental Protection,113711000.0
-712.0,1902-07-31,2022-04-01,2020-04-16T00:00:00.000,The project will provide hydraulic relief to Outfalls HP-007 and HP-009 by creating new sewers parallel to the existing combined sewers. It will also provide floatables control at Outfall HP-011 by replacing Regulator 5.,0.0,2028-12-14,DEP,1210235.0,WWC,184348203.0
699.0,1903-06-13,2022-09-01,2016-11-10T00:00:00.000,Reconstruction of Roadways at Randall's Island,0.0,2027-01-22,DDC,0.0,Parks & Recreation,41208000.0
1306.0,1901-12-22,2019-09-01,2018-06-11T00:00:00.000,Throgs Neck Pumping Station Rehabilitation and Improvements,101736.0,2023-04-26,DEP,25708336.86,DEP,48108647.0
1919.0,1901-07-26,2018-03-01,2017-08-01T00:00:00.000,"Construction of new Sanitation garage facility to serve Bronx community districts 9, 10, and 11 to be located at Zerega Avenue in the Bronx",0.0,2026-06-30,DSNY,268983862.56,DSNY,291383225.0
119.0,1902-11-07,2020-10-01,2019-01-30T00:00:00.000,"Contract C547A is for the construction of two shafts (17B-1 and 18B-1) on City Tunnel No. 3 (CT3), Stage 2 in Queens and Brooklyn",,2027-01-11,DEP,3150108.42,DEP,443063583.0
357.0,1903-03-12,2021-07-01,2019-06-18T00:00:00.000,"New education building at Queens Botanical Garden (QBG). Design and construction of a new 14,500 SF building to provide year-round programming and educational spaces to serve students, children, community gardeners, and others.  The New Education Building will add six new teaching spaces, including four classrooms, a teaching kitchen and a teaching greenhouse where educators will be able to grow and maintain plants for educational purposes. Ideally, the four regular classrooms will be able to opened up into one large space to accommodate larger training programs.",,2024-11-08,DDC,905000.0,Cultural Affairs,28686000.0
604.0,1902-03-11,2018-08-01,2000-07-10T00:00:00.000,Rehabilitation of the W. 79th St Bridge over Amtrak and Rotunda Complex,-43234192.0,2023-10-22,DOT,-51088528.0,"DOT, DPR",207671058.0
304.0,1903-05-08,2023-01-01,,"Comprehensive modernization of  existing end-of-life DataShare and DataBridge platforms to guarantee DoITT can maintain ongoing support, evolution, and growth of the DoITT agency-integration and data-sharing eco-system",0.0,2025-04-30,DOITT,0.4,DoITT,92807745.17
0.0,1903-01-11,2021-07-01,2019-12-16T00:00:00.000,NEW SCHOOL,,2024-09-03,SCA,0.0,DOE,79171750.0
153.0,1902-10-18,2020-05-01,2020-02-01T00:00:00.000,"Development, design, and construction of NYC Ferry Homeport II within Atlantic Basin.",0.0,2023-02-28,EDC,51220834.0,EDC,65000000.0
556.0,1902-10-13,2023-01-01,2010-02-24T00:00:00.000,This project will demolish and construct a new environmental center in Alley Pond Park.,0.0,2023-03-24,DPR,1641000.0,DPR,31987000.0
2252.0,1900-09-23,2020-01-01,,Upgrade and enhancement of emergency technology infrastructure to improve interoperability and coordination among public safety agencies and improve call processing time to decrease overall response times.,-12702371.92,2020-10-19,DOITT,73735148.87,"FDNY, NYPD",2264609611.71
256.0,1901-02-12,2023-01-01,2012-03-23T00:00:00.000,"To address existing leaks in the Delaware Aqueduct, a 3-mile bypass tunnel will be constructed near the town of Roseton and the existing tunnel will be repaired near the town of Wawarsing.",1376538.49,2024-11-11,DEP,202552329.25,DEP,908466371.25
803.0,1901-06-22,2022-09-01,2018-04-16T00:00:00.000,"Rehabilitation of Boston Road Bridge over Hutchinson River, located in the Bornx.",-10177806.0,2026-02-05,DOT,49309814.0,DOT,77479008.0
2869.0,1900-06-28,2014-05-01,2002-02-20T00:00:00.000,"Reconstruction of Pelham Parkway from the Bronx River Parkway to the Hutchinson River Parkway, including the north service road from Bronx Park East to Eastchester Road.",245000.0,2017-02-12,DDC,125164000.0,Transportation,33664000.0
2113.0,1901-01-22,2016-11-01,2013-09-30T00:00:00.000,Installation of trunk and distribution water mains for the 3rd water tunnel shaft 32B at 2nd Avenue.,-11186000.0,2019-03-15,DDC,-7266000.0,Environmental Protection,49477000.0
1558.0,1902-10-31,2021-12-01,,The goal of this program is to replace the current end of life analog system with an Emergency Response System that meets the latest Public Safety standards and regulations in compliance with NENA standards.,17601708.57,2024-12-31,DOITT,30123504.48,NYPD & FDNY,279671960.27
-366.0,1903-08-05,2022-09-01,2021-11-05T00:00:00.000,LEASE,,2024-09-03,SCA,0.0,DOE,25191650.0
226.0,1900-07-09,2015-08-01,2008-06-10T00:00:00.000,"Reconstruction of Wyckoff Avenue from Flushing Avenue to Cooper Avenue, in the Boroughs of Brooklyn and Queens.",50000.0,2028-05-31,DDC,43926000.0,Trans. & Env. Protection,37230000.0
29.0,1903-04-12,2023-01-01,2017-10-30T00:00:00.000,GREEN INFRASTRUCTURE IN OH-015 GRAVESEND BAY CSO PH 2,0.0,2024-12-09,DDC,13699000.0,Environmental Protection,55026000.0
1571.0,1901-06-20,2023-01-01,2017-05-30T00:00:00.000,Replace the Promenade over FDR Drive between East 81st to 90th Streets in Manhattan.,115852421.0,2030-02-18,DOT,-197139579.0,"DOT, DPR",115852421.0
0.0,1903-01-07,2022-09-01,2019-09-23T00:00:00.000,ADDITION / EXISTING SCHOOL RENOVATION WORK,0.0,2024-09-03,SCA,0.0,DOE,70834393.0
639.0,1901-11-19,2018-03-01,2017-08-01T00:00:00.000,The design and construction of shoreline reconstruction projects necessary to provide Citywide protection from future flooding caused by elevated seal elvels.,0.0,2022-12-31,EDC,0.0,ORR,60422401.0
1684.0,1901-02-09,2019-09-01,2008-12-01T00:00:00.000,"This project will rehabilitate the mechanics and the architecture of the Shandaken Tunnel Intake Chamber, which includes the replacement of gates and general site improvements.",156241.01,2021-01-25,DEP,33535991.2,DEP,67129022.92
663.0,1902-06-18,2021-03-01,,,,,DDC,-1754000.0,DCAS,
