borough,project_name,total_schedule_changes,latest_schedule_changes,date_reported_as_of,total_budget_changes,pid,forecast_completion,category,current_phase
Brooklyn,Dumbo and Vinegar Hill Area Roadway Reconstruction and Renovation,3253.0,0.0,2021-07-01T00:00:00.000,96724000.0,193,2024-06-04T00:00:00.000,Streets and Roadways,Construction
"Manhattan, Bronx",Madison Avenue Bridge Reconstruction,1628.0,-38.0,2018-03-01T00:00:00.000,2036997.0,114,2020-07-11T00:00:00.000,Bridges,Construction Procurement
Manhattan,Henry Hudson Parkway over Amtrak (Northbound),1693.0,0.0,2019-01-01T00:00:00.000,500625.0,592,2025-04-08T00:00:00.000,Bridges,Design
Upstate,"Gilboa Dam Reconstruction, Phase IV",1684.0,0.0,2018-03-01T00:00:00.000,33535991.2,406,2021-10-06T00:00:00.000,Water Supply,Construction
,Storm Mitigation Loan Program at Bowery Bay,1026.0,0.0,2023-01-01T00:00:00.000,-19623216.41,671,2023-09-11T00:00:00.000,Wastewater Treatment,Construction
,Coastal Resiliency Area 1 - East 23Rd St. To Montg,836.0,0.0,2019-09-01T00:00:00.000,-418193636.37,773,2023-03-31T00:00:00.000,"Industrial Development, Parks",Design
,"SUNSET PARK GOWANUS CONNECTOR, BK",445.0,0.0,2021-12-01T00:00:00.000,-16441000.0,979,2022-11-27T00:00:00.000,"Parks, Streets and Roadways",Construction
Queens,Belt System - Cross Island over 115th Avenue/Dutch Broadway,1845.0,,2020-05-01T00:00:00.000,17528706.0,558,,Bridges,Design
Brooklyn,Bergen Avenue Street Reconstruction,-388.0,365.0,2016-01-01T00:00:00.000,45837000.0,170,2026-07-18T00:00:00.000,Streets and Roadways,Design
"Bronx, Manhattan",Broadway Bridge over Harlem River Replacement,2797.0,249.0,2019-05-01T00:00:00.000,39724388.0,106,2022-03-25T00:00:00.000,Bridges,Construction
,Upgrades At Brooklyn Animal Shelter,1355.0,,2020-05-01T00:00:00.000,21288000.0,750,,Other Government Facilities,
,Power Distribution Improvements at Tallman Island,651.0,0.0,2020-05-01T00:00:00.000,10926063.83,907,2025-04-05T00:00:00.000,Industrial Development,Design
,Bronx Animal Care Center,110.0,0.0,2023-01-01T00:00:00.000,24815617.0,893,2024-10-19T00:00:00.000,Health and Hospitals,Construction
Manhattan,2nd Avenue Watermain Trunk Construction,2113.0,0.0,2022-04-01T00:00:00.000,-7266000.0,388,2023-07-27T00:00:00.000,Water Supply,Construction
Brooklyn,Coney Island Hospital CSS Building and Perimeter Flood Protection,1243.0,0.0,2017-09-01T00:00:00.000,30635879.93,561,2022-08-08T00:00:00.000,Health and Hospitals,Design
,"RECONSTRUCTION OF FRONT STREET, MANHATTAN",484.0,0.0,2022-09-01T00:00:00.000,6153000.0,1012,2023-10-13T00:00:00.000,Streets and Roadways,Construction
Brooklyn,Brooklyn Supreme Court Fire Alarm System Upgrade,1533.0,264.0,2019-01-01T00:00:00.000,47003000.0,510,2023-07-23T00:00:00.000,Public Safety and Criminal Justice,Design
,Orchard Beach Maintenance and Operations Building Site Work & New Construction,0.0,0.0,2023-01-01T00:00:00.000,-30000.0,1192,2025-06-02T00:00:00.000,Other Government Facilities,Construction
,Storm Mitigation Loan Program at Bowery Bay,1026.0,108.0,2020-01-01T00:00:00.000,-19623216.41,671,2022-03-04T00:00:00.000,Wastewater Treatment,Design
Bronx,Grand Concourse Metro North Railroad Bridge Construction,836.0,0.0,2023-01-01T00:00:00.000,22682117.0,120,2023-01-16T00:00:00.000,Bridges,Construction
Brooklyn,Flatbush Avenue Trunk Watermain Replacement,2266.0,30.0,2016-11-01T00:00:00.000,39272000.0,370,2019-07-01T00:00:00.000,Wastewater Treatment,Design
,Flushing Meadows Corona Park Electrical Vault Reconstruction (Hurricane Sandy),,,2022-04-01T00:00:00.000,-3555909.0,1083,,Parks,Design
,"Construction Of Sanitary Sewers, Storm Sewers (Bm",595.0,56.0,2019-09-01T00:00:00.000,37691000.0,760,2022-11-10T00:00:00.000,Sewers,Construction Procurement
,"Reconstruction of Del Valle Square, Bronx",421.0,0.0,2022-04-01T00:00:00.000,-4589000.0,1243,2024-09-17T00:00:00.000,Streets and Roadways,Construction Procurement
Staten Island,Staten Island 1 & 3 Garage Construction & Rehab,406.0,0.0,2023-01-01T00:00:00.000,68555000.0,769,2024-03-25T00:00:00.000,Sanitation,Construction
,Bronx Sanitation Garage Rehabilitation: Community District 12,1064.0,0.0,2019-09-01T00:00:00.000,0.0,956,2024-07-31T00:00:00.000,Sanitation,Design
,Coastal Resiliency -- Parallel Conveyances,92.0,0.0,2021-12-01T00:00:00.000,32327000.0,1171,2026-06-11T00:00:00.000,Streets and Roadways,Construction Procurement
,Brooklyn Public School 253  Addition,0.0,0.0,2023-01-01T00:00:00.000,0.0,1110,2024-09-03T00:00:00.000,Schools,Construction
,Throgs Neck Pumping Station Rehabilitation and Improvements,1306.0,80.0,2019-05-01T00:00:00.000,25708336.86,722,2023-03-10T00:00:00.000,Wastewater Treatment,Design
Brooklyn,Wyckoff Avenue Street Reconstruction,226.0,1828.0,2021-07-01T00:00:00.000,43926000.0,191,2028-03-30T00:00:00.000,Streets and Roadways,Design
,Manhattan Greenway: East Midtown,487.0,0.0,2020-01-01T00:00:00.000,24840000.0,859,2022-11-30T00:00:00.000,Parks,Construction
,Queens Botanical Garden Educ Bldg Renovation,357.0,140.0,2022-09-01T00:00:00.000,905000.0,1167,2025-11-10T00:00:00.000,Other Government Facilities,Design
,Queensboro Bridge Roadway Replacement over East River,1970.0,1110.0,2018-08-01T00:00:00.000,8567339.67,594,2022-11-04T00:00:00.000,"Bridges, Streets and Roadways",Construction
,FUEL TANK & SUMP REPLACEMENTS - BROOKLYN,663.0,178.0,2021-12-01T00:00:00.000,-1940000.0,899,2025-06-29T00:00:00.000,Industrial Development,Design
Brooklyn,Flatbush Avenue Trunk Watermain Replacement,2266.0,0.0,2019-09-01T00:00:00.000,39272000.0,370,2021-07-12T00:00:00.000,Wastewater Treatment,Construction
,West 33rd Street,1736.0,0.0,2020-01-01T00:00:00.000,0.0,861,2022-11-30T00:00:00.000,Streets and Roadways,Design
Bronx,"Pelham Parkway Roadway Reconstruction, Phase 2",2869.0,-54.0,2016-11-01T00:00:00.000,125164000.0,180,2018-05-27T00:00:00.000,Streets and Roadways,Construction Procurement
Bronx,Replacement of The Digester at The Hunts Point WWTP,1355.0,0.0,2023-01-01T00:00:00.000,72852004.14,580,2026-04-04T00:00:00.000,Wastewater Treatment,Construction
Bronx,Westchester Avenue Bridge over Hutch River Parkway Rehabilitation,1592.0,0.0,2019-05-01T00:00:00.000,20945057.0,112,2021-09-13T00:00:00.000,"Bridges, Streets and Roadways",Construction
,42nd Street Pedestrian Security Measures,0.0,0.0,2023-01-01T00:00:00.000,-1000.0,1238,2029-05-29T00:00:00.000,Streets and Roadways,Design
,BOMB SQUAD BUILDING RECONSTRUCTION,340.0,340.0,2023-01-01T00:00:00.000,218000.0,1257,2025-09-04T00:00:00.000,Other Government Facilities,Construction Procurement
Queens,Power Distribution at Bowery Bay WWTP,1684.0,210.0,2023-01-01T00:00:00.000,24235381.01,522,2025-07-22T00:00:00.000,Wastewater Treatment,Construction
Brooklyn,Reconstruction of the West and North Docks at the OH WWTP,1389.0,,2018-03-01T00:00:00.000,10985726.8,720,2020-05-12T00:00:00.000,Wastewater Treatment,Design
Citywide,Emergency Communications Transformation Program (ECTP) Upgrades and Enhancements,2252.0,0.0,2022-04-01T00:00:00.000,73735148.87,267,2023-03-31T00:00:00.000,IT,IT
Staten Island,CONSTRUCTION OF BMPs NC 6 AND 15 - SI,925.0,0.0,2018-03-01T00:00:00.000,1921000.0,631,2021-11-27T00:00:00.000,Industrial Development,Design
Queens,RECONSTRUCTION OF QUEENS BLVD - PHASE 1,1906.0,74.0,2018-08-01T00:00:00.000,176245000.0,618,2024-01-27T00:00:00.000,Industrial Development,Design
,New 116Th Pct,727.0,570.0,2021-07-01T00:00:00.000,33852900.86,762,2023-12-30T00:00:00.000,Public Safety and Criminal Justice,Construction
Queens,RECONSTRUCTION OF QUEENS BLVD - PHASE 1,1906.0,,2020-05-01T00:00:00.000,176245000.0,618,,Industrial Development,
Manhattan,Harlem River Drive Ramp Reconstruction (George Washington Bridge),2697.0,255.0,2022-09-01T00:00:00.000,-3711870.0,708,2035-04-15T00:00:00.000,"Bridges, Streets and Roadways",Design
,4Th Ave. Safety Improvements Phase II-Vision Zero,1106.0,,2020-05-01T00:00:00.000,-11525000.0,833,,Streets and Roadways,
,150Th St Spine Phase 1 Storm Sewer At Bergen Basin,753.0,,2020-01-01T00:00:00.000,101452000.0,791,,Sewers,
,Replacement of the Main Sewage Pumps System at Coney Island WWTP,26.0,,2022-09-01T00:00:00.000,56845.17,1292,2025-02-20T00:00:00.000,Wastewater Treatment,Construction
Staten Island,Oakwood Beach WWTP Headworks Improvements,2857.0,0.0,2023-01-01T00:00:00.000,31867440.0,450,2029-04-25T00:00:00.000,Wastewater Treatment,Design
Olive,Replacement of the Esopus & Route 28A Railroad Bridges,714.0,65.0,2017-04-01T00:00:00.000,-50461071.35,443,2025-02-09T00:00:00.000,Bridges,Design
,Queens Museum of Art- Phase 2 Expansion,184.0,184.0,2023-01-01T00:00:00.000,2841000.0,1246,2026-10-29T00:00:00.000,Other Government Facilities,Design
Queens,Edgewood Triangle Roadway Reconstruction,3597.0,365.0,2018-03-01T00:00:00.000,106503000.0,204,2022-09-06T00:00:00.000,Streets and Roadways,Design
Staten Island,Oakwood Beach WWTP Headworks Improvements,2857.0,1.0,2020-10-01T00:00:00.000,31867440.0,450,2025-10-17T00:00:00.000,Wastewater Treatment,Construction Procurement
Citywide,Emergency Communications Transformation Program (ECTP) Upgrades and Enhancements,2252.0,,2013-09-01T00:00:00.000,73735148.87,267,2017-12-31T00:00:00.000,IT,IT
,Bush Terminal Development Site Preparation,517.0,214.0,2022-04-01T00:00:00.000,0.0,1086,2025-01-30T00:00:00.000,Industrial Development,Design
Bronx,Replacement of The Digester at The Hunts Point WWTP,1355.0,-49.0,2020-05-01T00:00:00.000,72852004.14,580,2024-12-29T00:00:00.000,Wastewater Treatment,Design
Manhattan,Primary Treatment Improvement at Wards Island WWTP,2142.0,123.0,2020-05-01T00:00:00.000,99651290.98,452,2025-11-01T00:00:00.000,Wastewater Treatment,Design
,Pier 42 and East River Park Connector Program,214.0,153.0,2021-12-01T00:00:00.000,100000.0,1085,2023-08-31T00:00:00.000,Parks,Construction
,Douglaston New Facility,244.0,,2020-05-01T00:00:00.000,5348000.0,960,,Libraries,
,"WATERMAIN REPLACEMENT IN ORIENTAL BLVD, BROOKLYN",443.0,0.0,2023-01-01T00:00:00.000,3715000.0,1165,2024-09-17T00:00:00.000,Streets and Roadways,Construction
Manhattan,Henry Hudson Parkway over Amtrak (Northbound),1693.0,232.0,2020-05-01T00:00:00.000,500625.0,592,2030-02-25T00:00:00.000,Bridges,Design
,East River Esplanade Stabilization and Reconstruction Phase 3,612.0,212.0,2021-12-01T00:00:00.000,3616645.26,973,2024-09-23T00:00:00.000,Parks,Design
,Storm Mitigation Loan Program at Hunts Point,1091.0,94.0,2021-03-01T00:00:00.000,20080597.79,672,2023-02-17T00:00:00.000,Wastewater Treatment,Construction
,Foundational Infrastructure Modernization,,,2022-09-01T00:00:00.000,-1863793.78,1300,2023-12-31T00:00:00.000,IT,IT
Bronx,Bainbridge Avenue Trunk Water Main,1687.0,910.0,2016-11-01T00:00:00.000,25547000.0,454,2018-11-18T00:00:00.000,Water Supply,Construction
Bronx,Westchester Avenue Bridge over Hutch River Parkway Rehabilitation,1592.0,0.0,2022-04-01T00:00:00.000,20945057.0,112,2022-07-23T00:00:00.000,"Bridges, Streets and Roadways",Construction
,253 Broadway NYC. Fire Alarm Raplacement,1553.0,,2020-05-01T00:00:00.000,17827000.0,850,,Other Government Facilities,
Bronx,Grand Concourse Metro North Railroad Bridge Construction,836.0,1.0,2021-12-01T00:00:00.000,22682117.0,120,2023-01-16T00:00:00.000,Bridges,Construction
,Studio Museum in Harlem New Building,856.0,,2019-01-01T00:00:00.000,-190000.0,896,2022-02-25T00:00:00.000,Arts and Culture,Construction
Citywide,Raise Shorelines Citywide,639.0,274.0,2022-09-01T00:00:00.000,0.0,689,2024-09-30T00:00:00.000,Industrial Development,Design
Queens,Roosevelt Avenue Bridge Superstructure and Substructure Repairs,2003.0,0.0,2022-04-01T00:00:00.000,23798213.0,101,2022-12-08T00:00:00.000,Bridges,Construction
Bronx,Bruckner Expressway Westchester Creek Bridge Reconstruction,2086.0,0.0,2019-01-01T00:00:00.000,142277136.0,97,2021-06-30T00:00:00.000,"Bridges, Streets and Roadways",Construction
,Brooklyn Bridge - Approach Arches Rehabilitation,1908.0,664.0,2017-09-01T00:00:00.000,33135732.1,584,2020-09-24T00:00:00.000,Bridges,Design
,New Storm Sewer N Conduit Av-Baisley Blvd,1619.0,0.0,2019-05-01T00:00:00.000,31711000.0,792,2024-09-13T00:00:00.000,Sewers,Design
,Far Rockaway New Facility,-78.0,,2020-05-01T00:00:00.000,-623757.91,730,,Other Government Facilities,
,Far Rockaway New Facility,-78.0,,2020-01-01T00:00:00.000,-623757.91,730,,Other Government Facilities,
,QUEENS 8/10/12  GARAGE REHAB,273.0,0.0,2022-04-01T00:00:00.000,8964000.0,1217,2028-06-30T00:00:00.000,Sanitation,Design
Manhattan,"West 59th Street Marine Transfer Station Construction, Phase 2",1949.0,163.0,2018-08-01T00:00:00.000,126753576.46,347,2019-05-08T00:00:00.000,Sanitation,Construction
,Cunningham Park Garage Reconstruction,703.0,,2020-01-01T00:00:00.000,0.0,1019,,Parks,Design
Citywide,Electronic Medical Records Upgrade,2032.0,755.0,2017-09-01T00:00:00.000,15184947.0,403,2020-12-31T00:00:00.000,"Health and Hospitals, IT",IT
,Brooklyn Public School 730 New Construction,730.0,365.0,2021-12-01T00:00:00.000,6379885.0,876,2023-09-03T00:00:00.000,Schools,Construction
Brooklyn,Sunset Park Infrastructure,1290.0,,2017-04-01T00:00:00.000,31633941.69,574,2020-10-18T00:00:00.000,Industrial Development,Design
,East River Esplanade Stabilization and Reconstruction Phase 2,156.0,,2021-07-01T00:00:00.000,0.0,1082,,Parks,Design
Queens,TLC - NEW OFFICE FACILITY - 24-55 BQE WEST,1248.0,214.0,2018-08-01T00:00:00.000,75370000.0,665,2023-07-02T00:00:00.000,Other Government Facilities,Design
,New Westchester Square,471.0,,2021-07-01T00:00:00.000,0.0,1147,2025-08-28T00:00:00.000,Other Government Facilities,Construction Procurement
,Park Avenue Tunnel (Murray Hill),1568.0,0.0,2018-03-01T00:00:00.000,-17773389.61,536,2019-01-25T00:00:00.000,Bridges,Construction
,Battery Park Underpass Emergency Relief Betterments,1197.0,0.0,2019-05-01T00:00:00.000,47923308.0,540,2022-03-30T00:00:00.000,Bridges,Design
Brooklyn,"Coney Island Area, Phase 3A",1215.0,,2020-01-01T00:00:00.000,25273000.0,516,,Industrial Development,
,Sewer When & Where Seq,1377.0,,2020-10-01T00:00:00.000,3200000.0,794,,Sewers,
,FUEL TANK & SUMP REPLACEMENTS - MANHATTAN/S.I.,663.0,-158.0,2022-09-01T00:00:00.000,-1754000.0,900,2025-01-22T00:00:00.000,Industrial Development,Construction
Marlboro,Rondout-West Branch Bypass Tunnel Construction Project 2,256.0,0.0,2014-05-01T00:00:00.000,202552329.25,409,2024-05-01T00:00:00.000,Water Supply,Design
,Storm & Combined Sewers In 229 Street,652.0,,2020-10-01T00:00:00.000,-9148000.0,776,,Sewers,
Manhattan,Metropolitan Hospital Perimeter Flood Protection,1452.0,0.0,2022-04-01T00:00:00.000,27046705.0,562,2027-04-02T00:00:00.000,Industrial Development,Construction Procurement
,Cross River and Croton Falls Dam Refacing,298.0,0.0,2023-01-01T00:00:00.000,23950000.0,1092,2027-03-31T00:00:00.000,Water Supply,Design
,TRENCH RESTORATION BROOKLYN,1467.0,,2020-05-01T00:00:00.000,6536000.0,855,,Industrial Development,
Bronx,Pelham Bay Equestrian Park over Amtrak,1029.0,,2019-09-01T00:00:00.000,137997.0,703,,Bridges,Design
,Brooklyn Public School 730 New Construction,730.0,365.0,2020-10-01T00:00:00.000,6379885.0,876,2022-09-03T00:00:00.000,Schools,Construction
,FUEL TANK REPLACEMENT - 71,548.0,0.0,2022-09-01T00:00:00.000,3444000.0,935,2024-03-20T00:00:00.000,Industrial Development,Construction
,BROAD CHANNEL BULKHEADS - PH II,-74.0,0.0,2021-12-01T00:00:00.000,61781000.0,617,2024-06-14T00:00:00.000,Industrial Development,Construction
Staten Island,Oakwood Beach WWTP Headworks Improvements,2857.0,-26.0,2017-09-01T00:00:00.000,31867440.0,450,2022-04-09T00:00:00.000,Wastewater Treatment,Design
,New Ferry Boat Construction,549.0,268.0,2021-12-01T00:00:00.000,-238419180.0,94,2022-08-31T00:00:00.000,Ferries,Construction
City of Yonkers,Hillview Reservoir Chemical Addition Facilities,82.0,0.0,2021-07-01T00:00:00.000,159902202.01,669,2029-03-28T00:00:00.000,Water Supply,Design
,FUEL TANK & SUMP REPLACEMENTS - MANHATTAN/S.I.,663.0,91.0,2019-09-01T00:00:00.000,-1754000.0,900,2023-06-30T00:00:00.000,Industrial Development,Design
,Orchard Beach Pavilion,942.0,0.0,2019-05-01T00:00:00.000,35628847.0,858,2022-08-01T00:00:00.000,Parks,Design
,Bronx Sanitation Garage Rehabilitation: Community District 12,1064.0,0.0,2021-03-01T00:00:00.000,0.0,956,2025-07-31T00:00:00.000,Sanitation,Design
,HIGH LEVEL STM SEWERS IN GOWANUS CANAL AREA-PH II,813.0,,2018-08-01T00:00:00.000,8657000.0,849,2021-03-30T00:00:00.000,Sewers,Construction Procurement
,Far Rockaway New Facility,-78.0,247.0,2022-09-01T00:00:00.000,-623757.91,730,2023-02-01T00:00:00.000,Other Government Facilities,Construction
,SUNSET PARK NORTH BK WATERFRONT GREENWAY,1096.0,,2021-07-01T00:00:00.000,20345000.0,1176,2024-03-15T00:00:00.000,Streets and Roadways,Design
,Power Distribution Improvements at Tallman Island,651.0,80.0,2022-09-01T00:00:00.000,10926063.83,907,2026-06-04T00:00:00.000,Industrial Development,Construction Procurement
,SOUTHEAST QUEENS PRIORITY GRIDS - GROUP 2,1630.0,,2021-03-01T00:00:00.000,14480000.0,847,,Streets and Roadways,
Bronx,Westchester Avenue Bridge over Hutch River Parkway Rehabilitation,1592.0,184.0,2016-06-01T00:00:00.000,20945057.0,112,2020-11-01T00:00:00.000,"Bridges, Streets and Roadways",Design
,Accessible Pedestrian Signals,,,2022-09-01T00:00:00.000,-3567000.0,1317,,Streets and Roadways,Construction Procurement
,Far Rockaway New Facility,-78.0,-318.0,2019-09-01T00:00:00.000,-623757.91,730,2020-09-15T00:00:00.000,Other Government Facilities,Construction
,WOODHAVEN BLVD QUEENS BLVD BIN# 2248159,932.0,,2021-07-01T00:00:00.000,2052000.0,1128,2025-07-06T00:00:00.000,Bridges,Design
,South Bronx East-West Crosstown SBS,626.0,,2020-05-01T00:00:00.000,3130000.0,1008,,Streets and Roadways,
,Douglaston New Facility,244.0,-56.0,2022-04-01T00:00:00.000,5348000.0,960,2026-08-10T00:00:00.000,Libraries,Design
,Shore Road Bridge over Hutchinson River,1477.0,0.0,2019-05-01T00:00:00.000,-19049921.84,541,2025-12-17T00:00:00.000,"Bridges, Streets and Roadways",Design
Brooklyn,Coney Island Hospital CSS Building and Perimeter Flood Protection,1243.0,72.0,2023-01-01T00:00:00.000,30635879.93,561,2024-07-03T00:00:00.000,Health and Hospitals,Construction
Queens,Metropolitan Avenue Bridge over CSX Transport,2027.0,0.0,2018-03-01T00:00:00.000,4699394.0,556,2024-09-02T00:00:00.000,"Bridges, Streets and Roadways",Design
Brooklyn,Bergen Avenue Street Reconstruction,-388.0,849.0,2019-01-01T00:00:00.000,45837000.0,170,2023-06-24T00:00:00.000,Streets and Roadways,Construction
Bronx,East 156th Street Bridge over Access to Housing,1720.0,531.0,2021-12-01T00:00:00.000,-363846.0,588,2029-02-19T00:00:00.000,"Bridges, Streets and Roadways",Design
,Queens Public School 032  Addition,0.0,0.0,2021-12-01T00:00:00.000,0.0,1108,2024-09-03T00:00:00.000,Schools,Construction
,New Ferry Boat Construction,549.0,0.0,2021-07-01T00:00:00.000,-238419180.0,94,2021-12-06T00:00:00.000,Ferries,Construction
Bronx,Jerome Reservoir and Aqueduct Rehabilitation,2363.0,-79.0,2018-03-01T00:00:00.000,-833277.14,448,2021-05-14T00:00:00.000,Water Supply,Design
,Bush Terminal Development Site Preparation,517.0,121.0,2022-09-01T00:00:00.000,0.0,1086,2025-05-31T00:00:00.000,Industrial Development,Construction Procurement
Citywide,Catskill Aqueduct Repair and Rehabilitation,1517.0,654.0,2017-04-01T00:00:00.000,9642889.68,478,2019-12-19T00:00:00.000,Water Supply,Design
Bronx,Westchester Avenue Bridge over Hutch River Parkway Rehabilitation,1592.0,,2020-01-01T00:00:00.000,20945057.0,112,,"Bridges, Streets and Roadways",Construction
,RECONSTRUCTION OF EMPIRE BLVD/BED-796,223.0,0.0,2023-01-01T00:00:00.000,8554000.0,1213,2023-06-18T00:00:00.000,Streets and Roadways,Construction
,"SAN & STRM SEWER, WM IN CONEY ISLAND AREA, PH 4",1431.0,153.0,2022-09-01T00:00:00.000,1984000.0,1009,2027-07-10T00:00:00.000,Sewers,Design
,Storm & Combined Sewers In 229 Street,652.0,,2018-03-01T00:00:00.000,-9148000.0,776,2021-09-16T00:00:00.000,Sewers,Construction Procurement
Staten Island,CONSTRUCTION OF BMPs NC 6 AND 15 - SI,925.0,,2021-07-01T00:00:00.000,1921000.0,631,,Industrial Development,
,Manhattan Greenway: Harlem River,888.0,122.0,2022-04-01T00:00:00.000,0.0,860,2025-09-30T00:00:00.000,Parks,Design
,Bronx Public School 108  Addition,0.0,0.0,2023-01-01T00:00:00.000,0.0,1109,2024-09-03T00:00:00.000,Schools,Construction
Brooklyn,Coney Island Hospital CSS Building and Perimeter Flood Protection,1243.0,113.0,2022-09-01T00:00:00.000,30635879.93,561,2024-04-22T00:00:00.000,Health and Hospitals,Construction
Valhalla,Kensico Eastview Connection Tunnel Construction,3132.0,933.0,2022-04-01T00:00:00.000,881770648.0,554,2033-12-05T00:00:00.000,Water Supply,Design
Bronx,Jerome Reservoir and Aqueduct Rehabilitation,2363.0,-347.0,2016-11-01T00:00:00.000,-833277.14,448,2020-07-10T00:00:00.000,Water Supply,Design
,Bronx Sanitation Garage Rehabilitation: Community District 6,913.0,0.0,2020-10-01T00:00:00.000,0.0,971,2025-06-30T00:00:00.000,Sanitation,Design
,Queens Public School 343  New Construction,0.0,0.0,2021-12-01T00:00:00.000,0.0,1111,2023-09-03T00:00:00.000,Schools,Construction
"Manhattan, Bronx",Madison Avenue Bridge Reconstruction,1628.0,0.0,2020-10-01T00:00:00.000,2036997.0,114,2022-04-13T00:00:00.000,Bridges,Construction
Brooklyn,Flatbush Avenue Trunk Watermain Replacement,2266.0,0.0,2018-08-01T00:00:00.000,39272000.0,370,2021-07-12T00:00:00.000,Wastewater Treatment,Construction
,Queens Botanical Garden Educ Bldg Renovation,357.0,154.0,2021-12-01T00:00:00.000,905000.0,1167,2025-04-11T00:00:00.000,Other Government Facilities,Design
,Sewer When & Where Seq,1377.0,90.0,2022-04-01T00:00:00.000,3200000.0,794,2025-07-20T00:00:00.000,Sewers,Design
Brooklyn,Bergen Avenue Street Reconstruction,-388.0,,2020-05-01T00:00:00.000,45837000.0,170,,Streets and Roadways,
Manhattan,253 Broadway Landmark's Space Renovations,1696.0,153.0,2019-01-01T00:00:00.000,35010000.0,639,2020-06-01T00:00:00.000,Other Government Facilities,Construction
,Park Avenue Tunnel (Murray Hill),1568.0,98.0,2019-05-01T00:00:00.000,-17773389.61,536,2020-07-10T00:00:00.000,Bridges,Construction
Brooklyn,"Coney Island Area, Phase 3A",1215.0,0.0,2019-09-01T00:00:00.000,25273000.0,516,2023-10-27T00:00:00.000,Industrial Development,Construction Procurement
Bronx,Pelham Parkway Bridge Reconstruction over Hutchinson Parkway,1934.0,120.0,2019-05-01T00:00:00.000,10338071.57,506,2027-01-04T00:00:00.000,"Bridges, Streets and Roadways",Design
,P.S. 163 - BRONX New Construction,0.0,101.0,2022-04-01T00:00:00.000,-6925988.0,1219,2024-12-13T00:00:00.000,Schools,Construction Procurement
,Brooklyn Public School 322  New Construction,0.0,0.0,2021-12-01T00:00:00.000,0.0,1104,2024-09-03T00:00:00.000,Schools,Construction
,Douglaston New Facility,244.0,,2020-10-01T00:00:00.000,5348000.0,960,,Libraries,
Queens,Dutch Kills and Lower Newtown Creek Enhanced Aeration Work,1891.0,139.0,2018-08-01T00:00:00.000,-4338327.57,313,2022-12-12T00:00:00.000,Wastewater Treatment,Construction Procurement
,RECONSTRUCTION OF ROADWAYS AT RANDALL'S ISLAND,699.0,,2022-04-01T00:00:00.000,0.0,1260,2025-02-22T00:00:00.000,Streets and Roadways,Design
,Bronx Public School 108  Addition,0.0,,2021-07-01T00:00:00.000,0.0,1109,2024-09-03T00:00:00.000,Schools,Construction Procurement
,CONSTRUCTION OF A FLOOD PROTECTION SYSTEM FROM EAST 25TH ST TO EAST 30TH ST ALONG THE EAST SIDE OF MANHATTAN,333.0,0.0,2023-01-01T00:00:00.000,5000000.0,1186,2028-10-19T00:00:00.000,Streets and Roadways,Design
,Manhattan Greenway: East Midtown,487.0,0.0,2021-03-01T00:00:00.000,24840000.0,859,2022-11-30T00:00:00.000,Parks,Construction
,Replacement of the Main Sewage Pumps System at Coney Island WWTP,26.0,26.0,2023-01-01T00:00:00.000,56845.17,1292,2025-03-18T00:00:00.000,Wastewater Treatment,Construction
,TRENCH RESTORATION BROOKLYN,1467.0,0.0,2019-01-01T00:00:00.000,6536000.0,855,2022-09-09T00:00:00.000,Industrial Development,Design
Bronx,East 180th Street over Metro North Railroad (Harrison Line),664.0,10.0,2021-07-01T00:00:00.000,4194366.0,811,2023-10-26T00:00:00.000,Bridges,Construction
,HIGH LEVEL STM SEWERS IN GOWANUS CANAL AREA-PH II,813.0,0.0,2019-09-01T00:00:00.000,8657000.0,849,2021-09-29T00:00:00.000,Sewers,Construction
,Upgrades At Brooklyn Animal Shelter,1355.0,,2020-01-01T00:00:00.000,21288000.0,750,,Other Government Facilities,
,Tompkinsville Esplanade,944.0,0.0,2020-05-01T00:00:00.000,10582596.0,963,2023-07-31T00:00:00.000,Parks,Design
Manhattan,Henry Hudson Parkway over Amtrak (Northbound),1693.0,45.0,2022-04-01T00:00:00.000,500625.0,592,2029-07-01T00:00:00.000,Bridges,Design
"Bronx, Manhattan",Broadway Bridge over Harlem River Replacement,2797.0,-60.0,2016-01-01T00:00:00.000,39724388.0,106,2020-11-13T00:00:00.000,Bridges,Design
,Tompkinsville Esplanade,944.0,0.0,2022-04-01T00:00:00.000,10582596.0,963,2025-10-30T00:00:00.000,Parks,Design
City of Yonkers,Hillview Reservoir Chemical Addition Facilities,82.0,-46.0,2023-01-01T00:00:00.000,159902202.01,669,2029-02-10T00:00:00.000,Water Supply,Construction Procurement
,"Combined Sewer In 70Th Street, Queens",1155.0,194.0,2018-08-01T00:00:00.000,94201000.0,788,2020-12-22T00:00:00.000,Sewers,Construction Procurement
,"City Tunnel No.3, Stage 2 in Queens and Brooklyn, Construction of Shaft 17B and 18B",119.0,0.0,2021-07-01T00:00:00.000,3150108.42,1042,2027-01-24T00:00:00.000,Water Supply,Construction
,Lower Concourse: Park,456.0,0.0,2020-05-01T00:00:00.000,0.0,961,2023-12-31T00:00:00.000,Parks,Design
Brooklyn,Coney Island Hospital CSS Building and Perimeter Flood Protection,1243.0,21.0,2021-03-01T00:00:00.000,30635879.93,561,2023-08-21T00:00:00.000,Health and Hospitals,Construction
