ID,Title,Year,Rating,Director,Creators,Cast,Genre,Duration,ContentRating,Summary
b-1669,Hustle & Flow,7/22/2005,7.3,Craig Brewer,Craig Brewer,Terrence Howard^Anthony Anderson^Taryn Manning^Taraji P. Henson,Drama,1 hr. 56 min.,R,picking up a cheap keyboard he begins picking out beats to go along with his rhymes. After bumping into an old high-school buddy who works in gospel music Key (Anthony Anderson) Djay decided to take the plunge and remake himself as a rapper. With the technical know-how of Key and the musical input of a local beat maker named Shelby (DJ Qualls) Djay begins turning his way with words and his first-hand knowledge of the street life into music as his two live-in girlfriends Lexus (Paula Jai Parker) and Shug (Taraji P. Henson) add their musical input and emotional support and Nola (Taryn Manning) continues to turn tricks to pay the bills. When local boy-turned-nationwide hip-hop star Skinny Black (Ludacris) comes to town to pay a visit to Arnel (Isaac Hayes) a club owner friendly with Djay he sees an opportunity to put his demo in the hands of someone who can bring his music to the masses though it turns out to be far more difficult than he expected. Hustle & Flow had its world premiere at the 2005 Sundance Film Festival where it received a number of rave reviews and took home the Audience Award. ~ Mark Deming Rovi
b-1670,The Ice Harvest,11/23/2005,5.5,Harold Ramis,Robert Benton^Richard Russo,John Cusack^Billy Bob Thornton^Connie Nielsen^Lara Phillips,Action & Adventure^Mystery & Suspense^Comedy,1 hr. 28 min.,R,everyone from Charlie's drinking buddy Pete Van Heuten to the local police begin to wonder just what exactly is in Charlie's Christmas stocking -- and the 12 hours of Christmas Eve are filled with surprises
b-1671,Ice Princess,3/18/2005,5.6,Tim Fywell,Hadley Davis,Joan Cusack^Kim Cattrall^Michelle Trachtenber...^Hayden Panettiere,Drama^Kids & Family^Comedy,1 hr. 38 min.,G,the egocentric Gen (Hayden Panettiere). However one day at the rink Casey wins the attention of Tina (Kim Cattrall) a former skating champion who now trains her daughter and is trying to live down an incident that grounded her career on the ice. Tina thinks Casey has what it takes to be a champ but neither Gen nor Casey's mother are happy with this news leaving Casey and Tina to go it alone though Casey soon wins the emotional support of Teddy (Trevor Blumas) Gen's handsome older brother. Ice Princess also features champion skater Michelle Kwan in a small role as herself doing television commentary at a skating event.
b-1672,In Her Shoes,10/7/2005,6.9,Curtis Hanson,Susannah Grant,Cameron Diaz^Toni Collette^Shirley MacLaine^Mark Feuerstein,Drama^Comedy,1 hr. 30 min.,PG-13,Alternately hilarious and heart-rending 'In Her Shoes' is about two sisters with nothing in common but size 8 1/2 feet. After a calamitous falling out they travel the bumpy road toward a true appreciation for one another -- aided along the way by the grandmother they never knew they had.
b-1673,In the Mix,11/23/2005,3.2,Ron Underwood,Jacqueline Zambrano,Usher Raymond^Usher^Chazz Palminteri^Emmanuelle Chriqui,Comedy,1 hr. 36 min.,PG-13,short-lived romance blooms between Darrell and Dolly but it isn't long before the couple are quarreling which makes Pacelli more than a bit unhappy with his new hire. However Pacelli also has a mob war and a disloyal and ambitious young lieutenant to deal with and Darrell soon finds Pacelli's problems become his problems too. Also starring Kevin Hart and Robert Davi In the Mix was produced under the title Dying for Dolly.
b-1674,Inside Deep Throat,2/11/2005,7,Fenton Bailey,Randy Barbato^Fenton Bailey,Linda Lovelace^Dennis Hopper^Gerard Damiano^Harry Reems,Documentary^Television,1 hr. 30 min.,NC-17,"An examination of the unanticipated lasting cultural impact generated by ""Deep Throat"" a sexually explicit film first shown in a midtown Manhattan adult theater in June 1972 that quickly became the flashpoint for an unprecedented social and political firestorm."
b-1675,Intermedio,12/31/2004,N,Andrew Lauer,Kraig X Wenman,Edward Furlong^Steve Railsback^Cerina Vincent^Amber Benson,Mystery & Suspense^Horror,1 hr. 22 min.,R,Four teens trapped in old mine tunnels in Mexico are pursued by murderous ghosts controlled by a warlock. Edward Furlong.
b-1676,The Interpreter,4/22/2005,6,Sydney Pollack,Charles Randolph^Steven Zaillian^Scott Frank,Nicole Kidman^Sean Penn^Catherine Keener^Jesper Christensen,Drama^Action & Adventure^Mystery & Suspense,2 hr. 9 min.,PG-13,deeper into his eyewitnesses' past and her secretive world of global connections the more suspicious he becomes that she herself might be involved in the conspiracy. With every step of the way he finds more reasons to mistrust her. Is Sylvia a victim? A suspect? Or something else entirely? And can Tobin coping with his own personal heartache keep her safe? Though they must depend on one another Silvia and Tobin couldn't be more different. Silvia's strengths are words diplomacy and the subtleties of meaning while Tobin is all about instinct action and reading into the most primal human behaviors. Now as the danger of a major assassination on U.S. soil grows and Silvia's life hangs in the balance Silvia and Tobin play out a gripping dance of evasion and revelation that keeps them both guessing as they race to stop a terrifying international crisis before it's too late.
b-1677,Into the Blue,9/30/2005,4,John Stockwell,Matt Johnson,Paul Walker^Jessica Alba^Scott Caan^Ashley Scott,Mystery & Suspense^Action & Adventure,1 hr. 50 min.,PG-13,get closer to discovering their secret -- and the treasure hunters quickly become the hunted.
b-1678,The Island,7/22/2005,5.4,Michael Bay,Robert Kurtzman^Caspian Tredwell-Owen^Alex Kurtzman^Roberto Orci,Ewan McGregor^Scarlett Johansson^Djimon Hounsou^Sean Bean,Drama^Action & Adventure^Science Fiction & Fantasy,2 hr. 16 min.,PG-13,fellow citizens are taught to believe; the truth is that Lincoln like everyone he knows is actually a clone who is kept under wraps to provide needed organs when the person who supplied his or her DNA falls ill. When he becomes aware that his existence is a fraud Lincoln escapes to the outside world with a fellow clone Jordan Two Delta (Scarlett Johansson) though the powers that be are determined to see that no one gets away alive. The Island also stars Steve Buscemi Djimon Hounsou Michael Clarke Duncan and Sean Bean. ~ Mark Deming Rovi
b-1679,The Jacket,3/4/2005,5.5,John Maybury,Tom Bleecker^Massy Tadjedin,Adrien Brody^Keira Knightley^Kris Kristofferson^Jennifer Jason Leigh,Drama^Horror^Mystery & Suspense,1 hr. 42 min.,R,when he discovers a woman whose truck has broken down Jean (Kelly Lynch). Starks tries to help Jean and her young daughter and later flags down a car for a ride into town; however the car is being driven by a criminal on the run from the police (Brad Renfro) and not long after the car is cornered by police Starks' memory goes blank. When he comes to Jack is accused of killing a patrolman in the violent standoff that followed and is told that the woman her daughter and the criminal existed only in his imagination. Declared insane in his murder trial Starks is sentenced to a mental institution run by Dr. Becker (Kris Kristofferson) who seems to believe that the more brutal the treatment the better. As Starks suffers frequent beatings and long spells in a frozen locker his mind drifts from his harrowing past into the future where he visits with Jackie (Keira Knightley) who once was the young girl Starks tried to help. The Jacket also features Jennifer Jason Leigh as Dr. Lorenson a compassionate doctor who tries to help Starks and his fellow patients.
b-1680,Jarhead,11/4/2005,6.4,Sam Mendes,William Broyles^William Broyles Jr.,Jake Gyllenhaal^Peter Sarsgaard^Lucas Black^Chris Cooper,Drama,2 hr. 2 min.,R,against an enemy they can't see for a cause they don't fully fathom.
b-1681,Junebug,8/3/2005,7.5,Phil Morrison,Angus MacLachlan,Embeth Davidtz^Amy Adams^Alessandro Nivola^Benjamin McKenzie,Drama^Art House & International^Comedy,1 hr. 46 min.,R,presence exposes the fragile family dynamics as hidden resentments and anxieties surface.
b-1682,Just Friends,11/23/2005,5,Roger Kumble,Adam Davis,Ryan Reynolds^Amy Smart^Anna Faris^Chris Klein,Drama^Romance^Comedy,1 hr. 34 min.,PG-13,"the past but unbelievably he finds it more difficult to romance Jamie than it was 10 years ago. Can one escape the clutches of the ""friend zone?"" Is it possible to go from ""just friend"" to boyfriend? Chris is about to find out the hard way."
b-1683,Just Like Heaven,9/16/2005,5.7,Mark Waters,Peter Tolan^Leslie Dixon,Reese Witherspoon^Mark Ruffalo^Donal Logue^Dina Waters,Drama^Romance^Comedy,1 hr. 35 min.,PG-13,vacated the building. Elizabeth's body may be dead but her spirit is still quite lively and her ghost is insisting that the apartment is still hers...and that she wants him to move out. David brings in Darryl (Jon Heder) an eccentric man who claims to have psychic powers to help sweep Elizabeth's spirit out of the apartment but she refuses to budge certain that she can't be completely dead despite all evidence to the contrary. As Elizabeth and David try to share the flat they discover that their differences aren't as great as they once imagined and they become attracted to one another. But will Elizabeth's spirit stay in the land of the living long enough for their romance to go somewhere? Just Like Heaven marked Jon Heder's first feature film role after his breakthrough appearance in the independent hit Napoleon Dynamite.
b-1684,Kicking & Screaming,5/13/2005,5,Jesse Dylan,Leo Benvenuti^Steve Rudnick,Will Ferrell^Robert Duvall^Mike Ditka^Kate Walsh,Comedy^Kids & Family,1 hr. 34 min.,PG,Will Ferrell stars as Phil Weston an average Joe who's had to put up all his life with his overly competitive father Buck (Robert Duvall). When Phil decides to coach his 10-year-old son's soccer team he goes head-to-head for the league championship against Buck who coaches his own young son on the preeminent team of the league. Old scores come into play as Phil and Buck find themselves going to extreme measures to win the championship trophy.
b-1685,Kids in America,10/21/2005,4.2,Josh Stolberg,Andrew Shaifer^Josh Stolberg,Gregory Smith^Stephanie Sherrin^Chris Morris^Caitlin Wachs,Documentary^Comedy,1 hr. 29 min.,PG-13,in many cases what she sees as kids out of control are seen by others as kids expressing themselves including a girl who wants to distribute condoms to recognize National Safe Sex Day and two boys who are caught kissing in the hallway between classes. Mr. Drucker (Malik Yoba) is a teacher at Booker who tries to champion the students' rights of free expression but his conflicts with Principal Weller end up costing him his job when he's fired for questioning her authority. Holden Donovan (Gregory Smith) is a student at Booker who is alarmed that the students have lost one of their few allies and decides to do something about it -- along with his classmates he sets out to establish and defend the right of free expression for high-school students and launches a campaign against Weller's bid to become superintendent. Kids in America also stars Stephanie Sherrin Nicole Richie Adam Arkin George Wendt and Elizabeth Perkins. ~ Mark Deming Rovi
b-1686,King Kong,12/14/2005,7.7,Peter Jackson,Fran Walsh^Philippa Boyens^Peter Jackson,Naomi Watts^Jack Black^Adrien Brody^Thomas Kretschmann,Action & Adventure,3 hr. 7 min.,PG-13,discovered on a rare map. Correctly assuming his cast and crew would be wary of such a journey Denham has told them they're traveling to Singapore but before they set sail his leading lady drops out of the project. Needing a beautiful actress willing to take a risk Denham finds Ann Darrow (Naomi Watts) a beautiful but down-on-her-luck vaudeville performer and offers her the role; cautious but eager to work Darrow takes the role and onboard the ship she strikes up a romance with Jack Driscoll (Adrien Brody) a respected playwright hired by Denham to write the script for his latest epic.When Denham and company arrive on Skull Island the natives react with savage violence but they happen to be the least of their worries. Skull Island is a sanctuary for prehistoric life and lording it over the dinosaurs and other giant beasts is Kong a 25-foot-tall gorilla who can outfight any creature on Earth. The natives kidnap Darrow giving her to Kong as an offering to appease the giant beast; Denham and his men set out to find her with Driscoll bravely determined to save the woman he loves. Eventually Driscoll finds Darrow and Denham outwits Kong intending to take the giant ape back to New York for display. But Kong has bonded with Darrow and his attraction to her proves to be his undoing. Andy Serkis who provided the body movements for Gollum in Peter Jackson's Lord of the Rings pictures performed similar duties on King Kong studying gorillas so he could mimic their actions which were then used as the basis for the special-effects crew's digital animation of the great ape. ~ Mark Deming Rovi
b-1687,Kingdom of Heaven,5/6/2005,5.6,Ridley Scott,William Monahan,Orlando Bloom^Liam Neeson^Eva Green^David Thewlis,Drama^Action & Adventure^Classics,2 hr. 25 min.,R,Kingdom of Heaven is an epic adventure about a common man who finds himself thrust into a decades-long war. A stranger in a strange land he serves a doomed king falls in love with an exotic and forbidden queen and rises to knighthood. Ultimately he must protect the people of Jerusalem from overwhelming forces - while striving to keep a fragile peace.
b-1688,Kiss Kiss Bang Bang,10/1/2000,NULL,Ray Brady,Ray Brady,Michael Chomiak^Nicole Streak^Teresa Churcher^Des Backhouse-Brady,Mystery & Suspense,1 hr. 20 min.,Unrated,Science fiction writer Richard becomes obsessed with his beautiful neighbour and tries anything to get close to her...
b-1689,Land of the Dead,6/24/2005,6.6,George A. Romero,George A. Romero,Simon Baker - III^Asia Argento^Dennis Hopper^John Leguizamo,Drama^Action & Adventure^Horror^Mystery & Suspense,1 hr. 32 min.,R,"Romero's harrowing newest vision the world (as humankind has known it) is merely a memory. In its place is the never-ending nightmare existence of us-the living-versus them-the ""walkers."" What's left of mankind is cordoned off behind the walls of a fortified city while the walking dead roam the vast wasteland beyond. The few wealthy and powerful try to maintain an illusion of life as it was dwelling high above the city in the exclusive towers of Fiddler's Green the last bastion of the ruling class. On the streets below however the remaining less fortunate of the city's inhabitants eke out a hard-scrabble life seeking what little solace they can in the vices available-gambling flesh trade drugs-anything that offers even a fleeting respite from the hell their lives have become.Both the lofty heights of Fiddler's Green and the demoralizing lows of the city below are lorded over by a handful of ruthless opportunists led by Kaufman (DENNIS HOPPER) who keeps his hands in everything from real estate to less above-board pursuits. To bring food and other essential supplies to the occupants of the city and to allow the Green's well-to-do to acquire the scarce luxury items to which they were once accustomed a hardened group of mercenaries-headed by Riley (SIMON BAKER) and his second-in-command Cholo (JOHN LEGUIZAMO)-run retrieval missions outside the city protected by their massive armored vehicle Dead Reckoning. Riley and Cholo like Kaufman are in it for the money which they hope to use for their own escapes- Riley to the North with promises of ""a world without fences"" and freedom and Cholo to the luxury of Fiddler's Green far away from the violent life he has known.While Kaufman and his employees concern themselves with commerce life is changing both within and beyond the walls of the city. Unrest and anarchy are on the rise among the city's disenfranchised and outside the army of the dead is changing evolving learning to organize and communicate.When Cholo commandeers Dead Reckoning intent on extorting millions out of Kaufman and his cronies Riley and his ragtag group-including Slack (ASIA ARGENTO) and Charlie (ROBERT JOY)-are called into action to stop Cholo and in the process protect the city and its population from the growing army of evolving zombies storming its weakening perimeter.Universal Pictures and Atmosphere Entertainment MM present A Mark Canton-Bernie Goldmann and Romero-Grunwald Production in association with Wild Bunch: George A. Romero's Land of the Dead starring Simon Baker Dennis Hopper Asia Argento Robert Joy and John Leguizamo. Written and directed by Romero the film is produced by MARK CANTON (Taking Lives) PETER GRUNWALD (Monkey Shines) and BERNIE GOLDMANN (Taking Lives).Joining Romero behind the camera are director of photography MIROSLAW BASZAK (Picture Claire) production designer ARV GREYWAL (upcoming 16 Blocks) editor MICHAEL DOHERTY (New Blood) costume designer ALEX KAVANAGH (upcoming Saw 2) and composers REINHOLD HEIL and JOHNNY KLIMEK (Shattered Glass). STEVE BARNETT DENNIS E. JONES RYAN KAVANAUGH and LYNWOOD SPINKS serve as executive producers. -- © Universal Pictures"
b-1690,Lassie,9/1/2006,7.3,Charles Sturridge,Charles Sturridge,Peter O'Toole^Samantha Morton^John Lynch^Peter Dinklage,Action & Adventure^Kids & Family,1 hr. 40 min.,PG,Set in 1938 a loyal collie travels more than 1000 miles from northern Scotland to Yorkshire to return to her young friend. The dog having been sold to a wealthy Duke because the boy's father was out of work runs away and braves starvation and treacherous conditions to follow the pull of her heart toward the family who loves her.
b-1691,Last Days,5/13/2005,5.9,Gus Van Sant,Gus Van Sant,Michael Pitt^Lukas Haas^Asia Argento^Nicole Vicius,Musical & Performing Arts^Drama,1 hr. 37 min.,R,be found. In the haze of his final hours Blake will spend most his time by himself. He avoids the people who are living in his house who approach him only when they want something be it money or help with a song. He hides from one concerned friend and turns away another. He visits politely with a stranger from the Yellow Pages sales department and he ducks into an underground rock club. He wanders through the woods and he plays a new song one last rock and roll blowout. Finally alone in the greenhouse Blake will look and listen -- and seek release.
b-1692,The Legend of Zorro,10/28/2005,4.8,Martin Campbell,Terry Rossio^Alex Kurtzman-Counter^Roberto Orci^Alex Kurtzman^Ted Elliott,Antonio Banderas^Catherine Zeta-Jones^Adrian Alonso^Rufus Sewell,Drama^Action & Adventure,2 hr. 9 min.,PG,of his life. But if he does what he must will it mean losing Elena forever?
b-1693,The Longest Yard,5/27/2005,4.8,Peter Segal,Tracey Keenan Wynn^Sheldon Turner,Adam Sandler^Chris Rock^Burt Reynolds^James Cromwell,Drama^Comedy,1 hr. 53 min.,PG-13,organized his guards into an impressive football team and clears a healthy profit by taking bets on their games. Looking to make the competition more interesting Hazen suggests that Crewe put together a team from the inmate population to play his guards. With the help of fellow prisoner Caretaker (Chris Rock) Crewe recruits the heaviest hitters from the cell block for the team but the guys don't play like a unit until Crewe and Caretaker get some help from Nate Scarborough (Burt Reynolds) a former college and NFL coach doing hard time. Adapted from Robert Aldrich's 1974 box-office smash of the same name The Longest Yard also features rap star Nelly and Nicholas Turturro; the film has previously been loosely remade in 2001 as Mean Machine with the action moved to England and the game changed to soccer. ~ Mark Deming Rovi
b-1694,Lord of War,9/16/2005,6.2,Andrew Niccol,Andrew Niccol,Nicolas Cage^Jared Leto^Ethan Hawke^Bridget Moynahan,Drama^Action & Adventure^Mystery & Suspense,2 hr. 2 min.,R,way into the hands of weapons dealers eager to sell it to the highest bidder. Orlov was one such dealer who found plenty of buyers for guns and military gear in unstable Third World nations who paid cash and didn't appreciate too many questions. Orlov's exploits in the arms business quickly made him a very rich man but they've also led to some unwanted attention from Jack Valentine (Ethan Hawke) an Interpol agent who is convinced Orlov isn't playing by the rules. Inspired by a true story Lord of War also features Jared Leto Ian Holm Bridget Moynahan and Donald Sutherland. ~ Mark Deming Rovi
b-1695,Lords of Dogtown,6/3/2005,6,Catherine Hardwicke,Stacy Peralta,John Robinson (IX)^Emile Hirsch^Rebecca De Mornay^William Mapother,Drama^Action & Adventure,1 hr. 47 min.,PG-13,"sports"" and created a lifestyle that spread infectiously to become a worldwide counterculture phenomenon. But all of this fame would take its toll on the friendships that they thought would last a lifetime as the sport that started out as an afternoon hobby turned into big business."
b-1696,The Lost City,9/3/2005,4.6,Andy Garcia,G. Cabrera Infante^Guillermo Cabrera Infante,Andy Garcia^Dustin Hoffman^Bill Murray^Ins Sastre,Drama,2 hr. 23 min.,R,become more than just a stage for popular entertainment. Observing all is The Writer an ex-patriot American who sees Fico being drawn into events as the revolution changes everything. Though Fico watches a culture vanish and a people transformed it is his love of Cuban music that keeps his memories alive.
b-1697,A Lot Like Love,4/22/2005,5,Nigel Cole,Colin Patrick Lynch,Amanda Peet^Ashton Kutcher^Taryn Manning^Aimee Garcia,Drama^Romance^Comedy,1 hr. 47 min.,PG-13,Over the next several years circumstances kept putting them in one another's paths and over the years Oliver and Emily became close friends and confidantes. Both are still certain though that they're entirely wrong for each other on a romantic level. However after nearly a decade with both Oliver and Emily edging into their thirties they begin to wonder if they've allowed a great opportunity to pass them by. A Lot Like Love also stars Kathryn Hahn Ali Larter and Kal Penn. ~ Mark Deming Rovi
b-1698,Mad Hot Ballroom,5/20/2005,7,Marilyn Agrelo,Amy Sewell,Madeleine Hackney^Rodney Lopez^Wilson Castillo^Victoria Malvagno,Documentary^Kids & Family^Musical & Performing Arts^Special Interest,1 hr. 50 min.,PG,This is a profile of several New York City's public school kids and their journey into the world of ballroom dancing. The eleven-year-olds go from reluctantly participating in ballroom dancing to preparing to compete in the citywide finals.
b-1699,Madagascar,5/27/2005,6,Conrad Vernon,Mark Burton^Billy Frolick^Eric Darnell^Tom McGrath,Ben Stiller^Chris Rock^David Schwimmer^Jada Pinkett Smith,Animation^Kids & Family^Comedy,1 hr. 26 min.,PG,Four zoo animals are shipped back to their homeland by an animal rights group that feels they belong in the wild. When the ship capsizes the animals find themselves stranded in Madagascar. Having had humans care for them their entire life they know nothing about survival and must work together with the locals to help them fit in.
b-1700,The Man From U.N.C.L.E.,8/14/2015,6.2,Guy Ritchie,Guy Ritchie^Lionel Wigram,Henry Cavill^Armie Hammer^Alicia Vikander^Hugh Grant,Action & Adventure^Mystery & Suspense^Comedy,1 hr. 56 min.,PG-13,"criminal organization which is bent on destabilizing the fragile balance of power through the proliferation of nuclear weapons and technology. The duo's only lead is the daughter of a vanished German scientist who is the key to infiltrating the criminal organization and they must race against time to find him and prevent a worldwide catastrophe. ""The Man from U.N.C.L.E"" also stars Alicia Vikander (""Anna Karenina"") Elizabeth Debicki (""The Great Gatsby"") with Jared Harris (""Sherlock Holmes: Game of Shadows"") and Hugh Grant as Waverly. The screenplay was written by Guy Ritchie & Lionel Wigram who previously collaborated on re-imagining the classic detective Sherlock Holmes in two hit films. The story is by Jeff Kleeman & David Campbell Wilson and Guy Ritchie & Lionel Wigram based on the television series ""The Man from U.N.C.L.E."" John Davis (""Chronicle"") Steve Clark-Hall (""RocknRolla"" the ""Sherlock Holmes"" films) Wigram and Ritchie produced the film with David Dobkin serving as executive producer. Ritchie's behind-the-scenes creative team included two-time Oscar (R)-nominated director of photography John Mathieson (""The Phantom of the Opera"" ""Gladiator"") production designer Oliver Scholl (""Jumper"" ""Edge of Tomorrow"") editor James Herbert (the ""Sherlock Holmes"" films ""Edge of Tomorrow"") and Oscar (R)-nominated costume designer Joanna Johnston (""Lincoln""). The music is composed by Daniel Pemberton (""The Counselor"").(c) Warner Bros"
b-1701,Man of the House,2/25/2005,3.4,Stephen Herek,John J. McLaughlin^Robert Ramsey^Matthew Stone,Tommy Lee Jones^Cedric the Entertain...^Christina Milian^Paula Garcs,Action & Adventure^Comedy,1 hr. 40 min.,PG-13,cheerleading squad (Monica Keena Kelli Garner Christina Milian Paula Garces and Vanessa Ferlito) Roland finds himself dealing with a strong attraction to college professor Molly McCarthy (Anne Archer). Formerly titled Cheer Up Man of the House also features supporting performances from Brian Van Holt Shea Whigham and Paget Brewster.
b-1702,MirrorMask,9/30/2005,5.8,Dave McKean,Dave McKean^Neil Gaiman,Stephanie Leonidas^Jason Barry^Rob Brydon^Gina McKee,Drama^Kids & Family^Science Fiction & Fantasy,1 hr. 41 min.,PG,A 15-year-old girl named Helena falls into a dream world where two queens are fighting in a bizarre land of fantastical creatures and masked inhabitants. Helena is charged with retrieving the MirrorMask to revive the sickly White Queen but as she explores the strange world she finds herself wondering if this is really a dream or something else more dangerous.
b-1703,The Matador,1/27/2006,6.7,Bob Yari,Richard Shepard^Richard Shepherd,Pierce Brosnan^Greg Kinnear^Hope Davis^Philip Baker Hall,Drama^Action & Adventure^Mystery & Suspense^Comedy,1 hr. 37 min.,R,become friends and Julian feels comfortable enough with Danny to tell him what he does for a living. It seems Julian is a hired killer working under the auspices of underworld kingpins Lovell (Dylan Baker) and Mr. Randy (Philip Baker Hall) and Julian tries to persuade Danny to help him with his latest assignment. Danny refuses but a few months later a distraught Julian appears unannounced on Danny's doorstep. It seems Julian has blown his two most recent assignments due to a variety of psychosomatic illnesses and now Lovell and Mr. Randy want him dead. Julian has also done something to put Danny in his debt and the previously non-criminal businessman is forced to help his friend stage a hit with Julian's presence in his home upsetting the precarious balance of Danny and Carolyn's marriage. ~ Mark Deming Rovi
b-1704,Match Point,12/28/2005,7.2,Woody Allen,Woody Allen,Jonathan Rhys Meyers^Scarlett Johansson^Matthew Goode^Emily Mortimer,Mystery & Suspense^Drama,2 hr. 4 min.,R,wealthy Tom Hewett (Matthew Goode) who is as impressed by Chris's charm and good looks as he is by his game takes a tennis lesson from the young man. Chris's intelligence and wit also make a strong impression on Tom's pretty sister Chloe (Emily Mortimer) who soon falls for him. It isn't long before Chris and Chloe are engaged to be married a match that pleases both Tom and his father Alec (Brian Cox) a successful businessman who believes Chris has a bright future in his firm. However Chris also feels an overwhelming attraction to Nola Rice (Scarlett Johansson) a sexy blonde from the United States who is dating Tom. Though Nola initially puts up some resistance Chris gently nudges her in the direction of an affair. Passion soon ignites between the two and they have a one-time sexual encounter even as Chris and Chloe plan their wedding. Nola resists however when Chris makes additional attempts to wheedle her into bed. Nola drops out of Chris's life shortly before his wedding but a chance meeting a few months later resurrects the relationship as Chris and Chloe try to start a family. Match Point received its world premiere in an enthusiastically received presentation at the 2005 Cannes Film Festival. ~ Mark Deming Rovi
b-1705,Memoirs of a Geisha,12/16/2005,5.4,Rob Marshall,Doug Wright^Robin Swicord,Ziyi Zhang^Ken Watanabe^Michelle Yeoh^Li Gong,Drama^Romance,1 hr. 45 min.,PG-13,In the years before World War II a Japanese child is torn from her penniless family to work as a maid in a geisha house. Despite a treacherous rival who nearly breaks her spirit the girl blossoms into the legendary geisha Sayuri. Beautiful and accomplished Sayuri captivates the most powerful men of her day but is haunted by her secret love for the one man who is out of her reach.
b-1706,The Mostly Unfabulous Social Life of Ethan Green,6/16/2006,4.3,George Bamber,David Vernon,Daniel Letterle^Meredith Baxter^David Monahan^Diego Serrano,Drama^Comedy,1 hr. 28 min.,R,house that Ethan has come to call home. Now facing the prospect of sleeping under the stars as he tries to find a new place to live Ethan enlists the aid of a sex-starved 19-year-old named Punch (Dean Shelton) and a low-balling real-estate agent named Sunny Deal (Rebecca Lowman) in nixing his spiteful ex-boyfriend's plans and winning the man of his dreams.
b-1707,Mr. & Mrs. Smith,6/7/2005,6,Doug Liman,Simon Kinberg,Brad Pitt^Angelina Jolie^Vince Vaughn^Adam Brody,Action & Adventure^Mystery & Suspense^Comedy,1 hr. 32 min.,PG-13,John and Jane Smith are an ordinary suburban couple with an ordinary lifeless suburban marriage. But each of them has a secret: They are legendary assassins working for competing organizations. When the truth comes out John and Jane end up in each other's cross-hairs.
b-1708,Munich,12/23/2005,7.5,Steven Spielberg,Tony Kushner^Eric Roth,Eric Bana^Daniel Craig^Ciarn Hinds^Mathieu Kassovitz,Mystery & Suspense^Drama,2 hr. 43 min.,R,'Munich' recounts the dramatic story of the secret Israeli squad assigned to track down and assassinate 11 Palestinians believed to have planned the 1972 Munich massacre -- and the personal toll this mission of revenge takes on the team and the man who leads it.
b-1709,Murderball,7/22/2005,8.4,Henry Alex Rubin,Dana Adam Shapiro,Joe Soares^Mark Zupan^Robert Soares^Bob Lujano,Documentary^Sports & Fitness^Special Interest,1 hr. 25 min.,R,all four limbs. Whether by car wreck gunshot fist fight rogue bacteria or any of an endless list of possible misadventures quad rugby's young men have found their lives dramatically altered. Watching them in action -- both on court and off -- smashes every stereotype one has ever had about the handicapped. It also redefines what it is to be a man what it is to live a full life and what it is to be a winner.
b-1710,Must Love Dogs,7/29/2005,5,Gary David Goldberg,Gary David Goldberg,Diane Lane^John Cusack^Elizabeth Perkins^Christopher Plummer,Drama^Romance^Comedy,1 hr. 38 min.,PG-13,and soon a number of seemingly eligible bachelors are sending her e-mails in hopes of a date. However nearly every man she meets turns out to be a loser with the exception of Jake (John Cusack) who is smart good looking and even brings along a dog for their walk in the park (though he doesn't tell her the pooch was borrowed for the occasion). However Sarah also makes the acquaintance of Bob (Dermot Mulroney) the divorced father of one of her students and she finds herself having to choose between two potentially worthwhile men. Meanwhile Sarah's widowed father Bill (Christopher Plummer) decides to give Internet dating a try and lands himself a new steady in Dolly (Stockard Channing). Must Love Dogs is based on the best-selling novel of the same title by Claire Cook.
b-1711,Nanny McPhee,1/27/2006,6.6,Kirk Jones,Christianna Brand^Emma Thompson,Emma Thompson^Colin Firth^Thomas Sangster^Raphal Coleman,Comedy^Kids & Family,1 hr. 39 min.,PG,startling consequences. Her influence also extends to the family's deeper problems including Mr. Brown's sudden and seemingly inexplicable attempts to find a new wife; an announcement by the domineering Aunt Adelaide that she intends to take one of the children away; and the sad and secret longings of their scullery maid Evangeline. As the children's behavior begins to change Nanny McPhee's arresting face and frame appear to change as well creating even more questions about this mysterious stranger whom the children and their father have come to love.
b-1712,Never Been Thawed,4/1/2005,6,Sean Anders,John Morris^Sean Anders^Chuck LeVinus,Mike Gordon^Shelly Frasier^S. Joseph Isham^John Angelo,Comedy,1 hr. 27 min.,R,"and fame Shawn had recently ""converted"" his obscene punk band to Christian rock. Shelly a counselor on an Intercourse Prevention Hotline a devout Christian and proud virgin was smitten by Shawn's ""Christian bad-boy"" image. Al the bass player questions his bands new direction. He belongs to Shawn's club primarily to foster his secret crush on Shelly. Al's prospects are not helped by the fact that he lives with his parents and works as a ""smilist"" at Klown Kutz.Milo the band's manager owns the No Choice Caf - an anti-abortion themed Christian caf located across the street from an abortion clinic. Milo believes Shawn's band is ready for the Christian Big Time and has set up a showcase performance for Holy Trinity Records. Meanwhile Vince the club's wealthiest member has assembled an entre collection that may soon rival Shawn's. Vince's impressive collection makes him a serious threat to Shawn's authority. NBT is a hilarious dark and smart look at the subcultures that can turn each of us into fans followers and serious dorks.© -- Slippery Chicken Pictures"
