ID,Title,Year,Rating,Director,Creators,Cast,Genre,Duration,ContentRating,Summary
a-1159,Elvis and Anabelle,2008,7.4,Will Geiger,Will Geiger,Max Minghella^Blake Lively^Joe Mantegna,Drama^Romance,106 min,PG-13,Groomed by her overly ambitious mother Anabelle is on the road to winning the Miss Texas Rose tiara when she dies tragically during a pageant. Her death lands her on the embalming table of Elvis an embittered young man whose sense of family duty and love for his ailing father keep him from following his dreams. When Anabelle is miraculously resurrected on Elvis' embalming table the two unexpectedly connect and sparks fly. With the help of each other and Elvis' father they discover love freedom and happiness as the real world and their own demons threaten to force them apart.
a-1160,Enchanted,2007-11-21,7.1,Kevin Lima,Bill Kelly,Amy Adams^Susan Sarandon^James Marsden,Animation^Comedy^Family^Fantasy^Musical^Romance,107 min,PG,The beautiful princess Giselle is banished by an evil queen from her magical musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a "happily ever after" basis Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?
a-1161,Epic Movie,2007-01-26,2.3,Jason Friedberg,Jason Friedberg^Aaron Seltzer,Kal Penn^Jennifer Coolidge^Fred Willard,Adventure^Comedy,86 min,PG-13,Four troubled orphans from four separate movie scenarios who are bound together in a wacky chocolate factory after receiving golden tickets to go on an 'epic adventure.' After they escape from the clutches of a very scary Willy Wonka they discover the magical world of 'Gnarnia' through an enchanted wardrobe. There they must seek the help of a randy lion a hoard of mutants from the x academy students of witchcraft and wizardry funky swash-buckling pirates and a mischievous beaver to defeat the evil white bitch!
a-1162,Evan Almighty,2007-06-22,5.4,Tom Shadyac,Steve Oedekerk^Steve Oedekerk,Steve Carell^Morgan Freeman^Lauren Graham,Comedy^Family^Fantasy,96 min,PG,Buffalo newsman Evan Baxter is elected to Congress with the slogan "Change the world." He lucks into a huge house in a new Virginia suburb. His Capitol office is also fantastic but there's a catch: he's tapped by the powerful Congressman Long to co-sponsor a bill to allow development in national parks. In steps God who appears to a disbelieving Evan and gently commands him to build an ark. Tools and wood arrive in Evan's yard animal pairs follow his beard and hair grow wildly nomad's clothes and a staff appear. Long grows impatient Evan starts building his family leaves him reporters gather and drought grips D.C. Still Evan believes. But will he change the world?
a-1163,Evening,2007-06-29,6.6,Lajos Koltai,Susan Minot^Michael Cunningham,Vanessa Redgrave^Toni Collette^Claire Danes,Drama^Romance,117 min,PG-13,The love which binds mother and daughter -- seen through the prism of one mother's life as it crests with optimism navigates a turning point and ebbs to its close. Overcome by the power of memory Ann Lord reveals a long-held secret to her concerned daughters; Constance a content wife and mother and Nina a restless single woman. Both are bedside when Ann calls out for the man she loved more than any other. But who is this "Harris" wonder her daughters and what is he to our mother? While Constance and Nina try to take stock of Ann's life and their own lives their mother is tended to by a night nurse as she journeys in her mind back to a summer weekend some fifty years before when she was Ann Grant a young woman who has come from New York City to be maid of honor at the high-society Newport wedding of her dearest friend from college Lila Wittenborn. The bride-to-be is jittery and turns to her maid of honor rather than her own mother for support. Ann stays close to her friend...
a-1164,The Ex,2007-05-11,5.6,Jesse Peretz,David Guion^Michael Handelman,Zach Braff^Amanda Peet^Charles Grodin,Comedy^Romance,89 min,PG-13,In Manhattan Sofia's an attorney and Tom's a cook who has a hard time holding a job. When their first child is born they agree that she'll be a full-time mom and he'll get a promotion. When he gets fired he takes a job in Ohio working at the ad agency where her father is assistant director. Tom's assigned to report to Chip a competitive hard-driving guy who's in a wheelchair and who's Sofia's ex-boyfriend - from high school. Chip still carries a torch for her so he connives to make Tom's work life miserable. As Tom's frustrations mount it may be that Sofia will take Chip's side. Is Tom doomed to fail yet again?
a-1165,Extreme Movie,2009-07-29,3.8,Adam Jay Epstein,Adam Jay Epstein^Andrew Jacobson,Frankie Muniz^Michael Cera^Ashley Schneider,Comedy,86 min,R,A sketch comedy movie about the joys and embarrassments of teen sex. But mostly the embarrassments.
a-1166,Fantastic 4: Rise of the Silver Surfer,2007-06-15,5.6,Tim Story,Don Payne^Mark Frost,Ioan Gruffudd^Jessica Alba^Chris Evans,Action^Adventure^Fantasy^Sci-Fi^Thriller,92 min,PG,Everything seems to be going great for the Fantastic Four. Reed and Sue are finally getting married and things couldn't seem better. However when the mysterious Silver Surfer crashes things they learn that they will have to deal with an old foe and the powerful planet eating galactus
a-1167,Feel the Noise,2007-10-05,2.7,Alejandro Chomski,Albert Leon,Omarion Grandberry^Giancarlo Esposito^Melonie Diaz,Drama^Music,86 min,PG-13,After a run-in with local thugs aspiring Harlem rapper Rob flees to a place and father he never knew and finds his salvation in Reggaeton a spicy blend of hip-hop reggae and Latin beats. Puerto Rico the spiritual home of Reggaeton inspires Rob and his step-brother Javi to pursue their dream of becoming Reggaeton stars. Together with a dancer named C.C. they learn what it means to stay true to themselves and each other while overcoming obstacles in love greed and pride all culminating in an explosive performance at New York's Puerto Rican Day Parade.
a-1168,Finishing the Game: The Search for a New Bruce Lee,2007-01-21,6.1,Justin Lin,Josh Diamond^Justin Lin,Roger Fan^Dustin Nguyen^Sung Kang,Comedy,84 min,NOT RATED,Bruce Lee's shocking death left legions of stunned fans and a legacy of 12 minutes from his unfinished Game Of Death. Undeterred studio executives launched a search for his replacement chronicled here through the eyes of five aspiring thespians who find out what the real game is.
a-1169,Firehouse Dog,2007-04-04,5.5,Todd Holland,Claire-Dee Lim^Mike Werb,Josh Hutcherson^Bruce Greenwood^Bree Turner,Action^Comedy^Family,111 min,PG,Rexxx Hollywood's top canine star is best known for his extreme athletic abilities and diva-like demeanor. He gets lost and is reluctantly adopted into a shabby firehouse. He teams up with a young kid Shane Fahey who is ditching science class to get the station back on its feet.
a-1170,The Flock,2007-08-04,5.7,Wai-Keung Lau,Craig Mitchell^Hans Bauer,Richard Gere^Claire Danes^KaDee Strickland,Crime^Drama^Mystery^Thriller,96 min,R,The paranoid registrant administrator of the Department of Public Safety Erroll Babbage is forced to an early retirement due to his abusive behavior against the sex offenders that he should monitor and shall spend his last eighteen days training his replacement Allison Lowry. When the seventeen years old Harriet Wells is considered missing in his area of work Errol is convinced that her disappearance is related to one of his parole sex offenders. However his superiors do not believe on his investigations and he convinces Allison to follow him in the sick underworld of pornography and perversions trying to find the missing girl.
a-1171,For the Bible Tells Me So,2007-10-05,7.9,Daniel G. Karslake,Daniel G. Karslake^Helen R. Mendoza,Imogene Robinson^Victor Robinson^Gene Robinson,Documentary,95 min,UNRATED,We meet five Christian families each with a gay or lesbian child. Parents talk about their marriages and church-going their children's childhood and coming out their reactions and changes over time. The stories told by these nine parents and four adult children alternate with talking heads - Protestant and Jewish theologians - and with film clips of fundamentalist preachers and pundits and news clips of people in the street. They discuss scripture and biblical scholarship. A thesis of the film is that much of Christianity's homophobia represents a misreading of scripture a denial of science and an embrace of quack psychology. The families call for love.
a-1172,Fracture,2007-04-20,7.2,Gregory Hoblit,Daniel Pyne^Glenn Gers,Anthony Hopkins^Ryan Gosling^David Strathairn,Crime^Drama^Mystery^Thriller,113 min,R,Wealthy brilliant and meticulous Ted Crawford a structural engineer in Los Angeles shoots his wife and entraps her lover. He signs a confession; at the arraignment he asserts his rights to represent himself and asks the court to move immediately to trial. The prosecutor is Willy Beachum a hotshot who's soon to join a fancy civil-law firm told by everyone it's an open and shut case. Crawford sees Beachum's weakness the hairline fracture of his character: Willy's a winner. The engineer sets in motion a clockwork crime with all the objects moving in ways he predicts.
a-1173,102 Dalmatians,2000-11-22,4.8,Kevin Lima,Dodie Smith^Kristen Buckley,Glenn Close^GÃ©rard Depardieu^Ioan Gruffudd,Adventure^Comedy^Family,100 min,G,After a spot of therapy Cruella De Vil is released from prison a changed woman. Devoted to dogs and good causes she is delighted that Chloe her parole officer has a dalmatian family and connections with a dog charity. But the sound of Big Ben can reverse the treatment so it is only a matter of time before Ms De Vil is back to her incredibly ghastly ways using her new-found connections with Chloe and friends.
a-1174,28 Days,2000-04-14,6.0,Betty Thomas,Susannah Grant,Sandra Bullock^Viggo Mortensen^Dominic West,Comedy^Drama,103 min,PG-13,After getting into a car accident while drunk on the day of her sister's wedding Gwen Cummings is given a choice between prison or a rehab center. She chooses rehab but is extremely resistant to taking part in any of the treatment programs they have to offer refusing to admit that she has an alcohol addiction. After getting to know some of the other patients Gwen gradually begins to re-examine her life and see that she does in fact have a serious problem. The path to recovery will not be easy and success will not be guaranteed or even likely but she is now willing to give it a try.
a-1175,3 Strikes,2000-03-01,3.9,DJ Pooh,DJ Pooh,Brian Hooks^N'Bushe Wright^Faizon Love,Comedy,82 min,R,Brian Hooks plays a character who is just released from jail. And the state adopts a "3 strikes" rule for felons that involves serious penalties. Hooks has 2 strikes and wants to change his life for the better. When a friend picks him up they are pulled over and his friend shoots at police officers and Hooks escapes. Now Hooks a wanted man must clear his name of having nothing to do with the shooting.
a-1176,The 6th Day,2000-11-17,5.9,Roger Spottiswoode,Cormac Wibberley^Marianne Wibberley,Arnold Schwarzenegger^Michael Rapaport^Tony Goldwyn,Action^Mystery^Sci-Fi^Thriller,123 min,PG-13,In the near future cloning is now technically advanced but human cloning is still illegal. Adam Gibson (Schwarzenegger) returns home after working with his friend Hank Morgan (Rapaport) only to find a clone of himself with his family. Before he has chance to find out the truth he is attacked by a group who want him dead. Adam must escape and find out the truth from the creator of the clones Michael Drucker (Goldwyn). Adam knows for sure he couldn't have been cloned but isn't ready for what he's about to hear.
a-1177,Across the Line: The Exodus of Charlie Wright,2010-12-07,5.3,R. Ellis Frazier,R. Ellis Frazier,Aidan Quinn^Andy Garcia^Mario Van Peebles,Crime^Drama,94 min,R,The story centers on Charlie a Los Angeles billionaire financial whiz who goes into self-imposed exile in Tijuana after his empire is revealed to have been a Ponzi scheme. While looking for the woman he abandoned there 25 years before Charlie is pursued by a Mexican gangster a federal agent and thugs sent by a former client looking to retrieve his money.
a-1178,Adventures in Wild California,2001-02-03,6.8,Greg MacGillivray,Mark Krenzien,Troy Hartman^Stephen C. Sillett^Jimmy Smits,Documentary^Short,41 min,NULL,A visit to many of the places and people that give California its reputation as a place of extremes. Among the major segments: Sky surfing in the San Diego area; the movies including a trip down the Oscar ceremony red carpet the shooting of a stagecoach ride and some memories of Walt Disney including a roller coaster ride in Disneyland; some snowboarding and skiing stunts; a trip to the top and then deep inside some giant sequoias; biologists working with otters and bald eagle hatchlings; and a trip to the top of the Golden Gate bridge with the ironworkers who maintain it.
a-1179,The Adventures of Rocky & Bullwinkle,2000-06-30,4.1,Des McAnuff,Jay Ward^Kenneth Lonergan,Robert De Niro^Rene Russo^Piper Perabo,Animation^Adventure^Comedy^Family^Fantasy,92 min,PG,35 years after The Rocky and Bullwinkle Show's cancellation our two TV heroes have been living off the finances of their reruns on TV. To make matters worse Rocky has lost his ability to fly and the trees in Frostbite Falls have all been cut down. Meanwhile over in Pottsylvania home of Rocky and Bullwinkle's arch enemies Fearless Leader Boris and Natasha the Iron Curtain has fallen leading the villains to leave Pottsylvania and dig through a tunnel all the way to the TV of a Hollywood Producer Minnie Mogul. She signs a contract giving her the rights to produce the Rocky and Bullwinkle Movie and accidentally pulls the three villains out of the TV turning them into humans! Now they have an evil plan to hypnotize America using RBTV (Really Bad TeleVision) making everyone's mind mush so he can go on to the TV and get everyone to vote him President of the USA! However new FBI Agent Karen Sympathy has an assignment--get the only ones who could ever defeat the villains- ...
a-1180,All the Pretty Horses,2000-12-25,5.8,Billy Bob Thornton,Cormac McCarthy^Ted Tally,Matt Damon^PenÃ©lope Cruz^Henry Thomas,Drama^Romance^Western,116 min,PG-13,Two young Texas cowboys on the cusp of manhood ride into 1940's Mexico in search of experience. What they find is a country as chaotic as it is beautiful as cruel and unfeeling as it is mysterious where death is a constant capricious companion.
a-1181,Almost Famous,2000-09-22,7.9,Cameron Crowe,Cameron Crowe,Billy Crudup^Patrick Fugit^Kate Hudson,Drama^Music^Romance,122 min,R,William Miller is a 15-year-old kid hired by Rolling Stone magazine to tour with and write about Stillwater an up and coming rock band. This wonderfully witty coming-of-age film follows William as he falls face first to confront life love and lingo.
a-1182,American Psycho,2000-04-14,7.6,Mary Harron,Bret Easton Ellis^Mary Harron,Christian Bale^Justin Theroux^Josh Lucas,Drama^Horror,102 min,R,Patrick Bateman a young well to do man working on wall street at his father's company kills for no reason at all. As his life progresses his hatred for the world becomes more and more intense.
a-1183,Animal Factory,2000-08-01,6.6,Steve Buscemi,Edward Bunker^Edward Bunker,Willem Dafoe^Edward Furlong^Danny Trejo,Crime^Drama,94 min,R,Ron who's young slight and privileged is sentenced to prison on marijuana charges. For whatever reason he brings out paternal feelings in an 18-year prison veteran Earl Copan who takes Ron under his wing. The film explores the nature of that relationship Ron's part in Earl's gang and the way Ron deals with aggressive cons intent on assault and rape. There's casual racism too in the prisoners and the guards a strike called by Black prisoners and the nearly omnipresence of hard drugs. Ron's lawyer is working on getting Ron out quickly Earl has a shot at parole and death seems to be waiting in the next cell. Will prison turn Ron into an animal?
a-1184,The Art of War,2000-08-25,5.7,Christian Duguay,Wayne Beach^Wayne Beach,Wesley Snipes^Anne Archer^Maury Chaykin,Action^Adventure^Crime^Thriller,117 min,R,Shaw is an operative for the United Nations' covert dirty-tricks squad using espionage and quasi-ethical tactics to secure peace and cooperation. When a shipping container full of dead Vietnamese refugees turns up on the docks and China's ambassador is gunned down at a dinner celebrating a new trade agreement with China and the US Shaw is framed for the murder and must evade the FBI and Triad gangsters to find out what is really going on.
a-1185,Bait,2012-09-20,5.2,Kimble Rendall,Shayne Armstrong^Duncan Kennedy,Richard Brancatisano^Xavier Samuel^Chris Betts,Action^Horror^Sci-Fi^Thriller,93 min,R,This movie is about a group of people who get trapped in a Supermarket after a Tsunami hits the coast of Queensland Australia. But they soon find out that they have more to worry about than being in a flooded grocery store there's 12 foot sharks swimming around them and it's hungry.
a-1186,Autumn in New York,2000-08-11,5.5,Joan Chen,Allison Burnett,Richard Gere^Winona Ryder^Anthony LaPaglia,Drama,103 min,PG-13,Forty-eight year old Will Keane is a successful restaurateur and serial womanizer his reputation generally preceding him. When he is introduced to twenty-two year old Charlotte Fielding by Charlotte's grandmother Will's old friend Dolly who he has not seen in years there is a mutual but slow to acknowledge attraction. After their first date Will and Charlotte agree that their relationship will never progress to one of a long term standing but for different reasons: while this is Will's somewhat standard modus operandi Charlotte announces that she has a terminal heart condition. Charlotte's admission makes Will look at this relationship differently he being told by his best friend John that if he is going to continue to date Charlotte that he better treat her well. Their relationship does end up being different than both expect for Charlotte which could mean a change from her current "let me die in peace" attitude to want to fight for her life. And Will's time with Charlotte is...
a-1187,Bamboozled,2000-10-20,6.4,Spike Lee,Spike Lee,Damon Wayans^Savion Glover^Jada Pinkett Smith,Comedy^Drama^Music,135 min,R,Dark biting satire of the television industry focusing on an Ivy-League educated black writer at a major network. Frustrated that his ideas for a "Cosby Show"-esque take on the black family has been rejected by network brass he devises an outlandish scheme: reviving the minstrel show. The hook: instead of white actors in black face the show stars black actors in even blacker face. The show becomes an instant smash but with the success also comes repercussions for all involved.
a-1188,Battlefield Earth,2000-05-12,2.4,Roger Christian,Corey Mandell^J.D. Shapiro,John Travolta^Forest Whitaker^Barry Pepper,Action^Adventure^Sci-Fi,118 min,PG-13,In the year 3000 humanity is no match for the Psychlos a greedy manipulative race on a quest for ultimate profit. Led by the seductive and powerful Terl the Psychlos are stripping Earth of its resources using the broken remnants of humanity as slaves. What is left of the human race has reverted to a primitive state believing the invaders to be demons and technology to be evil. After humanity has all but given up any hope of freeing themselves from alien oppression a young man named Tyler decides to leave his desolate home high in the Rocky Mountains to discover the truth whereupon he is captured and enslaved. It is then that he decides to fight back leading his fellow man in one final struggle for freedom.
a-1189,The Beach,2000-02-11,6.6,Danny Boyle,John Hodge^Alex Garland,Leonardo DiCaprio^Daniel York^Patcharawan Patarakijjanon,Adventure^Drama^Thriller,119 min,R,Garland's novel centers on a young nicotine-addicted traveler named Richard an avid pop-culture buff with a particular love for video games and Vietnam War movies. While at a hotel in Bangkok he finds a map left by his strange whacked-out neighbor who just committed suicide. The map supposedly leads to a legendary island paradise where some other wayward souls have settled.
a-1190,Beat,2000-01-29,5.6,Gary Walkow,Gary Walkow,Courtney Love^Kiefer Sutherland^Lisa Sheridan,Drama,93 min,R,The story of writer William Seward Burroughs and his wife.
a-1191,Beautiful Joe,2000-06-09,5.8,Stephen Metcalfe,Stephen Metcalfe,Sharon Stone^Billy Connolly^Gil Bellows,Comedy^Drama,98 min,R,In the Bronx Joe an Irish good guy gets bad news twice the same day: he has a brain tumor and his wife wants a divorce saying he's dull and lacks adventure. With her father's blessing Joe takes off for adventures in the weeks before risky surgery. In Louisville he's latched onto by Hush a talkative belle with two kids big debts to a nasty bookie and few prospects. Even after she steals his wallet Joe offers temporary help bonds with her kids and faces down the bookie. Soon Hush Joe and the kids are on the run toward Vegas. The bookie's on their tail so are some Bronx bad guys cancer lurks Hush has her gambling jones and the kids want stability. Can this work out?
a-1192,Bedazzled,2000-10-20,5.9,Harold Ramis,Peter Cook^Peter Cook,Brendan Fraser^Elizabeth Hurley^Frances O'Connor,Comedy^Fantasy^Romance,93 min,PG-13,Elliot Richardson a socially awkward IT worker is given seven wishes to get the girl of his dreams when he meets up with a very seductive Satan. The catch: his soul. Some of his wishes include being a 7 foot basketball star a wealthy powerful man and a sensitive caring guy. But as could be expected the Devil must put her own little twist on each his fantasies.
a-1193,Before Night Falls,2001-02-23,7.3,Julian Schnabel,Cunningham O'Keefe^LÃ¡zaro GÃ³mez Carriles,Javier Bardem^Johnny Depp^Olatz LÃ³pez Garmendia,Biography^Drama,133 min,R,Episodic look at the life of Cuban poet and novelist Reinaldo Arenas (1943-1990) from his childhood in Oriente province to his death in New York City. He joins Castro's rebels. By 1964 he is in Havana. He meets the wealthy Pepe an early lover; a love-hate relationship lasts for years. Openly gay behavior is a way to spite the government. His writing and homosexuality get him into trouble: he spends two years in prison writing letters for other inmates and smuggling out a novel. He befriends LÃ¡zaro Gomes Garriles with whom he lives stateless and in poverty in Manhattan after leaving Cuba in the Mariel boat-lift. When asked why he writes he replies cheerfully "Revenge."
a-1194,Best in Show,2000-10-20,7.5,Christopher Guest,Christopher Guest^Eugene Levy,Fred Willard^Eugene Levy^Catherine O'Hara,Comedy,90 min,PG-13,The owners (and handlers) of five show dogs head for the Mayflower Kennel Club Dog Show. A film crew interviews them as they prepare for the trip arrive at Philly's Taft Hotel and compete. From Florida come the Flecks: she keeps running into old lovers. A wordless ancient in a wheelchair and his buxom trophy wife who may have a thing for the dog's handler own the two-time defending best in show a poodle. From the piney woods of N.C. comes a fella who wants to be a ventriloquist. High-strung DINKs feud loudly in front of their Weimaraner. Two outrÃ© gay men from Tribeca round out the profiled owners. The dog show brings out the essence of the humans. Who will be best in show?
a-1195,Big Momma's House,2000-06-02,5.0,Raja Gosnell,Darryl Quarles^Darryl Quarles,Martin Lawrence^Nia Long^Paul Giamatti,Action^Comedy^Crime,99 min,PG-13,FBI agent Malcolm Turner is known best for being a brilliant master of disguise. Malcolm's latest assignment sends him to small-town Georgia where he's assigned to trap a brutal bank robber (and a recent prison escapee) who they suspect will be coming down to visit his ex-girlfriend Sherry and her son. Malcolm sets up a stakeout across from the home of a larger-than-life southern matriarch known as Big Momma who's about to be visited by Sherry. It's a simple plan but there's one big problem: Unbeknownst to Sherry Big Momma has unexpectedly left town. So Malcolm decides to impersonate the cantankerous Southern granny. Using a few tricks of disguise he completely transforms himself into Big Momma even taking on the corpulent septuagenarian's everyday routine-from cooking soul food to delivering babies to "testifying" at the local church. In the mean time Malcolm starts falling for Sherry who may or may not be hiding some stolen cash. Now Malcolm/Big Momma must somehow find a ...
a-1196,The Big Tease,2000-01-28,6.3,Kevin Allen,Sacha Gervasi^Craig Ferguson,Craig Ferguson^Chris Langham^David Rasche,Comedy,86 min,R,Flamboyant Glasgow hairdresser Crawford Mackinzie gets a letter from the World Hairdresser International Federation inviting him to its prestigious annual contest in L.A. Filmmaker Martin Samuels is making a fly-on-the-wall documentary about Crawford; he and the crew go too. After maxing out his credit card at the Century Plaza Hotel Crawford discovers he's been invited to participate in the audience not the contest; he tries every angle imaginable to get in the competition: he phones fellow Scot Sean Connery he gets a union card he asks the reigning champion for help and he connects with Connery's publicist who's having a bad hair day. Will he succeed for the little people?
a-1197,Bless the Child,2000-08-11,5.0,Chuck Russell,Cathy Cash Spellman^Thomas Rickman,Kim Basinger^Jimmy Smits^Rufus Sewell,Crime^Drama^Horror^Thriller,107 min,R,Omens and concepts of good vs. evil have no place in Maggie O'Connor's well-ordered practical universe. Her life revolves around her job as a nurse at a busy New York hospital until one rainy night her sister Jenna abandons her newborn autistic daughter at her home. Maggie takes the baby in and she becomes the daughter she never had. Six years later Jenna suddenly re-appears with a mysterious new husband Eric and abducts Cody. Despite the fact that Maggie has no legal rights to Cody FBI agent John Travis an expert in ritual homicide and occult-related crime takes up her cause when he realizes that Cody shares the same birth date as several other recently missing children. The little girl it soon becomes clear is more than simply "special." She manifests extraordinary powers that the forces of evil have waited centuries to control and her abduction sparks a clash between the soldiers of good and evil that can only be resolved in the end by the strength of one small child...
a-1198,Boiler Room,2000-02-18,7.0,Ben Younger,Ben Younger,Giovanni Ribisi^Vin Diesel^Nia Long,Crime^Drama^Thriller,120 min,R,Seth Davis is a college dropout running an illegal casino from his rented apartment. Driven by his domineering fathers disapproval at his illegitimate existence and his desire for serious wealth Seth suddenly finds himself seduced by the opportunity to interview as a trainee stock broker from recent acquaintance Greg (Nicky Katt). Walking into the offices of JT Marlin a small time brokerage firm on the outskirts of New York - Seth gets an aggressive cameo performance from Jay (Ben Affleck) that sets the tone for a firm clearly placing money above all else. Seth's fractured relationship with his father and flirtatious glances from love interest Abbie (Nia Long) are enough to keep Seth motivated in his new found career. As he begins to excel and develop a love for the hard sale and high commission a few chance encounters leads Seth to question the legitimacy of the firms operations - placing him once again at odds with his father and what remains of his morality. With homages to Wall...
a-1199,Book of Shadows: Blair Witch 2,2000-10-27,4.0,Joe Berlinger,Daniel Myrick^Eduardo SÃ¡nchez,Jeffrey Donovan^Stephen Barker Turner^Erica Leerhsen,Adventure^Horror^Mystery^Thriller,90 min,R,To cash in on all of the "real world" hype of the events in the first film a man from Burkitsville Maryland opens a "Blair Witch Hunt" tour which shows patrons various locations from the original film. A bunch of college students decide to take the tour and wind up in Rustin Parr's house. There they decide to camp for the evening but in the morning they realize they didn't sleep and they don't remember anything that happened the previous night. From there they go back to town and discover that something...or someone has come with them.
a-1200,A Boy Named Sue,2001-09-28,6.2,Julie Wyman,NULL,NULL,Documentary,69 min,NULL,Theo is a female-to-male transsexual. This film follows his six-year process of becoming a man. Among those affected by his change is his girl friend Lisi who has to deal with what this change means to her.
a-1201,Boys and Girls,2000-06-16,5.3,Robert Iscove,Andrew Lowery^Andrew Miller,Freddie Prinze Jr.^Claire Forlani^Brendon Ryan Barrett,Comedy^Drama^Romance,94 min,PG-13,Jennifer and Ryan are students at UC Berkeley acquaintances off and on since early adolescence. She's quick witty ironic literary and independent; he's deliberate literal serious studying structural engineering always working on a plan. They take walks they console each other over break-ups he shares his plans. She's headed for Italy after graduation. Then to their equal surprise they spend a night together. Her response is to skitter away from continued intimacy and want to stay friends; he's hurt by her response so he withdraws. Can it all get sorted out before she leaves town?
a-1202,Bring It On,2000-08-25,5.9,Peyton Reed,Jessica Bendinger,Kirsten Dunst^Eliza Dushku^Jesse Bradford,Comedy^Sport,98 min,PG-13,The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit spunk sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain Torrance the Toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen from the Clovers a hip-hop squad from East Compton by the Toro's former captain. While the Toros scramble to come up with a new routine the Clovers led by squad captain Isis have their own problems - coming up with enough money to cover their travel expenses to the championships. With time running out and the pressure mounting both captains drive their squads to the point of exhaustion: Torrance hell bent on saving the Toros' reputation and Isis more determined than ever to see that the Clovers finally get the recognition that they deserve. But only one team can bring home the title so may the...
a-1203,The Broken Hearts Club: A Romantic Comedy,2000-10-20,7.0,Greg Berlanti,Greg Berlanti,Timothy Olyphant^Dean Cain^Zach Braff,Comedy^Drama^Romance^Sport,94 min,R,In the palm-shaded oasis of West Hollywood we meet Dennis a promising photographer. As he prepares to celebrate his twenty-eighth birthday he laments ' I can't decide if my friends are the best or worst thing that ever happened to me.' The gang includes Benji the punkish innocent with a penchant for gym bodies; Howie the psychology grad student who thinks too much and lives too little; Cole the charismatic actor who accidentally keeps stealing everybody's guy; Patrick the cynical quipster and Taylor resident drama queen who until recently prided himself on his long-term relationship. Providing sage advice and steady work is Jack the beloved patriarch whose restaurant is a haven for them all. When tragedy strikes the group the friendships are put to the test.
a-1204,Brother,2001-01-27,7.2,Takeshi Kitano,Takeshi Kitano,Takeshi Kitano^Claude Maki^Omar Epps,Crime^Drama^Thriller,114 min,R,A Japanese Yakuza gangster is exiled to the United States. Takeshi settles in Los Angeles where his younger half brother lives and finds that although the turf is new the rules are still the same as they try to take over the local drug trade.
a-1205,Cast Away,2000-12-22,7.7,Robert Zemeckis,William Broyles Jr.,Tom Hanks^Helen Hunt^Paul Sanchez,Adventure^Drama,143 min,PG-13,A man is marooned on an island after his plane crashes into the ocean. Far away from home his girlfriend and any human contact he engages in a battle of wits with himself as he is tested mentally physically and emotionally in order to survive.
a-1206,Cecil B. DeMented,2000-09-01,6.2,John Waters,John Waters,Melanie Griffith^Stephen Dorff^Alicia Witt,Comedy^Crime^Thriller,87 min,R,In Baltimore guerrilla filmmaker Cecil B. Demented leads a band of cinema revolutionaries who kidnap Honey Whitlock a bitchy and aging movie star of big-budget froth. Cecil wants her in his movie a screed against Hollywood they film during blitzkrieg attacks on a multiplex a Maryland Film Commission press conference and the set of a "Forrest Gump" sequel. He insists on celibacy; the cast and crew channel sexual energy into the production. With a family-values coalition aggrieved Teamsters and the police on their trail Cecil needs help from porno kung-fu and drive-in audiences. What about Honey? Will she bolt or refuse to act? Or will she hit her marks and light up the screen?
a-1207,The Cell,2000-08-18,6.3,Tarsem Singh,Mark Protosevich,Jennifer Lopez^Vince Vaughn^Vincent D'Onofrio,Horror^Sci-Fi^Thriller,107 min,R,Catharine Deane is a psychotherapist who is part of a revolutionary new treatment which allows her mind to literally enter the mind of her patients. Her experience in this method takes an unexpected turn when an FBI agent comes to ask for a desperate favour. They had just tracked down a notorious serial killer Carl Stargher whose MO is to abduct women one at a time and place them in a secret area where they are kept for about 40 hours until they are slowly drowned. Unfortunately the killer has fallen into an irreversible coma which means he cannot confess where he has taken his latest victim before she dies. Now Catherine Deane must race against time to explore the twisted mind of the killer to get the information she needs but Stargher's damaged personality poses dangers that threaten to overwhelm her.
a-1208,Center Stage,2000-05-12,6.6,Nicholas Hytner,Carol Heikkinen,Amanda Schull^Ethan Stiefel^Sascha Radetsky,Drama^Music^Romance,115 min,PG-13,The education of three young students Jodie Eva and Maureen as they study at the American Ballet Academy. Life isn't what they expected at the esteemed ABA and all three face problems along the road. Jodie doesn't have the "ideal" body for dancing Eva doesn't have the right attitude and Maureen doesn't have the heart. Along the way they learn that love can be found in unlikely places and dancing should be a passion not a duty.
a-1209,Charlie's Angels,2000-11-03,5.5,McG,Ryan Rowe^Ed Solomon,Cameron Diaz^Drew Barrymore^Lucy Liu,Action^Adventure^Comedy^Crime^Thriller,98 min,PG-13,The captivating crime-fighting trio who are the masters of disguise espionage and martial arts. When a devious mastermind embroils them in a plot to destroy individual privacy the Angels aided by their loyal sidekick Bosley set out to bring down the bad guys. But when a terrible secret is revealed it makes the Angels targets for assassination.
