route_type,cco_st,streetwidt,roadway_typ,edit_date,STAIR_ST,st,marg_wharf,feat_type_id,record_st,street_nm,build_stat,borough
Mjr_st,,80,Surface St,,,,,1,,Bement Avenue,Improved,Staten Island
Gen_use,,>75,Surface St,,,,,1,,West 3 Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Seneca Avenue,Improved,Bronx
Gen_use,,60,Surface St,,,,No,1,,108 Avenue,Improved,Queens
Gen_use,,70,Surface St,,,,,1,,Ridgewood Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,24 Road,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,Hovenden Road,Improved,Queens
Gen_use,,100,Surface St,,,,,1,,165 Avenue,Part_improved,Queens
Gen_use,,80,Surface St,,,,,1,,Royce Street,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,East 158 Street,Improved,Bronx
Gen_use,,60,Surface St,,,,,1,,Newkirk Avenue,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,East 134 Street,Improved,Bronx
Mjr_st,,100,Surface St,,,,,1,,Hylan Boulevard,Improved,Staten Island
Gen_use,,60,Surface St,,,,No,1,,135 Street,Improved,Queens
Mjr_st,,80,Surface St,,,,No,1,,Linden Boulevard,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,242 Street,Improved,Queens
Mjr_st,,Unknown,Surface St,,,,,1,,Hamilton Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Edson Avenue,Improved,Bronx
Gen_use,,75,Surface St,,,,,1,,Edgecombe Avenue,Improved,Manhattan
Gen_use,,>91.82,Surface St,,,,,1,,Frankfort Street,Improved,Manhattan
Gen_use,,85,Surface St,,N,,N,1,,Beach 67 Street,Unimproved,Queens
Gen_use,,50,Surface St,,,,,1,,Ocean Terrace,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Henry Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,88 Road,Improved,Queens
Gen_use,,50,Surface St,,,,No,1,,41 Avenue,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,Taft Avenue,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Lee Avenue,Improved,Brooklyn
Gen_use,,50,Surface St,,,,No,1,,159 Street,Improved,Queens
Mjr_st,,100,Surface St,,,,,1,,Forest Avenue,Improved,Staten Island
Mjr_st,,100,Surface St,,,,,1,,86 Street,Improved,Brooklyn
Gen_use,,70,Surface St,,,,No,1,,110 Avenue-Brinkerhoff Avenue,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,South Greenleaf Avenue,Improved,Staten Island
Mjr_st,,80,Surface St,,,,,1,,Flatlands Avenue,Improved,Brooklyn
Mjr_st,,60,Surface St,,,,,1,,37 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Foster Road,Improved,Staten Island
Other,,,Surface St,,N,,N,0,,Emily Road,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,Luten Avenue,Improved,Staten Island
Gen_use,,32,Surface St,,,,,1,,Trinity Place,Improved,Manhattan
Gen_use,,50,Surface St,,,,,1,,Aqueduct Avenue West,Improved,Bronx
Gen_use,,60,Surface St,,,,No,1,,22 Street,Improved,Queens
Mjr_st,,80,Surface St,,,,,1,,Jewett Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Walker Street,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Canterbury Avenue,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Narrows Avenue,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,Sutter Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,104 Street,Improved,Queens
Mjr_st,,133,Surface St,,,,,1,,Canal Street,Improved,Staten Island
Mjr_st,,Unknown,Surface St,,,,,1,,Union Square South,Improved,Manhattan
Gen_use,,80,Surface St,,,,,1,,Riverside Drive South,Improved,Manhattan
Gen_use,,60,Walkway,,Y,,,1,,East 165 Street,Improved,Bronx
Gen_use,,50,Surface St,,,,,1,,Victoria Road,Improved,Staten Island
Gen_use,,60,Surface St,,,,No,1,,179 Place,Improved,Queens
Gen_use,,70,Surface St,,,,,1,,Quincy Street,Improved,Brooklyn
Other,,,Surface St,,,,,0,,Alverson Avenue,Improved,Staten Island
Other,Y,,Surface St,,N,,N,0,,Woodhaven Court,Improved,Queens
Gen_use,,50,Surface St,,,,No,1,,74 Avenue,Improved,Queens
Gen_use,,>80,Surface St,,,,,1,,Bath Avenue,Improved,Brooklyn
Gen_use,,58,Surface St,,,,,1,,St. Marks Place,Improved,Staten Island
Gen_use,,75-90,Surface St,,,,,1,,East 96 Street,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,East 8 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,53 Street,Improved,Brooklyn
Gen_use,,100,Surface St,,,,,1,,Park Lane South,Improved,Queens
Gen_use,,70,Surface St,,,,,1,,Nostrand Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Driggs Avenue,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Avenue S,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Amboy Street,Improved,Brooklyn
Mjr_st,,80,Surface St,,,,,1,,Richmond Road,Improved,Staten Island
Gen_use,,20,Walkway,,Y,,,1,,East 182 Street,Unimproved,Bronx
Gen_use,,60,Surface St,,,,,1,,Shadow Lane,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,East 98 Street,Improved,Brooklyn
Gen_use,,66,Surface St,,,,,1,,Norwood Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Thames Street,Improved,Brooklyn
Gen_use,,71,Surface St,,,,,1,,Cadman Plaza East,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,9 Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Atkins Avenue,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,Suffolk Street,Improved,Manhattan
Gen_use,,50,Surface St,,,,,1,,Drumgoole Road East,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Falcon Avenue,Improved,Staten Island
Gen_use,,Unknown,Surface St,,,,No,1,,164 Avenue,Improved,Queens
Gen_use,,Width Irregular,Surface St,,,Shore Parkway,No,1,,Shore Parkway North,Improved,Queens
Mjr_st,,80,Surface St,,,,,1,,Flatlands Avenue,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Nostrand Avenue,Improved,Brooklyn
Gen_use,N,60,Surface St,,N,,N,1,,Sampson Avenue,Unimproved,Bronx
Gen_use,,80,Surface St,,,,,1,,Mermaid Avenue,Improved,Brooklyn
Gen_use,,100,Surface St,,,,,1,,Mother Gaston Boulevard,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Avenue T,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Hicks Street,Improved,Brooklyn
Gen_use,,82,Surface St,,,,,1,,Chambers Street,Improved,Manhattan
Gen_use,N,100,Surface St,,N,,N,1,,Pennyfield Avenue,Part_improved,Bronx
Gen_use,,60,Surface St,,,,,1,,East 8 Street,Improved,Manhattan
Gen_use,,60,Surface St,,,,,1,,Turf Court,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Prospect Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Conklin Avenue,Improved,Brooklyn
Gen_use,,35,Surface St,,,,,1,,Lincoln Place,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,East 51 Street,Improved,Manhattan
Gen_use,,70,Surface St,,,,,1,,Ralph Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Meserole Avenue,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Clarkson Avenue,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,Pinewood Avenue,Unimproved,Staten Island
Artrl,,100,Surface St,,,,,1,,Father Capodanno Boulevard,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Avenue D,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Parkville Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,93 Road,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,West 150 Street,Improved,Manhattan
Gen_use,,50,Surface St,,,,No,1,,113 Street,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,128 Street,Improved,Queens
Gen_use,,100,Surface St,,,,,1,,East 120 Street,Improved,Manhattan
Gen_use,,80,Surface St,,,,No,1,,193 Street,Improved,Queens
Other,,,Surface St,,,,,0,,Lake Place,Improved,Brooklyn
Gen_use,,49.7-50.4,Surface St,,,,,1,,Crosby Street,Improved,Manhattan
Gen_use,,50,Surface St,,,,,1,,Raymond Place,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Seton Avenue,Improved,Bronx
Gen_use,,80,Surface St,,,,,1,,Avenue I,Improved,Brooklyn
Gen_use,,50,Surface St,,,,No,1,,146 Street,Improved,Queens
Mjr_st,,70,Surface St,,,,,1,,Carlton Avenue,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Livingston Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Morse Avenue,Improved,Staten Island
Gen_use,,100,Surface St,,N,,N,1,,162 Avenue,Unimproved,Queens
Mjr_st,,70,Surface St,,,,,1,,Stuyvesant Avenue,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,Union Street,Improved,Brooklyn
Other,,,Surface St,,,,,0,,Saturn Lane,Improved,Staten Island
Gen_use,,50,Surface St,,,,No,1,,113 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,East 3 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Skillman Avenue,Improved,Brooklyn
Gen_use,,45,Surface St,,,,,1,,Maryland Avenue,Improved,Staten Island
Gen_use,,52,Surface St,,,,,1,,Prospect Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,218 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Ashford Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,51 Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,10 Avenue,Improved,Brooklyn
Gen_use,,50,Surface St,,,,No,1,,116 Road,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Glenmore Avenue,Improved,Brooklyn
Gen_use,Y,60,Surface St,,,,,1,,Gardner Avenue,Improved,Brooklyn
Gen_use,,79,Surface St,,,,No,1,,Farmers Boulevard,Improved,Queens
Gen_use,,~50,Surface St,,,,No,1,,81 Street,Improved,Queens
Gen_use,,70,Surface St,,,,,1,,Dumont Avenue,Improved,Brooklyn
Mjr_st,,Unknown,Surface St,,,,No,1,,College Point Boulevard,Improved,Queens
Mjr_st,,102,Surface St,,,,,1,,4 Avenue,Improved,Manhattan
Gen_use,,50,Surface St,,,,,1,,Dennis Torricelli Senior Street,Improved,Staten Island
Gen_use,,60,Surface St,,,,No,1,,Waltham Street,Improved,Queens
Gen_use,,43,Surface St,,,,,1,,Van Duzer Street,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Vanderbilt Avenue,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Avenue M,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Kennington Street,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,94 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Byrne Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,No,1,,217 Place,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,Claire Court,Improved,Staten Island
Gen_use,,60,Surface St,,,,No,1,,173 Street,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,East 155 Street,Improved,Bronx
Gen_use,,50,Surface St,,,,,1,,Finley Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,No,1,,175 Street,Improved,Queens
Gen_use,,65-65.1,Surface St,,,,,1,,Vandam Street,Improved,Manhattan
Gen_use,,50,Surface St,,,,No,1,,89 Avenue,Improved,Queens
Gen_use,,Unknown,Surface St,,,,,1,,Riverside Drive,Improved,Manhattan
Mjr_st,,100,Surface St,,,,,1,,Westchester Avenue,Improved,Bronx
Gen_use,,80,Surface St,,,,,1,,East 174 Street,Improved,Bronx
Gen_use,,50,Surface St,,,,No,1,,189 Street,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,Hett Avenue,Improved,Staten Island
Gen_use,,66,Surface St,,,,,1,,Ausable Avenue,Improved,Staten Island
Mjr_st,,80,Surface St,,,,,1,,Amboy Road,Improved,Staten Island
Other,,,Surface St,,,,,0,,Alverson Loop,Improved,Staten Island
Gen_use,,50,Surface St,,,,,1,,Bleecker Street,Improved,Manhattan
Other,,,Surface St,,,,,0,,Armand Place,Improved,Bronx
Gen_use,,40,Surface St,,,,,1,,Cloister Place,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Avenue K,Improved,Brooklyn
Mjr_st,,100,Surface St,,,,,1,,Hylan Boulevard,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Milton Avenue,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Heyward Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Dalemere Road,Improved,Staten Island
Mjr_st,,~100,Surface St,,,,No,1,,Metropolitan Avenue,Improved,Queens
Gen_use,,34,Surface St,,,,,1,,Dover Street,Improved,Manhattan
Gen_use,,80,Surface St,,,,,1,,Everton Avenue,Improved,Staten Island
Gen_use,,40,Surface St,,,,,1,,Aqueduct Avenue East,Improved,Bronx
Other,Y,,Surface St,,N,,N,0,True,164 Drive,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,11 Street,Improved,Brooklyn
Gen_use,,66,Surface St,,,,No,1,,Forest Avenue,Improved,Queens
Gen_use,,50,Surface St,,,,No,1,,133 Road,Improved,Queens
Gen_use,,30,Surface St,,,,,1,,104 Street,Improved,Queens
Gen_use,,50,Surface St,,,,No,1,,180 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Albemarle Road,Improved,Brooklyn
Gen_use,,>80,Surface St,,,,,1,,Water Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Fenton Avenue,Improved,Bronx
Gen_use,,40,Surface St,,,,,1,,Plymouth Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,123 Avenue,Improved,Queens
Mjr_st,,60,Surface St,,,,,1,,Van Cortlandt Park South,Improved,Bronx
Gen_use,,80,Surface St,,,,,1,,Oakdale Street,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Oak Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,19 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,Ingram Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Evergreen Avenue,Improved,Bronx
Mjr_st,,80,Surface St,,,,,1,,Arthur Kill Road,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Marcus Garvey Boulevard,Improved,Brooklyn
Mjr_st,,100,Surface St,,,,,1,,Bay Parkway,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,Loring Avenue,Improved,Brooklyn
Gen_use,,65,Surface St,,,,,1,,Rector Place,Improved,Manhattan
Artrl,,100,Surface St,,,,,1,,Boston Road,Improved,Bronx
Gen_use,,50,Surface St,,,,,1,,Van Cortlandt Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Cary Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Randall Avenue,Improved,Staten Island
Gen_use,,50,Surface St,,,,,1,,Crescent Avenue,Improved,Staten Island
Mjr_st,,100,Surface St,,,,No,1,,31 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,12 Street,Improved,Brooklyn
Mjr_st,,70,Surface St,,,,,1,,Franklin Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Nugent Street,Improved,Staten Island
Gen_use,,40,Surface St,,N,,N,1,,195 Avenue,Unimproved,Queens
Gen_use,,50,Surface St,,,,No,1,,73 Place,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Harman Street,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,Gulf Avenue,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Clarkson Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Monroe Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Porter Avenue,Improved,Brooklyn
Gen_use,,65.8-66.2,Surface St,,,,,1,,Greenwich Street,Improved,Manhattan
Gen_use,,80,Surface St,,,,,1,,Mill Road,Improved,Staten Island
Gen_use,,50,Surface St,,,,,1,,86 Road,Improved,Queens
Other,N,30,Surface St,,N,,N,0,,Woodside Avenue,Improved,Staten Island
Artrl,,210,Surface St,,,,,1,,Ocean Parkway,Improved,Brooklyn
Gen_use,,100,Surface St,,,,,1,,Lafayette Avenue,Improved,Bronx
Gen_use,,50,Surface St,,,,No,1,,68 Street,Improved,Queens
Gen_use,,>75,Surface St,,,,,1,,West 16 Street,Improved,Brooklyn
Gen_use,,70,Surface St,,,,No,1,,34 Avenue,Improved,Queens
Gen_use,,50,Surface St,,,,No,1,,88 Road,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Bedell Avenue,Improved,Staten Island
Gen_use,,55,Surface St,,,,,1,,Jersey Street,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Genesee Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,East 23 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,East 38 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,73 Place,Improved,Queens
Gen_use,,50,Surface St,,,,No,1,,104 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,26 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Williams Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,37 Street,Improved,Queens
Mjr_st,,80,Surface St,,,,,1,,Cropsey Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Nugent Avenue,Unimproved,Staten Island
Mjr_st,,100,Surface St,,,,,1,,Ralph Avenue,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,60 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,165 Street,Improved,Queens
Gen_use,N,70,Surface St,,N,,N,1,,33 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Herzl Street,Improved,Brooklyn
Gen_use,,90,Surface St,,,,,1,,East 76 Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Cliffwood Avenue,Part_improved,Staten Island
Gen_use,,54,Surface St,,,,,1,,West 11 Street,Improved,Manhattan
Gen_use,,90,Surface St,,,,,1,,Watkins Street,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Bryant Street,Improved,Brooklyn
Other,Y,60,Surface St,,,,,0,True,Thornycroft Avenue,Improved,Staten Island
Gen_use,,80,Surface St,,,,,1,,Givan Avenue,Improved,Bronx
Gen_use,,50-100,Surface St,,,,,1,,East 5 Street,Improved,Manhattan
Gen_use,,50,Surface St,,,,No,1,,Meyer Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Ward Avenue,Improved,Bronx
Gen_use,,50,Surface St,,,,,1,,Greenleaf Avenue,Improved,Staten Island
Other,,,Surface St,,,,,0,,Landing Way,Improved,Bronx
Gen_use,,60,Surface St,,,,,1,,Radigan Avenue,Unimproved,Staten Island
Gen_use,,60,Surface St,,,,,1,,61 Street,Improved,Brooklyn
Gen_use,,98,Surface St,,,,,1,,Shore Front Parkway,Part_improved,Queens
Gen_use,,80,Surface St,,,,,1,,Ditmas Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,50 Street,Improved,Brooklyn
Gen_use,,50,Surface St,,,,No,1,,161 Street,Improved,Queens
Gen_use,,100,Surface St,,,,,1,,Avenue Of The Americas,Improved,Manhattan
Gen_use,,50,Surface St,,,,,1,,Parish Avenue,Improved,Staten Island
Mjr_st,,100,Surface St,,,,,1,,Coney Island Avenue,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,Schroeders Avenue,Improved,Brooklyn
Mjr_st,,80,Surface St,,,,No,1,,71 Avenue,Improved,Queens
Gen_use,,40,Surface St,,,,No,1,,103 Avenue,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,Ditmas Avenue,Improved,Brooklyn
Other,Y,,Surface St,,N,,N,0,True,Shore Road,Improved,Queens
Gen_use,,50,Surface St,,,,No,1,,131 Street,Improved,Queens
Gen_use,,53,Surface St,,,,,1,,Franklin Street,Improved,Manhattan
Gen_use,,40,Surface St,,,,No,1,,Edsall Avenue,Improved,Queens
Gen_use,,70,Surface St,,,,,1,,Sterling Place,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Bay Ridge Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Thomas Street,Improved,Staten Island
Gen_use,,50,Surface St,,,,,1,,Rustic Place,Improved,Staten Island
Other,,,Surface St,,,,,0,,Betty Court,Improved,Staten Island
Gen_use,,50,Surface St,,,,,1,,Willowbrook Road,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Henry Street,Improved,Manhattan
Gen_use,,60,Surface St,,,,,1,,Huntington Avenue,Improved,Bronx
Gen_use,,60,Surface St,,,,,1,,62 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,209 Street,Improved,Queens
Gen_use,,80,Surface St,,,,No,1,,115 Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,112 Road,Improved,Queens
Other,,,Surface St,,,,,0,,Nolans Lane,Improved,Brooklyn
Gen_use,,Width Irregular,Surface St,,,,,1,,Tompkins Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Old Mill Road,Improved,Staten Island
Gen_use,,80,Surface St,,,,No,1,,212 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Stratford Road,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,Muller Avenue,Improved,Staten Island
Gen_use,,50,Surface St,,,,,1,,Drake Park South,Improved,Bronx
Mjr_st,,80,Surface St,,,,No,1,,Linden Boulevard,Improved,Queens
Gen_use,,Unknown,Surface St,,,,No,1,,49 Place,Improved,Queens
Mjr_st,,100,Surface St,,,,,1,,Hylan Boulevard,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,East 176 Street,Improved,Bronx
Gen_use,,80,Surface St,,,,No,1,,115 Road,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,199 Street,Improved,Queens
Gen_use,,50,Surface St,,,,,1,,Jefferson Street,Improved,Brooklyn
Gen_use,,100,Surface St,,,,No,1,,Shore Front Parkway,Improved,Queens
Gen_use,,Unknown,Surface St,,,,No,1,,North Drive,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,89 Street,Improved,Brooklyn
Other,,,Surface St,,,,,0,True,Walsh Street,Unimproved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Frost Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,East 74 Street,Improved,Manhattan
Gen_use,,70,Surface St,,,,,1,,Prospect Place,Improved,Brooklyn
Gen_use,,80,Surface St,,,,,1,,Schurz Avenue,Improved,Bronx
Gen_use,,50,Surface St,,,,,1,,Spruce Street,Improved,Manhattan
Gen_use,,60,Surface St,,,,,1,,Ada Drive,Improved,Staten Island
Mjr_st,,100,Surface St,,,,No,1,,College Point Boulevard,Improved,Queens
Mjr_st,,100,Surface St,,,,No,1,,Jamaica Avenue,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Tiemann Avenue,Improved,Bronx
Gen_use,,60,Surface St,,,,,1,,East 140 Street,Improved,Bronx
Gen_use,,>50,Surface St,,,,,1,,Eastchester Place,Improved,Bronx
Mjr_st,,80,Surface St,,,,,1,,Flatlands Avenue,Improved,Brooklyn
Mjr_st,,80,Surface St,,,,,1,,Nelson Avenue,Improved,Staten Island
Gen_use,,50,Surface St,,N,,N,1,,131 Road,Unimproved,Queens
Gen_use,,>110,Surface St,,,,,1,,Highland Boulevard,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,27 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Berriman Street,Improved,Brooklyn
Mjr_st,,70,Surface St,,,,,1,,Myrtle Avenue,Improved,Brooklyn
Other,,,Surface St,,,,,0,,Sea Breeze Lane,Improved,Staten Island
Gen_use,,150,Surface St,,,,,1,,Adam Clayton Powell Jr. Boulevard,Improved,Manhattan
Gen_use,,40,Surface St,,,,,1,,Milton Avenue,Improved,Staten Island
Mjr_st,,80,Surface St,,,,No,1,,New York Boulevard,Improved,Queens
Other,Y,,Surface St,,N,,N,0,True,Forest Road,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,East 23 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,N,,N,1,,Bedell Street,Unimproved,Queens
Gen_use,,70,Surface St,,,,No,1,,177 Street,Improved,Queens
Mjr_st,,70,Surface St,,,,,1,,Utica Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,98 Street,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,84 Place,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,64 Street,Improved,Queens
Artrl,,>307,Surface St,,,,,1,,Leif Ericson Drive,Improved,Brooklyn
Artrl,,150,Surface St,,,,No,1,,Woodhaven Boulevard,Improved,Queens
Gen_use,,60,Surface St,,,,No,1,,214 Place,Improved,Queens
Gen_use,,55,Surface St,,,,,1,,Bancroft Pl.,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Downes Avenue,Improved,Staten Island
Mjr_st,,60,Surface St,,,,,1,,Berry Street,Improved,Brooklyn
Other,N,50,Surface St,,,,,1,,Beach 207 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Woodstock Avenue,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Gates Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Warren Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,,1,,Tarrytown Avenue,Improved,Staten Island
Gen_use,,60,Surface St,,,,,1,,Brighton 1 Street,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,228 Street,Improved,Queens
Gen_use,,Unknown,Surface St,,,,No,1,,77 Street,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Fenton Avenue,Unimproved,Bronx
Gen_use,,60,Surface St,,,,,1,,Latham Place,Improved,Staten Island
Gen_use,,60,Surface St,,,,No,1,,9 Avenue,Improved,Queens
Artrl,,210,Surface St,,,,,1,,Eastern Parkway,Improved,Brooklyn
Artrl,,Unknown,Surface St,,,,No,1,,Grand Central Parkway,Improved,Queens
Gen_use,,60,Surface St,,,,,1,,Hallister Street,Improved,Staten Island
Gen_use,,>100,Surface St,,,,,1,,Strickland Avenue,Improved,Brooklyn
Gen_use,,70,Surface St,,,,,1,,Schenectady Avenue,Improved,Brooklyn
Gen_use,Y,50,Surface St,,N,,N,1,,Beech Court Circle,Improved,Queens
Gen_use,,80,Surface St,,,,,1,,13 Avenue,Improved,Brooklyn
Gen_use,,60,Surface St,,,,No,1,,204 Street,Improved,Queens
Gen_use,,~80,Surface St,,,,No,1,,Farmers Boulevard,Improved,Queens
Gen_use,,47,Surface St,,,,,1,,South Gannon Avenue,Improved,Staten Island
Gen_use,,70,Surface St,,,,,1,,Rockaway Avenue,Improved,Brooklyn
Gen_use,,50,Surface St,,,,,1,,Marlborough Court,Improved,Brooklyn
