gispropnum,regulation_soccer,t_ball,field_lighted,volleyball,wheelchairfootball,field_number,accessible,adult_football,borough,track_and_field,maintenanceagreement,the_geom,system,ll_baseb_13andolder,surface_type,lacrosse,precinct,ll_baseb_12andunder,cricket,flagfootball,councildistrict,hockey,stlength,pickleball
B111A,False,False,False,False,False,,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98587284103846, 40.67336550356189], [-73.98580320351634, 40.673331712166785], [-73.98573134766438, 40.67341755568352], [-73.98580098760542, 40.67345134622155], [-73.98587284103846, 40.67336550356189]]]]}",B111A-HANDBALL-13,False,,False,78.0,False,False,,39.0,False,119.9863652456487,
Q395,False,False,False,False,False,01,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90377061484998, 40.77664471841228], [-73.90370305905688, 40.77659749543181], [-73.90362557438193, 40.7766614816284], [-73.90369313136961, 40.776708704654865], [-73.90377061484998, 40.77664471841228]]]]}",Q395-HANDBALL-1,False,Asphalt,False,114.0,False,False,False,22.0,False,114.20877909770522,
B266,False,False,False,False,False,02,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95793996594287, 40.69174253529414], [-73.95796048941828, 40.69185017122167], [-73.95811096244435, 40.69183442928947], [-73.95809337851382, 40.691725143818495], [-73.95793996594287, 40.69174253529414]]]]}",B266-BASKETBALL-3,False,Asphalt,False,79.0,False,False,,35.0,False,164.87276075951675,
Q205A,False,False,False,False,False,01,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90294580561206, 40.738827571207445], [-73.90290070737157, 40.73894595268806], [-73.90301453878779, 40.73897134747639], [-73.90305886695677, 40.738851576720286], [-73.90294580561206, 40.738827571207445]]]]}",Q205A-HANDBALL-4,False,Asphalt,False,108.0,False,False,False,26.0,False,155.63963314527615,
Q162E,False,False,False,False,False,01,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.78890559821058, 40.58891083443611], [-73.78875292083234, 40.58895582418086], [-73.78880016056979, 40.589039779692946], [-73.78894838500557, 40.58899584072499], [-73.78890559821058, 40.58891083443611]]]]}",Q162E-HANDBALL-1,False,Concrete,False,101.0,False,False,False,31.0,False,156.0877170825082,
X166,False,False,False,False,False,02,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90176903654357, 40.82564517259233], [-73.90170604966411, 40.82562288747591], [-73.90164008603165, 40.825606302627016], [-73.90157203438937, 40.8255956412217], [-73.90150281441683, 40.82559104722076], [-73.90143336013733, 40.825592583554666], [-73.90136460925551, 40.825600228512684], [-73.90129748892925, 40.82561387843214], [-73.90123290628203, 40.82563335129204], [-73.90117173300105, 40.825658381296925], [-73.90111479464784, 40.825688633274986], [-73.90106285881261, 40.82572369726494], [-73.90101662798432, 40.82576310021551], [-73.90097672531896, 40.82580631047554], [-73.90094368988673, 40.82585274499306], [-73.90091796836285, 40.825901776512076], [-73.90089990552826, 40.82595274346925], [-73.90151988936671, 40.826098260744565], [-73.90159038199859, 40.82607390937941], [-73.90176903654357, 40.82564517259233]]]]}",X166-BASEBALL-2,False,Synthetic,False,42.0,True,False,False,16.0,False,672.5469087883604,
Q361,False,False,False,False,False,03,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88266769732851, 40.741912130994365], [-73.88255937255818, 40.74192384335218], [-73.88258297551246, 40.742041033388816], [-73.88269130046919, 40.74202932100897], [-73.88266769732851, 40.741912130994365]]]]}",Q361-HANDBALL-1,False,Asphalt,False,110.0,False,False,False,25.0,False,147.0268007964578,
B166C,False,False,False,False,False,02,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99130829836211, 40.5818387525257], [-73.9912801059576, 40.58177672951187], [-73.99074769322802, 40.58155930501527], [-73.99068488872558, 40.581574156783006], [-73.9906252711511, 40.581595307940816], [-73.99056992126934, 40.58162237495923], [-73.99051984309271, 40.58165486624114], [-73.99047594616356, 40.581692193826775], [-73.99043902429365, 40.58173367879421], [-73.99040974965536, 40.58177857106989], [-73.99038865033911, 40.5818260548292], [-73.9903761115304, 40.58187526920811], [-73.99037235897059, 40.5819253227097], [-73.99037746249668, 40.58197530581164], [-73.99039132776868, 40.58202431347837], [-73.99041370453388, 40.58207145596833], [-73.99044418544153, 40.58211587864565], [-73.99048222021256, 40.582156776389986], [-73.9905271168183, 40.582193406204695], [-73.99057806155632, 40.58222510432906], [-73.9906341308603, 40.58225129614553], [-73.99069430783466, 40.58227150698828], [-73.99075750115249, 40.582285369349385], [-73.99082256513461, 40.582292632786796], [-73.99088831746795, 40.582293163926046], [-73.99095356873435, 40.58228695546815], [-73.99101713304366, 40.58227411808561], [-73.99130829836211, 40.5818387525257]]]]}",B166C-ZN02-BASEBALL-3,True,Natural,False,60.0,True,False,False,47.0,False,808.0946370298091,
M158,False,False,False,False,False,01,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96993512768886, 40.74815389213321], [-73.9697475322488, 40.748079433280814], [-73.96974025534841, 40.74808116214232], [-73.96968847978692, 40.748103916028455], [-73.96965209578248, 40.74814000594285], [-73.9696366413822, 40.74818393847072], [-73.96964447005607, 40.748229024379775], [-73.96967389668124, 40.748267971822386], [-73.96972050587584, 40.74829556388937], [-73.969777373843, 40.74830770053958], [-73.96983605417455, 40.74830258123526], [-73.96994073658823, 40.748169748810824], [-73.96993512768886, 40.74815389213321]]]]}",M158-BASEBALL-1,False,Asphalt,False,17.0,False,False,False,4.0,False,254.8869875069836,
Q413,False,False,False,False,False,07,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.77373081199539, 40.675003518888545], [-73.77377069407726, 40.674913205130046], [-73.77359884463324, 40.67486698840854], [-73.77355836349025, 40.674956714692186], [-73.77373081199539, 40.675003518888545]]]]}",Q413-HANDBALL-7,False,Asphalt,False,113.0,False,False,False,28.0,False,170.61654509790003,
Q305,False,False,False,False,False,04,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89108312925211, 40.70614996943286], [-73.89118817121641, 40.70616204558765], [-73.89120959641427, 40.70606495912003], [-73.89110285469303, 40.70605255719206], [-73.89108312925211, 40.70614996943286]]]]}",Q305-BASKETBALL-5,False,Asphalt,False,104.0,False,False,False,30.0,False,131.16753266064126,
M208D,False,False,False,False,False,01,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.934440299857, 40.80721639396214], [-73.93451935036632, 40.807321966492324], [-73.9346040474388, 40.80728603785774], [-73.93452506930376, 40.8071814937953], [-73.934440299857, 40.80721639396214]]]]}",M208D-HANDBALL-3,False,Asphalt,False,25.0,False,False,False,9.0,False,141.7158766699188,
B270,False,False,False,False,False,01,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90169385050876, 40.65699524007774], [-73.9016367887583, 40.65677071302365], [-73.90146435958391, 40.65679516937467], [-73.90152310877056, 40.65702087043252], [-73.90169385050876, 40.65699524007774]]]]}",B270-BASKETBALL-1,False,Asphalt,False,73.0,False,False,False,42.0,False,264.09917341870045,
B245,False,False,True,False,False,12,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93375842812388, 40.67395795515046], [-73.93365957467324, 40.67395315878096], [-73.93364802336487, 40.67407375812768], [-73.93374687817348, 40.67407855720924], [-73.93375842812388, 40.67395795515046]]]]}",B245-HANDBALL-8,False,Asphalt,False,77.0,False,False,False,36.0,False,143.06327717247945,
Q004,False,False,False,False,False,01,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92395145636138, 40.77531061864721], [-73.92381539942167, 40.775127434907766], [-73.92370667158815, 40.775174104477074], [-73.9238427271395, 40.77535728834281], [-73.92395145636138, 40.77531061864721]]]]}",Q004-ZN04-TENNIS-4,False,Asphalt,False,114.0,False,False,False,22.0,False,222.4533655007897,
R129,False,False,False,False,False,02,False,False,R,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.14020688482611, 40.5920310138982], [-74.14009086020486, 40.59198916937035], [-74.13997109567427, 40.59218287396995], [-74.14008719943624, 40.59222459064741], [-74.14020688482611, 40.5920310138982]]]]}",R129-01-TENNIS-1,False,Hard Top,False,122.0,False,False,False,50.0,False,227.2786897584693,
M066,False,False,False,False,False,01,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00203809461976, 40.7419193006633], [-74.002147267873, 40.74177813700141], [-74.00202705656739, 40.74172533254756], [-74.00191971238725, 40.741867280407654], [-74.00203809461976, 40.7419193006633]]]]}",M066-BASKETBALL-1,False,Asphalt,False,10.0,False,False,False,3.0,False,195.682342400192,
B021,False,False,False,False,False,,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97990308058583, 40.6977107161507], [-73.9798988783888, 40.697811272030876], [-73.98006450579109, 40.697814452631846], [-73.98006870805513, 40.6977128377432], [-73.97990308058583, 40.6977107161507]]]]}",B021-BASKETBALL-3,False,,False,88.0,False,False,,35.0,False,165.5684903347822,
M190,False,False,False,False,False,03,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95584173163894, 40.81463362543086], [-73.9557432540255, 40.814682806145505], [-73.95582321925212, 40.81477451912808], [-73.95592296667137, 40.81472485616482], [-73.95584173163894, 40.81463362543086]]]]}",M190-HANDBALL-3,False,Asphalt,False,26.0,False,False,False,7.0,False,145.84275760821555,
B166B,False,False,False,False,False,04,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95712489620857, 40.58636514181785], [-73.95715247091815, 40.58651134399776], [-73.95725966253579, 40.58650102159625], [-73.9572315622563, 40.586354357277756], [-73.95712489620857, 40.58636514181785]]]]}",B166B-HANDBALL-6,False,Asphalt,False,61.0,False,False,False,48.0,False,167.70908763318587,
X010A,False,False,False,False,False,01,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89602058631854, 40.84437333748309], [-73.89594430784177, 40.844348608692194], [-73.89585366947804, 40.84437771367793], [-73.89563341573403, 40.84486671291532], [-73.8956686375182, 40.844913502882754], [-73.89629828528778, 40.84507551286548], [-73.89631149898433, 40.84507681064809], [-73.89632481939351, 40.84507659299526], [-73.89633794768383, 40.84507486594183], [-73.89635058734503, 40.8450716679427], [-73.89636245723044, 40.8450670707848], [-73.89637328800235, 40.845061177783165], [-73.89638283636462, 40.845054121992426], [-73.89640598523992, 40.844994901145306], [-73.89642026562176, 40.844934084760425], [-73.89642549728687, 40.844872438098406], [-73.89642161621026, 40.84481073372595], [-73.89640866864441, 40.844749745207324], [-73.8963868206137, 40.844690240809186], [-73.896356343713, 40.84463296457793], [-73.89631762103392, 40.84457863724555], [-73.89627113888682, 40.84452794091456], [-73.89621748088379, 40.84448151094832], [-73.89615732083323, 40.84443992966224], [-73.89609141326153, 40.84440372091237], [-73.89602058631854, 40.84437333748309]]]]}",X010A-BASEBALL-2,False,Natural,False,48.0,True,False,False,15.0,False,760.4387856310561,
M216,False,True,True,False,False,01,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93610271869089, 40.8288677417246], [-73.93609279098874, 40.82883467814537], [-73.93576279575996, 40.828691778922895], [-73.93571096836078, 40.82870472347639], [-73.93566329865187, 40.828724878790155], [-73.93562150512551, 40.82875151642756], [-73.93558709667096, 40.82878367640936], [-73.93556131445514, 40.828820198697294], [-73.93554508920337, 40.82885976459189], [-73.93553900439788, 40.82890094713836], [-73.93554328200125, 40.828942260645306], [-73.93555839765865, 40.82898346134321], [-73.93558380413867, 40.829021630417365], [-73.93561852601337, 40.829055300409884], [-73.93566122846657, 40.829083179257694], [-73.93571027059805, 40.82910419444804], [-73.935763767028, 40.82911753717863], [-73.93581966373797, 40.829122697520496], [-73.93587581156625, 40.829119474365235], [-73.9359184399226, 40.82911119729637], [-73.93610271869089, 40.8288677417246]]]]}",M216-BASEBALL-1,False,Natural,False,32.0,True,False,False,9.0,False,477.4208130835351,
B058,False,False,False,False,False,02,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94943865662177, 40.721159656232324], [-73.94927792512314, 40.72117470329199], [-73.94928744969987, 40.721250652875725], [-73.94944939011116, 40.721238354689284], [-73.94943865662177, 40.721159656232324]]]]}",B058-01-BASKETBALL-1,False,Asphalt,False,94.0,False,False,False,33.0,False,146.62400217756618,
M105,False,False,False,False,False,,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99154651641477, 40.7220831863843], [-73.9914460804071, 40.72205313526874], [-73.99136794123677, 40.72220628898749], [-73.99146880594917, 40.72223601421798], [-73.99154651641477, 40.7220831863843]]]]}",M105-02-VOLLEYBALL-2,False,Asphalt,False,5.0,False,False,,1.0,False,179.45417926218346,
Q398,False,False,False,False,False,04,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90427488694432, 40.70466411099491], [-73.90415407158578, 40.70459525545946], [-73.90400278197383, 40.704743228501926], [-73.90412223604044, 40.704814150636594], [-73.90427488694432, 40.70466411099491]]]]}",Q398-BASKETBALL-4,False,Asphalt,False,104.0,False,False,False,30.0,False,221.29804642239765,
,False,False,False,False,False,,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97172494391374, 40.66452616670226], [-73.97175009731104, 40.664490435902174], [-73.97176728826213, 40.66445206553102], [-73.97177605986802, 40.66441207846641], [-73.9717761763591, 40.66437153726139], [-73.97176763729463, 40.6643315207341], [-73.97175066692962, 40.6642930942483], [-73.97172572013892, 40.664257279097214], [-73.97169345877373, 40.66422502908524], [-73.97165474102943, 40.664197201708866], [-73.97161059780225, 40.664174537440374], [-73.97156220313315, 40.664157639909526], [-73.97151084465158, 40.664146957887], [-73.97145788810404, 40.66414277537024], [-73.97140474424627, 40.66414520437173], [-73.9713528262744, 40.66415418040601], [-73.9713035143493, 40.66416946338122], [-73.97125812129896, 40.664190648396485], [-73.97121785477526, 40.66421717023437], [-73.97087884035906, 40.66457484013771], [-73.97085718834597, 40.66461273647476], [-73.97084406181793, 40.66465283582981], [-73.97083982196052, 40.6646940369663], [-73.97084458518037, 40.66473520436398], [-73.97085821953834, 40.66477520603957], [-73.97088035064863, 40.664812940564126], [-73.97091036994028, 40.664847370384365], [-73.97094745001843, 40.66487754704184], [-73.9709905718502, 40.66490264089754], [-73.97103854840701, 40.66492196185058], [-73.9710900589535, 40.66493497645756], [-73.97114368688229, 40.66494132865467], [-73.97119795519279, 40.6649408424684], [-73.97125137142802, 40.66493353103273], [-73.97130246552011, 40.664919595697654], [-73.97134983118544, 40.6648994215369], [-73.97139216495867, 40.66487356114767], [-73.97172494391374, 40.66452616670226]]]]}",B073-ZN14-CRICKET-1,False,Natural,False,78.0,False,False,False,39.0,False,839.1930618866684,
B396,False,False,False,False,False,02,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90584921192925, 40.66240667610039], [-73.9057923825894, 40.66218275750231], [-73.90561571831063, 40.66221123110671], [-73.90567187802392, 40.662434125355155], [-73.90584921192925, 40.66240667610039]]]]}",B396-BASKETBALL-1,False,Asphalt,False,73.0,False,False,False,42.0,False,266.081552811421,
Q366,False,False,False,False,False,02,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89253452416567, 40.76320430305518], [-73.8924378347063, 40.76320864150592], [-73.89244468475512, 40.7632945596716], [-73.89254254115919, 40.763289336206704], [-73.89253452416567, 40.76320430305518]]]]}",Q366-BASKETBALL-2,False,Asphalt,False,115.0,False,False,False,25.0,False,116.42613285718014,
X039,False,False,False,False,False,14,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.79238242055067, 40.869132314785766], [-73.79231565364516, 40.86908483060347], [-73.792204160819, 40.86917112116036], [-73.79227092129818, 40.86922066481813], [-73.79238242055067, 40.869132314785766]]]]}",X039-ZN17-HANDBALL-18,False,Asphalt,False,45.0,False,False,False,13.0,False,139.74084084763712,
M171,False,False,False,False,False,02,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9862609900476, 40.711416640681065], [-73.98624492992552, 40.71131884149304], [-73.98615399317617, 40.711327253068525], [-73.98617028858031, 40.711425471935456], [-73.9862609900476, 40.711416640681065]]]]}",M171-BASKETBALL-1,False,Asphalt,False,7.0,False,False,False,1.0,False,122.72325496344504,
X010,False,False,False,False,False,16,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89045684729874, 40.83803210865815], [-73.89066648160744, 40.838035548447465], [-73.89066842629258, 40.83795174579449], [-73.89045952750568, 40.83794749986411], [-73.89045684729874, 40.83803210865815]]]]}",X010-05-HANDBALL-2,False,Concrete,False,42.0,False,False,False,15.0,False,177.21744941929322,
R071,False,False,False,False,False,02B,False,False,R,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.15188928192934, 40.54705116726004], [-74.15182305357246, 40.546984939065716], [-74.1516999073149, 40.54705345998885], [-74.1517667575469, 40.547119600080705], [-74.15188928192934, 40.54705116726004]]]]}",R071-BASKETBALL-6,False,Asphalt,False,122.0,False,False,False,51.0,False,145.33921302729053,
M069,False,False,False,False,False,01,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00279831439315, 40.725105203563], [-74.00269919247688, 40.725055436592214], [-74.00264236642828, 40.725124311547965], [-74.00274016737382, 40.725172570245874], [-74.00279831439315, 40.725105203563]]]]}",M069-BASKETBALL-2,False,Asphalt,False,1.0,False,False,False,3.0,False,124.2181372033243,
Q344,False,False,False,False,False,02,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.80620159165572, 40.731243945826506], [-73.80609964083474, 40.73124090157093], [-73.80609308202506, 40.73133185920116], [-73.80619503416864, 40.73133490346449], [-73.80620159165572, 40.731243945826506]]]]}",Q344-BASKETBALL-2,False,Asphalt,False,107.0,False,False,False,24.0,False,122.9324026467024,
Q305,False,False,False,False,False,01,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89082499710817, 40.706686109487286], [-73.89092443913385, 40.70669818867438], [-73.89093859037708, 40.70663543369458], [-73.89083787452176, 40.706623030027686], [-73.89082499710817, 40.706686109487286]]]]}",Q305-BASKETBALL-3,False,Asphalt,False,104.0,False,False,False,30.0,False,102.66186537126646,
Q163,False,False,False,False,False,05,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.80366057725323, 40.586249990334494], [-73.80364866889614, 40.586157403144654], [-73.80345266476188, 40.58617027153486], [-73.80346457691215, 40.586264287886195], [-73.80366057725323, 40.586249990334494]]]]}",Q163-ZN05A-HANDBALL-6,False,Asphalt,False,100.0,False,False,False,32.0,False,177.63654616601232,
M071,False,False,False,False,False,01A,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97102857214041, 40.80378747551467], [-73.97073184598673, 40.80421536974372], [-73.9713697180586, 40.80446842505129], [-73.97166574081643, 40.80404342863115], [-73.97102857214041, 40.80378747551467]]]]}",M071-ZN21-SOCCER-2,False,Synthetic,False,24.0,False,False,False,9.0,False,750.1509760513576,False
Q141,False,False,False,False,False,04,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94972058269327, 40.74727795941242], [-73.94962807488514, 40.747258939918524], [-73.94958873750049, 40.74737561123611], [-73.94968124427605, 40.747394629860274], [-73.94972058269327, 40.74727795941242]]]]}",Q141-HANDBALL-2,False,Asphalt,False,108.0,False,False,False,26.0,False,140.86917438573713,
B349,False,False,False,False,False,01,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99363040113734, 40.59452045290159], [-73.99356012567932, 40.59447794791278], [-73.99346589386671, 40.59456746536129], [-73.99353747349232, 40.59461075843803], [-73.99363040113734, 40.59452045290159]]]]}",B349-BASKETBALL-2,False,Asphalt,False,62.0,False,False,False,47.0,False,133.9205760253119,
Q373,False,False,False,False,False,02,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.87153913019216, 40.76599838208894], [-73.87143463636232, 40.76600931562657], [-73.87145493225898, 40.76612029487554], [-73.87155942625957, 40.76610936131974], [-73.87153913019216, 40.76599838208894]]]]}",Q373-HANDBALL-2,False,Asphalt,False,115.0,False,False,False,21.0,False,140.0813320574521,
M037,False,False,False,False,False,02,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92665985817983, 40.853599878426095], [-73.92680503765568, 40.85340026593935], [-73.9266471313046, 40.853333597714645], [-73.92650107974576, 40.8535365043478], [-73.92665985817983, 40.853599878426095]]]]}",M037-04-BASKETBALL-4,False,Asphalt,False,34.0,False,False,False,10.0,False,266.93322368595034,
Q428,False,False,False,False,False,02,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.86056400406987, 40.733595877578004], [-73.86064289625688, 40.73374682097213], [-73.8607421090787, 40.733718765861774], [-73.86066378792678, 40.73356695603582], [-73.86056400406987, 40.733595877578004]]]]}",Q428-BASKETBALL-1,False,Asphalt,False,112.0,False,False,False,25.0,False,177.52421258355233,
B068,False,False,False,False,False,03,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96704974711243, 40.6517036217721], [-73.96716580134701, 40.65188210419167], [-73.96730429286804, 40.651831231993604], [-73.96718646984174, 40.65165213955793], [-73.96704974711243, 40.6517036217721]]]]}",B073-ZN28-SOCCER-2,False,Synthetic,False,70.0,False,False,,40.0,False,230.53034141563725,
Q364,False,False,False,False,False,01,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.77195803386678, 40.7565426332038], [-73.77165215570156, 40.75704315645904], [-73.77178143140105, 40.757088790146625], [-73.77191965720027, 40.757115211058995], [-73.77206194292401, 40.75712148556712], [-73.77220325857384, 40.75710739118971], [-73.77233860484877, 40.757073425937214], [-73.77246319322465, 40.75702079245621], [-73.77257262021722, 40.75695135064209], [-73.77266301325683, 40.7568675584865], [-73.77260369101754, 40.75674353508546], [-73.77203233835263, 40.75652075294318], [-73.77195803386678, 40.7565426332038]]]]}",Q364-BASEBALL-1,False,Asphalt,False,111.0,False,False,False,19.0,False,765.0160249407479,
B105,False,False,False,False,False,02,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96058984934075, 40.69433100453418], [-73.96060622785878, 40.69440601475514], [-73.96073183920412, 40.69439037705288], [-73.96071586115424, 40.694316165741235], [-73.96058984934075, 40.69433100453418]]]]}",B105-HANDBALL-2,False,Asphalt,False,79.0,False,False,False,35.0,False,125.7560537815912,
B214,False,False,False,False,False,04,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88638179781228, 40.65888474251172], [-73.88645716150243, 40.65898469781105], [-73.88653826986013, 40.65894914347296], [-73.88646290608862, 40.658849188226355], [-73.88638179781228, 40.65888474251172]]]]}",B214-01-HANDBALL-5,False,Asphalt,False,75.0,False,False,False,42.0,False,135.91617412762898,
M190,False,False,False,False,False,01,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95600420311233, 40.814816085940144], [-73.95592296667137, 40.81472485616482], [-73.95582321925212, 40.81477451912808], [-73.95590318351444, 40.8148662311529], [-73.95600420311233, 40.814816085940144]]]]}",M190-HANDBALL-2,False,Asphalt,False,26.0,False,False,False,7.0,False,146.6232780645624,
X202,False,False,False,False,False,04,False,False,X,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9076426829855, 40.87744250449595], [-73.90774718374378, 40.877536494544024], [-73.90783659261805, 40.87747918149632], [-73.90773209063829, 40.87738519062678], [-73.9076426829855, 40.87744250449595]]]]}",X202-HANDBALL-4,False,Asphalt,False,50.0,False,False,False,1011.0,False,154.34424879677985,
M028,False,False,False,True,False,02,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9482872864888, 40.83907853345001], [-73.94836785533914, 40.838927297436065], [-73.94826655432632, 40.83889603013153], [-73.94818598528427, 40.839047265175004], [-73.9482872864888, 40.83907853345001]]]]}",M028-ZN01-VOLLEYBALL-2,False,Asphalt,False,33.0,False,False,False,7.0,False,179.39340884650727,
M237,False,False,False,False,False,01,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0045302081689, 40.73931646851534], [-74.00453151710524, 40.73922246720421], [-74.00431640586052, 40.73922073568729], [-74.00431509662073, 40.739314736995986], [-74.0045302081689, 40.73931646851534]]]]}",M237-BASKETBALL-1,False,Asphalt,False,6.0,False,False,False,3.0,False,187.7280913568649,
Q015,False,False,False,False,False,11,False,False,Q,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.85287566388887, 40.70070225490127], [-73.85294026678365, 40.700785009982816], [-73.85301982095034, 40.70074926216745], [-73.85295171213252, 40.70066755625169], [-73.85287566388887, 40.70070225490127]]]]}",Q015-ZN04-HANDBALL-1,False,Asphalt,False,102.0,False,False,False,30.0,False,120.525159830462,
B057,False,False,False,False,False,14,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93481648199663, 40.607833057287536], [-73.93472149662732, 40.60789370845631], [-73.93489863037829, 40.608054836630416], [-73.93499361581681, 40.60799418441572], [-73.93481648199663, 40.607833057287536]]]]}",B057-ZN01-TENNIS-2,False,Asphalt,False,63.0,False,False,False,46.0,False,221.9821298031877,
B056,False,False,False,False,False,02,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89060287700565, 40.66805115372914], [-73.89056871457274, 40.66789207744349], [-73.89041117372206, 40.66791168930885], [-73.89044899220394, 40.66806953451498], [-73.89060287700565, 40.66805115372914]]]]}",B056-BASKETBALL-1,False,Asphalt,False,75.0,False,False,False,37.0,False,204.67850042030935,
B068,False,False,False,True,False,12,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96709323093258, 40.6515283169879], [-73.96699573315345, 40.65138134801907], [-73.9668980790436, 40.65141926235646], [-73.96699950935238, 40.65156589394139], [-73.96709323093258, 40.6515283169879]]]]}",B073-ZN28-VOLLEYBALL-1,False,Rubber,False,70.0,False,False,False,40.0,False,180.1784155908863,
B021,True,False,False,False,False,01,False,False,B,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97899724295883, 40.69738113527348], [-73.97960732605368, 40.69739584679657], [-73.97964759139863, 40.69661009377108], [-73.97904490735642, 40.69659317664992], [-73.97899724295883, 40.69738113527348]]]]}",B021-SOCCER-1,False,Natural,True,88.0,False,False,True,35.0,False,910.3622047918228,
M042,False,False,False,False,False,02,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9216296415283, 40.86995305914208], [-73.92154416430571, 40.86988086469634], [-73.92133266729907, 40.87002516542404], [-73.92141814329234, 40.870097359123264], [-73.9216296415283, 40.86995305914208]]]]}",M042-ZN01-TENNIS-2,False,Asphalt,False,34.0,False,False,False,7.0,False,228.02965918801172,
M028,False,False,False,False,False,09,False,False,M,False,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94629019872445, 40.848669654767995], [-73.94628117809849, 40.848883765062126], [-73.94641027836232, 40.84888542708367], [-73.946417847269, 40.848671080176466], [-73.94629019872445, 40.848669654767995]]]]}",M028-ZN02-TENNIS-5,False,Asphalt,False,33.0,False,False,False,7.0,False,227.2127830901402,
