src_block,_2010source_eui_kbtu_ft,_2014_source_eui_kbtu_ft,building,LOT,BRGH_CD,ghg_emissions_intensity,bin,agency
13222.0,141.6,141,"Q038 within (Q038, Q946)",1899-12-31,4.0,5.8,4284236.0,DOE
1705.0,322.7,265.1,Thomas Jefferson Recreation Center,1899-12-31,1.0,9.5,1085632.0,DPR
7706.0,102.3,114.6,K222,1899-12-31,3.0,4.9,3212254.0,DOE
6517.0,229,223.6,Honors Center,1899-12-31,4.0,7.5,4543598.0,CUNY-S
14168.0,135.4,91.4,"Q146 within (Q146, Q987)",1900-01-15,4.0,3.5,4295163.0,DOE
155.0,185.7,170.6,Court Square Building,1899-12-31,1.0,5.4,1001672.0,DCAS
805.0,118.1,192.6,Parking Enforcement Division,1900-03-22,1.0,9.2,1015151.0,NYPD
3149.0,206.5,213.6,Precinct,1900-03-30,2.0,7.3,2013535.0,NYPD
6254.0,244.2,225.6,Engine Co. 284 and Ladder Co. 149,1900-02-21,3.0,8.5,3161800.0,FDNY
3789.0,113.9,128.2,"X119 within (X119, X915)",1900-01-20,2.0,6.9,2025696.0,DOE
5110.0,175.5,183.9,K246,1900-01-24,3.0,7.2,3117381.0,DOE
1493.0,137.6,108.5,M006,1900-01-20,1.0,4.3,1046668.0,DOE
1441.0,172.7,171.7,67th Street Branch Library,1900-02-06,1.0,5.8,1044749.0,NYPL
9121.0,143.3,155,Q884,1900-01-10,4.0,4.8,4438525.0,DOE
8975.0,277.5,329,Q262,1899-12-31,4.0,9.5,4518705.0,DOE
9177.0,181.9,163,Q254,1900-01-22,4.0,5.8,4191296.0,DOE
2605.0,344.9,391.8,Rikers Island EMTC Campus: Locker Room,1900-02-08,2.0,15.5,0.0,DOC
3444.0,218.2,200,Bushwick Multi Service Center,1900-01-21,3.0,8.3,3080067.0,HRA
3540.0,Not Available,260.7,EMS 3,1900-01-02,2.0,9.8,2094816.0,FDNY
86.0,183.5,165.5,Environmental Center,1900-01-17,3.0,4.8,3329429.0,CUNY-S
5022.0,243.2,225,K395,1900-01-01,3.0,7.3,3114526.0,DOE
1257.0,214.1,244.5,Central Library - Stephen A. Schwartzman Building,1899-12-31,1.0,7.8,1034194.0,NYPL
1402.0,204.5,296.3,East Building,1900-02-17,1.0,10.3,1042478.0,CUNY-S
2106.0,299.8,222.8,Highbridge Recreation Center,1899-12-31,1.0,8.4,1063172.0,DPR
8590.0,104.9,130.7,K277,1901-10-11,3.0,7.4,3242369.0,DOE
2681.0,125,143.5,Construction Services (Leased),1900-02-02,4.0,5.9,4059932.0,DEP
1280.0,141.5,144.7,Friends of Crown Heights Educational Center Inc. (Leased),1900-02-22,3.0,3.9,3033470.0,ACS
2333.0,115.1,109.8,X183,1900-03-10,2.0,4.4,2000957.0,DOE
7556.0,319.2,5.2,Whitehead Hall,1900-05-29,3.0,0.2,3327318.0,CUNY-S
4742.0,93.2,104,K415,1899-12-31,3.0,4.4,3104598.0,DOE
5141.0,121.5,153.5,"X153 within (X153, X178, X180, X181, X455, X456)",1900-05-29,2.0,5.3,2097470.0,DOE
1592.0,613.2,657.8,Gracie Mansion,1899-12-31,1.0,22.3,1076334.0,DPR
76.0,166.8,143.1,Snug Harbor Campus: Bldg A/Staten Island Museum,1900-07-18,5.0,5.1,5113027.0,CIG
3222.0,95.3,122.5,Alumni Gymnasium,1900-02-08,2.0,3.3,2097306.0,CUNY-C
3299.0,116.4,117.9,"X008 within (X008, X808)",1900-02-28,2.0,5.7,2094734.0,DOE
1434.0,247,260.9,Queensborough Bridge Ramp,1899-12-31,1.0,10.8,1044193.0,DOT
2605.0,344.9,2483.6,Rikers Island West Facility Campus: 200 Bed Modules,1900-02-08,2.0,70.8,0.0,DOC
4069.0,80,85.5,K072,1899-12-31,3.0,4.4,3090219.0,DOE
3120.0,654.4,713.9,Bronx Zoo Campus: Monkey House,1900-01-19,2.0,36,2123911.0,CIG
169.0,Not Available,Not Available,Q313,1900-01-05,4.0,2,4540402.0,DOE
3272.0,121.3,381,New York Botanical Garden Campus: LuEsther T. Mertz Library (Museum Building),1899-12-31,2.0,12.8,2113265.0,CIG
417.0,213.5,247,Office,1900-01-01,4.0,6.5,4005022.0,DOT
553.0,114.6,88.1,Q126,1899-12-31,4.0,5.1,4006382.0,DOE
2605.0,344.9,391.6,Rikers Island NIC Campus: Rikers Island NIC Campus: North Infirmary Command (NIC),1900-02-08,2.0,15.5,0.0,DOC
1571.0,130.8,127.2,Q322,1900-02-04,4.0,4.6,4039316.0,DOE
2101.0,743.1,768,North River WPCP Campus: 725 West 135th St,1900-04-26,1.0,30.9,1084789.0,DEP
3871.0,716.9,673,Cioffe Borough Repair Shop,1899-12-31,3.0,28.6,3252759.0,DSNY
7277.0,168,106.3,Q178,1899-12-31,4.0,4.2,4156558.0,DOE
274.0,60.7,109,B - B Building (Leased),1899-12-31,4.0,3.7,4003517.0,CUNY-C
7226.0,433,310.6,Command,1900-03-02,3.0,9,3196054.0,NYPD
4794.0,107.4,112,"K091 within (K091, K891)",1900-01-25,3.0,4.9,3106599.0,DOE
3812.0,95.6,95.8,Q119,1900-01-19,4.0,3.8,4092660.0,DOE
4392.0,120.2,123.7,K306,1899-12-31,3.0,6.9,3097873.0,DOE
2167.0,158.7,169.6,"M048 within (M048, M902)",1900-01-28,1.0,5.4,1076752.0,DOE
98.0,79.3,185.2,Prop Clerk Warehouse,1900-01-10,4.0,10.5,4436642.0,NYPD
7490.0,303.5,310.4,Service Building,1900-01-01,4.0,11.5,4845889.0,CUNY-C
7556.0,319.2,5.3,Whitman / Gershwin Hall,1900-05-29,3.0,0.2,3327321.0,CUNY-S
744.0,108.2,124.8,M011,1900-01-23,1.0,6.8,1013260.0,DOE
2234.0,136.4,135.4,M176,1900-01-06,1.0,4.8,1064900.0,DOE
3360.0,88.1,73.6,K377,1899-12-31,3.0,2.7,3076784.0,DOE
68.0,334.2,374.8,Borden Avenue Shelter,1900-01-01,4.0,13.4,4000526.0,DHS
6517.0,229,223.2,Benjamin Rosenthal Library,1899-12-31,4.0,7.5,4439913.0,CUNY-S
2605.0,344.9,399.5,"Rikers Island RNDC Campus: Rikers Island RNDC Campus: Mods 2,4,10",1900-02-08,2.0,15.7,0.0,DOC
153.0,207.3,175.6,Sun Building,1899-12-31,1.0,5.4,1079215.0,DCAS
16.0,155.5,158.2,M089,1900-08-07,1.0,5.3,1085459.0,DOE
632.0,272.3,255.2,Precinct,1900-01-29,4.0,8.4,4009361.0,NYPD
3243.0,65.4,61.2,R046,1899-12-31,5.0,2.5,5047613.0,DOE
279.0,60.7,192,E - E Bldg,1899-12-31,4.0,5.7,4003535.0,CUNY-C
50.0,265.4,365.9,Brooklyn Cruise Terminal Pier 11,1905-06-23,3.0,12.9,3336445.0,EDC
1723.0,467.8,462.6,Woodhull Medical and Mental Health Center,1899-12-31,3.0,16.3,3048341.0,HHC
198.0,196.3,176.8,"Manhattan House Detention, North Tower",1899-12-31,1.0,6,1002364.0,DOC
928.0,189.9,167.8,MICSA/Medical Assistance Program Offices (Leased),1899-12-31,3.0,5.3,3018375.0,HRA
139.0,310.4,138.4,Brooklyn Supreme Court,1900-01-19,3.0,4.8,3000257.0,DCAS
2276.0,154.4,144.4,Horizon Juvenile Center,1899-12-31,2.0,4.5,2000133.0,ACS
273.0,60.7,111.2,C - Center 3 Bldg,1899-12-31,4.0,3.8,4003516.0,CUNY-C
1135.0,119.2,109.9,R021,1899-12-31,5.0,3.9,5026335.0,DOE
7850.0,336.8,355.7,Queens East 11 District Garage,1900-01-19,4.0,14.4,4445411.0,DSNY
3005.0,113.8,105.7,"X006 within (X006, X936)",1900-01-09,2.0,4.2,2010892.0,DOE
2438.0,106.2,125.2,X022,1900-02-18,2.0,6.6,2002410.0,DOE
7955.0,75.5,88.9,Q018,1900-01-01,4.0,4.7,4166561.0,DOE
11623.0,112,139.5,Q100,1899-12-31,4.0,5.7,4250416.0,DOE
7490.0,303.5,310,Kennedy Hall Gymnasium,1900-01-01,4.0,11.5,4439435.0,CUNY-C
2343.0,174.9,273.2,B Bldg,1900-01-31,2.0,9.1,2001019.0,CUNY-C
97.0,183.5,165.5,Voorhees Building,1900-01-01,3.0,4.8,3000182.0,CUNY-S
1548.0,84,69.5,Bedford Multi Service Center,1900-01-18,3.0,1.8,3042090.0,HRA
4275.0,208.4,184.5,"X108 within (X108, X946)",1899-12-31,2.0,6.9,2048608.0,DOE
7619.0,121.6,108.4,Q046,1899-12-31,4.0,5.4,4162449.0,DOE
119.0,299.2,338.8,NYPD Police Headquarters,1899-12-31,1.0,10.4,1079143.0,NYPD
5835.0,501.8,469.6,Owl's Head WPCP Campus: Bldg 1,1899-12-31,3.0,18.7,3397290.0,DEP
5653.0,115.8,146.4,"K521 within (K160, K521)",1900-02-23,3.0,5,3398120.0,DOE
1471.0,226.4,188.5,M855,1900-01-04,1.0,5.6,1045949.0,DOE
556.0,76.7,75,R049,1900-03-20,5.0,3.9,5014184.0,DOE
2018.0,272.6,348.3,Queens Museum of Art,1899-12-31,4.0,10.8,4840396.0,CIG
696.0,93.3,92.1,"K371 within (K371, K231)",1900-01-30,3.0,4.9,3337059.0,DOE
1755.0,120.9,133.2,M133,1899-12-31,1.0,7.6,1054276.0,DOE
76.0,166.8,143.1,Snug Harbor Campus: Bldg L/Power Plant,1900-07-18,5.0,5.1,5000000.0,CIG
2120.0,236,217.2,Engine Co. 84 and Ladder Co. 34,1900-02-14,1.0,8.2,1062872.0,FDNY
5011.0,173,201.3,Precinct,1900-01-05,4.0,6.9,4113348.0,NYPD
2905.0,146.3,137,Rescue 3,1900-01-29,2.0,4.6,2117925.0,FDNY
5817.0,267.8,263.3,Precinct,1900-02-23,3.0,9.7,3144156.0,NYPD
1137.0,11.1,10.1,Lincoln Center Campus: Samuel B. & David Rose Building,1920-07-14,1.0,0.3,1077844.0,CIG
3157.0,84.6,99.5,K799,1900-02-05,3.0,5.8,3071962.0,DOE
1693.0,123,132.4,M099,1899-12-31,1.0,5.3,1052998.0,DOE
6858.0,283.3,335.4,Chief Medical Examiner,1899-12-31,4.0,8.9,4442431.0,OCME
2196.0,140.2,328.3,Manhattan 12 District Garage,1899-12-31,1.0,17.8,1064485.0,DSNY
7447.0,129.3,123.8,K286,1899-12-31,3.0,6.3,3386003.0,DOE
1229.0,204.5,204.5,Brooklyn Children's Museum,1899-12-31,3.0,5.6,3031049.0,CIG
100.0,77.7,76.3,R061,1900-04-09,5.0,4,5002227.0,DOE
2040.0,313.9,418.1,North Administration Building,1899-12-31,5.0,11,5107299.0,CUNY-S
3030.0,142.6,121.2,"BX Borough Engineering, BX Sign Shop",1900-01-05,2.0,4.4,2100288.0,DOT
76.0,166.8,143.1,Snug Harbor Campus: Bldg C/Newhouse Center,1900-07-18,5.0,5.1,5000000.0,CIG
2274.0,119.5,101.6,X027,1900-01-22,2.0,4.3,2000114.0,DOE
56.0,112.7,111.1,K307,1900-01-06,3.0,5.6,3000158.0,DOE
5923.0,168.8,172.4,K259,1899-12-31,3.0,7.4,3148031.0,DOE
3768.0,111.5,93.3,K328,1899-12-31,3.0,5.1,3084283.0,DOE
6535.0,93.7,101.8,K099,1900-01-10,3.0,4.5,3171478.0,DOE
2939.0,126.1,111.4,X061,1900-02-13,2.0,4.7,2009865.0,DOE
1375.0,101.6,132,K191,1900-01-11,3.0,7.7,3036635.0,DOE
0.0,Not Available,936.2,Margaretville WWTP,1899-12-30,6.0,39.8,0.0,DEP
335.0,130.1,89.9,M022,1899-12-31,1.0,3.2,1004070.0,DOE
2587.0,68.5,63.6,Willow Avenue Shelter Campus: Willow Avenue Men's Shelter,1899-12-31,2.0,1.7,2003989.0,DHS
3287.0,146.6,153.6,K376,1899-12-31,3.0,5.3,3075074.0,DOE
1695.0,260.9,239.5,Langston Hughes Community Library,1900-02-07,4.0,7.6,4437193.0,QPL
1223.0,125.8,131.9,M118,1900-01-04,1.0,7.3,1032522.0,DOE
1940.0,220.8,225.7,M970,1900-02-03,1.0,7.3,1058843.0,DOE
9680.0,234.9,190.6,Queens Civil Court,1899-12-31,4.0,5.7,4448759.0,DCAS
947.0,209.8,207.3,Park Slope North Child Development Center Inc. (Leased),1900-02-22,3.0,7.4,3019440.0,ACS
1310.0,342.8,341.6,Precinct,1899-12-31,3.0,11.1,3034563.0,NYPD
1134.0,11.1,10.1,Lincoln Center Campus: Avery Fisher Hall,1899-12-31,1.0,0.3,1081023.0,CIG
2443.0,Not Available,280.9,X790,1900-03-18,2.0,8.1,2103486.0,DOE
3024.0,113.6,108.1,"X085 within (X085, X885)",1900-01-20,2.0,4.7,2011054.0,DOE
675.0,508.1,579.8,Manhattan 6 District Garage (Leased),1900-02-07,1.0,24.4,1012275.0,DSNY
3492.0,83.8,91.7,Q071,1900-01-06,4.0,3.9,4083519.0,DOE
1681.0,687.5,686.2,Animal Shelter - Manhattan,1900-02-05,1.0,23.5,1052845.0,DOHMH
76.0,166.8,143.1,Snug Harbor Campus: Bldg T/Music Hall,1900-07-18,5.0,5.1,5000000.0,CIG
1111.0,367.4,598.9,Precinct,1899-12-31,1.0,17.5,1083819.0,NYPD
5603.0,94,104.2,K131,1899-12-31,3.0,5.6,3136085.0,DOE
8256.0,150.6,103.8,K115,1899-12-31,3.0,4.1,3232559.0,DOE
6642.0,322.9,385.1,Council Center for Senior Citizens (Leased),1900-02-13,3.0,10.3,3176314.0,DFTA
7870.0,304.5,240.7,Q208,1900-03-10,4.0,8.1,4529898.0,DOE
3732.0,102.1,96.3,"R038 within (R038, R816)",1900-01-05,5.0,4.2,5054213.0,DOE
354.0,98.9,117.6,M025,1900-03-20,1.0,4.7,1004323.0,DOE
6262.0,113.2,110.6,R036,1900-01-11,5.0,5.6,5107742.0,DOE
191.0,88.6,87.1,K038,1899-12-31,3.0,4.7,3001183.0,DOE
4769.0,120.5,117.5,"K208 within (K208, K972)",1900-01-24,3.0,5,3105680.0,DOE
99999.0,113.5,Not Available,X978 (closed),1927-05-17,2.0,0,2000000.0,DOE
2128.0,115.8,99,Q175,1900-01-13,4.0,5.3,4051200.0,DOE
1079.0,143.7,121.5,M535,1900-01-28,1.0,5.7,1083802.0,DOE
2454.0,143.9,165.6,Offices,1899-12-31,3.0,4.4,3335965.0,DOT
1104.0,349.6,949,"Manhattan 4, 4A, 7 District Garage; Salt",1899-12-31,1.0,42.4,1087609.0,DSNY
1859.0,124.2,101,M145,1899-12-31,1.0,4.7,1076625.0,DOE
3866.0,71.5,106.2,Forest Park DPR Shops,1900-03-10,4.0,3.8,4439147.0,DPR
1789.0,305.7,340,Worlds Fair Marina,1900-03-05,4.0,9,4000000.0,DPR
9679.0,71.9,96,Q882,1900-03-07,4.0,4.8,4448758.0,DOE
2424.0,101.9,99.6,X145,1899-12-31,2.0,5.4,2097111.0,DOE
3120.0,654.4,713.9,Bronx Zoo Campus: Zoo Center,1900-01-19,2.0,36,2123911.0,CIG
2866.0,159.7,134.9,X082,1900-03-10,2.0,6.7,2008460.0,DOE
495.0,265.5,272.7,Ladder Co. 20 and Medical and BFI Division,1900-01-06,1.0,9.3,1007523.0,FDNY
2462.0,355.1,326.2,Bronx Museum of the Arts,1899-12-31,2.0,10.7,2002826.0,CIG
237.0,217.9,184.6,Brooklyn Appellate Court,1899-12-31,3.0,5.5,3001881.0,DCAS
2605.0,344.9,359.2,Rikers Island AMKC Campus: Buildings 3&4,1900-02-08,2.0,14.6,0.0,DOC
4555.0,22.6,32.9,Brooklyn Lot Cleaning and Salt Shed,1899-12-31,3.0,1.2,3099064.0,DSNY
5141.0,121.5,153.5,"X180 within (X153, X178, X180, X181, X455, X456)",1900-05-29,2.0,5.3,2116158.0,DOE
3247.0,106.5,174.1,Music Building,1899-12-31,2.0,4.6,2097318.0,CUNY-S
1957.0,251.1,202.8,Spitzer School of Architecture,1899-12-31,1.0,5.5,1084073.0,CUNY-S
1000.0,117,140.1,K039,1899-12-31,3.0,5.5,3021932.0,DOE
2714.0,148.8,122.2,X116,1900-01-03,2.0,3.7,2005660.0,DOE
6618.0,267.1,190.4,K237,1899-12-31,3.0,5.4,3396829.0,DOE
2423.0,86,82.9,K019,1899-12-31,3.0,4.3,3063188.0,DOE
2503.0,107.3,94.9,"Q073 within (Q073, Q873)",1900-01-30,4.0,4.8,4058611.0,DOE
5778.0,451,411.7,Harbor Unit Charlie,1899-12-31,3.0,12.6,3257058.0,NYPD
2675.0,247.4,302.7,Engine Co. 73 and Ladder Co. 42,1900-01-31,2.0,10.4,2094318.0,FDNY
9.0,126,118.1,Richmond Health Center,1900-01-08,5.0,5.3,5000089.0,DOHMH
3542.0,106.7,121.5,K263,1899-12-31,3.0,6.2,3081442.0,DOE
7291.0,96.2,103.5,K153,1900-01-29,3.0,4.3,3196677.0,DOE
7185.0,118.1,122.8,"K540 within (K540, K541)",1900-01-19,3.0,6.5,3194998.0,DOE
3120.0,654.4,713.9,Bronx Zoo Campus: Reptile House,1900-01-19,2.0,36,2123911.0,CIG
2605.0,344.9,392.4,Rikers Island Telecom / SOD / COD,1900-02-08,2.0,15.5,2000000.0,DOC
2571.0,128.6,116.3,X065,1899-12-31,2.0,5.6,2003834.0,DOE
913.0,102.2,103.9,M116,1900-01-06,1.0,5,1020080.0,DOE
3442.0,99.4,103.6,K384,1899-12-31,3.0,4.2,3080043.0,DOE
1389.0,118.3,108,K167,1900-02-03,3.0,4.8,3037303.0,DOE
1901.0,76.1,152.6,Q013,1900-02-08,4.0,5.1,4437297.0,DOE
2078.0,114.1,85.6,M153,1900-01-18,1.0,3.2,1081834.0,DOE
1880.0,97.5,89.2,M165,1900-01-12,1.0,3.6,1056676.0,DOE
1148.0,144.8,147.9,K022,1900-02-18,3.0,5.2,3028281.0,DOE
12019.0,106.4,78.9,"Q123 within (Q123, Q965)",1900-01-09,4.0,3.6,4260828.0,DOE
3549.0,95.8,116.2,Q075,1900-02-12,4.0,5.7,4085584.0,DOE
6903.0,74.9,80.3,Q216,1899-12-31,4.0,4.2,4149078.0,DOE
1043.0,115.7,130.9,M058,1900-01-21,1.0,4.8,1025241.0,DOE
3838.0,174.8,125.3,K190,1900-01-17,3.0,4.7,3085491.0,DOE
2212.0,243.6,347,Bronx 7 & Bronx 8 & Manhattan 8 District Garage Campus: Garage,1899-12-31,1.0,17,1082036.0,DSNY
4812.0,470.4,672,Kings County Hospital Campus: Food Service,1899-12-31,3.0,25.7,3329549.0,HHC
6278.0,92,99.6,K201,1900-01-21,3.0,4.1,3162973.0,DOE
1891.0,122.3,102,Q061,1900-01-31,4.0,4.5,4046834.0,DOE
6875.0,113.5,126.9,K101,1900-01-31,3.0,5.6,3185973.0,DOE
3281.0,211.2,205.3,"Engine Co. 271 and Ladder Co. 124, Batt. 28",1900-01-21,3.0,7.6,3074885.0,FDNY
1319.0,332.5,320.3,New Providence SRO (Single Room Occupancy) Residence,1900-01-10,1.0,10.6,1037587.0,DHS
3531.0,124.1,165.6,Friends of Crown Heights Educational Center Inc. (Leased),1900-01-22,3.0,5,3081165.0,ACS
3186.0,99,95.4,X859,1900-02-17,2.0,2.9,2014062.0,DOE
3775.0,150.8,149.1,"X976 within (X077, X976, X982)",1900-01-24,2.0,6.8,2088553.0,DOE
2877.0,272.9,211.3,Lutheran Social Services of NY (Leased),1901-06-05,2.0,5.6,2008966.0,ACS
2450.0,193,200.9,R058,1900-10-31,5.0,7.1,5145698.0,DOE
5799.0,Not Available,147.5,K971,1900-02-06,3.0,5,3143927.0,DOE
4363.0,507.6,598,Animal Shelter - Brooklyn,1899-12-31,3.0,22.4,3097756.0,DOHMH
7196.0,85.5,106.4,K216,1899-12-31,3.0,4.6,3195175.0,DOE
5492.0,95.6,102.3,K180,1899-12-31,3.0,4.5,3130809.0,DOE
2766.0,119,117.8,X048,1899-12-31,2.0,6.2,2006680.0,DOE
18.0,84.7,86.5,R016,1900-01-14,5.0,4.3,5000291.0,DOE
2066.0,265.2,202.6,Precinct,1900-01-08,1.0,6.9,1081826.0,NYPD
6036.0,76,78.1,Bay Ridge Municipal Garage,1899-12-31,3.0,2.1,3153196.0,DOT
6965.0,84.4,117.3,K239,1900-05-19,3.0,6.7,3188221.0,DOE
1748.0,79.5,83.1,K256,1900-01-19,3.0,4.5,3049769.0,DOE
279.0,116.6,124.6,M001,1900-02-08,1.0,4.9,1003375.0,DOE
2377.0,275.7,241.9,"Engine Co. 71 and Ladder Co. 55, Division 6",1899-12-31,2.0,8.9,2001400.0,FDNY
7490.0,303.5,310.1,Medical Arts Building,1900-01-01,4.0,11.5,4439438.0,CUNY-C
1281.0,160.1,154.1,Q885,1900-02-06,4.0,4.6,4029691.0,DOE
6740.0,60.7,101.3,K199,1900-01-24,3.0,4.2,3180761.0,DOE
1988.0,101.8,91.7,"M192 within (M192, M848)",1900-06-14,1.0,3.7,1084132.0,DOE
6697.0,121.8,140.8,Q165,1900-01-11,4.0,7.2,4144881.0,DOE
5890.0,119.8,110.6,K102,1899-12-31,3.0,4.9,3146491.0,DOE
7067.0,198,171.1,Engine Co. 168,1900-09-08,5.0,5.9,5851738.0,FDNY
2687.0,8,774.2,McCarren Park Recreation Center,1899-12-31,3.0,26.7,3338037.0,DPR
2364.0,85.9,81.7,R072,1899-12-31,5.0,3.4,5037524.0,DOE
2111.0,Not Available,278.6,Brooklyn Academy of Music (BAM Richard B. Fisher Building),1900-01-10,3.0,8.3,3059184.0,CIG
1713.0,85.5,91.7,M435,1899-12-31,1.0,3.8,1053152.0,DOE
381.0,143.1,139.1,M034,1900-02-06,1.0,7.3,1004564.0,DOE
3641.0,95.2,97.4,X100,1899-12-31,2.0,5.4,2022550.0,DOE
1183.0,290.7,308.4,Brooklyn Museum,1900-01-25,3.0,10.6,3029667.0,CIG
962.0,238.9,220.3,Bellevue Men's Shelter,1900-04-06,1.0,10.4,1087298.0,DHS
2909.0,107.8,102.9,X058,1900-01-31,2.0,5.3,2009540.0,DOE
4327.0,Not Available,742.4,Police Academy,1899-12-31,4.0,25.1,4537931.0,NYPD
3983.0,164.9,119.6,X012,1899-12-31,2.0,4.2,2041864.0,DOE
7490.0,303.5,310.2,Humanities Building,1900-01-01,4.0,11.5,4439431.0,CUNY-C
2112.0,137.9,131.6,M090,1900-02-26,1.0,4.2,1076741.0,DOE
3092.0,105.5,108.7,X092,1900-01-13,2.0,4.6,2012620.0,DOE
6777.0,247.4,225.3,"Engine Co. 276 and Ladder Co. 156, Batt. 33",1900-03-04,3.0,7.9,3182420.0,FDNY
4624.0,123.9,105.5,X041,1900-01-14,2.0,5.1,2056898.0,DOE
408.0,109.2,114.5,"M445 within (M445, M447)",1900-01-29,1.0,5,1005283.0,DOE
1957.0,133.1,147.4,M540,1900-03-18,1.0,6.1,1059409.0,DOE
10099.0,33.1,289.1,Science Building,1900-02-20,4.0,9.2,4215611.0,CUNY-S
1621.0,369.3,372.6,La Marqueta Retail Mkt./Bldg 4,1902-09-25,1.0,13.1,1088471.0,EDC
4812.0,470.4,672,Kings County Hospital Campus: Central Laundry,1899-12-31,3.0,25.7,3327681.0,HHC
8616.0,78.7,78.7,Q133,1899-12-31,4.0,3.3,4175739.0,DOE
1745.0,221.2,215.9,East 119th Street Veterans Residence,1900-01-04,1.0,8.1,1076434.0,DHS
9723.0,113.8,102.9,Q117,1900-05-29,4.0,4.6,4208040.0,DOE
2898.0,189.6,171.2,X876,1899-12-31,2.0,5.2,2094564.0,DOE
171.0,179.5,150.2,Manhattan Family Court,1900-01-30,1.0,5,1001842.0,DCAS
3013.0,181.2,177.4,X878,1899-12-31,2.0,5.9,2010945.0,DOE
1214.0,88.6,93.9,M009,1900-01-28,1.0,5.1,1032119.0,DOE
2504.0,204.5,167.8,"X073 within (X073, X873)",1900-03-22,2.0,9.6,2003051.0,DOE
12151.0,125.4,127.4,"Q040 within (Q040, Q988)",1899-12-31,4.0,5.7,4263341.0,DOE
5937.0,45.4,90,Wave Hill Campus: Glyndor House,1901-03-15,2.0,3.7,2117850.0,CIG
1800.0,262.6,247.2,Precinct,1900-01-02,3.0,8.6,3050453.0,NYPD
7261.0,158,176.4,MTD Troop E,1900-05-29,3.0,9.8,3196377.0,NYPD
8760.0,293.6,302.1,Temporary Building #2,1900-02-28,3.0,10.2,3852580.0,CUNY-C
6507.0,112.3,139,"Q425 within (Q425, Q426, Q951)",1899-12-31,4.0,6,4439900.0,DOE
7552.0,319.2,565.2,William James Hall,1900-04-09,3.0,14.9,3347326.0,CUNY-S
1926.0,91.8,90,K117,1900-01-09,3.0,4.6,3055165.0,DOE
4125.0,185.1,188.2,X981,1900-01-14,2.0,6.2,2117664.0,DOE
8227.0,88.5,92,K211,1899-12-31,3.0,4.9,3326732.0,DOE
447.0,292.6,304.1,Precinct,1900-02-15,1.0,9,1006254.0,NYPD
807.0,Not Available,56.9,School of Professional Studies,1900-01-27,1.0,1.5,1015181.0,CUNY-S
111.0,658.7,569.8,Alfred E. Smith Recreation Center,1900-06-08,1.0,27.8,1083357.0,DPR
2627.0,110.9,75.5,"X840 within (X140, X840)",1900-01-08,2.0,2.9,2004469.0,DOE
8760.0,293.6,302.4,Temporary Building #4,1900-02-28,3.0,10.2,3852582.0,CUNY-C
3091.0,67.8,69.5,K147,1899-12-31,3.0,3.1,3071418.0,DOE
1528.0,117.3,106.2,K073,1899-12-31,3.0,4.4,3041561.0,DOE
11475.0,125.6,127.1,Q108,1900-01-10,4.0,4.8,4247572.0,DOE
3222.0,95.3,122.6,Sage Hall,1900-03-02,2.0,3.3,2100254.0,CUNY-C
7490.0,303.5,310.1,Kurt Schmeller Library,1900-01-01,4.0,11.5,4444187.0,CUNY-C
1111.0,2132.3,2288.9,Wollman Rink,1899-12-31,1.0,66.5,1000000.0,DPR
1819.0,449.9,456.5,Icahn Stadium,1900-07-21,1.0,12.8,1085920.0,DPR
2605.0,344.9,359.2,Rikers Island AMKC Campus: Module 1,1900-02-08,2.0,14.6,0.0,DOC
3711.0,119.4,102,X152,1899-12-31,2.0,5.2,2023336.0,DOE
1070.0,211.6,230.2,MSTF,1900-02-12,1.0,7.8,1026909.0,NYPD
3788.0,107.5,103.7,K435,1899-12-31,3.0,4.3,3084440.0,DOE
1901.0,379.6,143.9,Lenox Avenue Health Center,1900-01-28,1.0,4.7,1057405.0,HHC
2930.0,114.6,120.8,X004,1899-12-31,2.0,4.9,2009659.0,DOE
9684.0,142.5,134,Q082,1900-01-07,4.0,5.1,4206905.0,DOE
904.0,156.6,149.9,M047,1900-01-23,1.0,5.7,1019775.0,DOE
4388.0,150.4,354.2,Brooklyn South 16 District Garage,1899-12-31,3.0,21.1,3097871.0,DSNY
4839.0,133.4,96.2,X021,1900-02-07,2.0,5.2,2063435.0,DOE
3243.0,342.2,367.4,Stockholm Street Family Residence,1900-02-12,3.0,15.3,3073772.0,DHS
7482.0,89.7,96.3,Q203,1900-11-12,4.0,5.1,4161005.0,DOE
9155.0,127.4,116.7,Q063,1900-01-24,4.0,4.6,4190727.0,DOE
1873.0,155.4,135.7,Q722,1900-02-18,4.0,4.6,4462647.0,DOE
7274.0,174.9,158.7,K370,1900-04-16,3.0,5.5,3196587.0,DOE
880.0,100,95.7,Q122,1899-12-31,4.0,4,4019633.0,DOE
1141.0,122.4,116.2,K909,1900-01-04,3.0,4.2,3027982.0,DOE
1296.0,215,196.2,Friends of Crown Heights #3 (Leased),1899-12-31,3.0,6.4,3034153.0,ACS
1671.0,55.1,105.6,Manhattan 11 District Garage,1899-12-31,1.0,5.5,1052640.0,DSNY
1692.0,134.6,128.2,K021,1900-01-16,3.0,6.8,3047914.0,DOE
3182.0,94.4,80.9,X896,1900-01-03,2.0,2.2,2088408.0,DOE
15861.0,202.1,151.3,"Q806 within (Q106, Q727, Q806)",1900-02-03,4.0,5.5,4441244.0,DOE
