Thoroughfare,project_id,location_segment_id,ProjClass,StatFlag,oft_code,location_community_board
Forest Park Drive,Q2013-09-01,32591.0,Intersection,,435780445518000000,482.0
Cronston Avenue,Q2008-14-08,30791.0,Intersection,,434740440870000000,414.0
Long Island Expressway,Q2005-05-32,45440.0,Intersection,,414590450290000000,405.0
Eliot Avenue,Q2004-05-13,45844.0,Intersection,,416740443490000000,405.0
Myrtle Avenue,Q2005-05-21,30375.0,Intersection,,414590456490000000,405.0
St Nicholas Place,M2005-09-4,43323.0,Intersection,,122450131290000000,112.0
Brooklyn Qns Expressway,Q2014-03-03,46423.0,Intersection,,415090437395000000,
Todt Hill Road,S2015-01-32,7829.0,Intersection,,518510551470000000,502.0
East 46 Street,M2014-05-01,22503.0,Intersection,,110410117910000000,105.0
142 Street,Q2018-12-05,34374.0,Intersection,,420790422810000000,412.0
Union Avenue,X202303002,47924.0,Intersection,,212550270420000000,203.0
Richmond Avenue,S2004-02-44,6155.0,Intersection,,518510544750000000,503.0
Justice Avenue,Q2016-04-24,46129.0,Intersection,,411440451890000000,404.0
Body Of Water,Q2009-14-02,106809.0,Intersection,,435780462250000000,410.0
Richmond Avenue,S2019-01-13,7009.0,Intersection,,518650544750000000,
North Conduit Avenue,Q2008-10-02,31739.0,Intersection,,423170457550000000,410.0
Colony Avenue,S2005-02-27,7737.0,Intersection,,518510523995000000,502.0
Body Of Water,Q2009-14-02,51597.0,Intersection,,435780462250000000,410.0
Baltic Street,K2021-06-13,79712.0,Intersection,Paving Completed,305430315180000000,306.0
Beach Channel Drive,Q2005-14-13,30631.0,Intersection,,435120435290000000,
East Fordham Road,X2010-06-03,78999.0,Intersection,,212520229220000000,206.0
Atlantic Avenue,Q2016-09-49,81200.0,Intersection,,416890428890000000,409.0
Prospect Expressway,K2007-07-09,91257.0,Intersection,,306180372500000000,307.0
La Salle Street,M2020-09-01,78241.0,Intersection,,113610124490000000,109.0
Gulf Avenue,S2011-02-28,3673.0,Intersection,,518510531272000000,502.0
Flushing Avenue,Q2017-05-48,45108.0,Intersection,,412740445190000000,405.0
Woodside Avenue,Q2017-02-17,46270.0,Intersection,,413740468290000000,402.0
Rutherford Place,M2004-06-5,20910.0,Intersection,,117290130090000000,106.0
152 Street,Q2014-07-07,56549.0,Intersection,,405740423380000000,407.0
East 55 Street,K2010-18-03,25738.0,Intersection,,314330337230000000,318.0
Morris Park Avenue,X2003-10-12,57367.0,Intersection,,249920252220000000,
Bend,S2011-03-20,1136.0,Intersection,,515650518510000000,503.0
Otto Road,Q2012-05-22,30380.0,Intersection,,414590458310000000,405.0
77 Street,K2008-11-19,13476.0,Intersection,,306880310430000000,311.0
Bend,X2014-10-15,94897.0,Intersection,,215920212550 00000,
Locust Avenue,K2011-14-02,17479.0,Intersection,,328830356825000000,312.0
West 185 Street,M2010-12-12,43610.0,Intersection,,113610137450000000,112.0
Richmond Road,S2015-02-22,8110.0,Intersection,,518510544900000000,503.0
East 24 Street,K2017-15-34,17150.0,Intersection,,314880335880000000,315.0
Gansevoort Street,M2007-02-06,78570.0,Intersection,,111115121240000000,102.0
East 95 Street,M2017-08-01,23721.0,Intersection,,110210118870000000,108.0
Rockaway Beach Boulevard,Q2012-14-62,9041459.0,Intersection,,434640460790000000,414.0
Narrows Road North,S2018-01-61,8981.0,Intersection,,536630557770000000,501.0
Utopia Parkway,Q2017-07-30,81330.0,Intersection,,407340465690000000,407.0
Longwood Avenue,X2021-02-04,47273.0,Intersection,,226460246820000000,
East 5 Street,K2021-15-22,16625.0,Intersection,,314530335030000000,315.0
Southern Boulevard,X2012-06-02,49103.0,Intersection,,229220265320000000,206.0
137 Street,Q2014-08-02,54816.0,Intersection,,414890422490000000,408.0
Newkirk Avenue,K2011-17-14,18406.0,Intersection,,336080365030000000,317.0
Belt Parkway,K2017-13-14,16878.0,Intersection,,370165377030000000,310.0
Rockaway Beach Boulevard,Q2012-14-62,9041462.0,Intersection,,434590460790000000,414.0
Richmond Road,S2012-02-15,8367.0,Intersection,,518510544900000000,503.0
Jackie Robinson Parkway,K2016-05-08,90271.0,Intersection,,441295450680 00000,405.0
Ponton Avenue,X2012-10-52,53110.0,Intersection,,245250258960000000,
River Avenue,X2017-04-02,42796.0,Intersection,,226190261490000000,204.0
Pershing Crescent,Q2018-08-01,34936.0,Intersection,,435780458890000000,408.0
Bend,M2005-07-3,23312.0,Intersection,,129690113113 00000,
West 100 Street,M2018-07-23,23429.0,Intersection,,111710135770000000,107.0
West 246 Street,X2015-08-25,67187.0,Intersection,,212550275140000000,208.0
Manor Road,S2016-02-77,7771.0,Intersection,,533185537850000000,502.0
West 107 Street,M2012-07-05,23886.0,Intersection,,113610135910000000,107.0
Bell Boulevard,Q2007-11-40,59823.0,Intersection,,409540435690000000,411.0
West 119 Street,M2016-10-09,78506.0,Intersection,,124690136150000000,110.0
South Avenue,S2016-02-70,3250.0,Intersection,,538997548500000000,502.0
Grand Street,K2010-01-06,19537.0,Intersection,,318630345130000000,301.0
East Tremont Avenue,X2007-05-03,47899.0,Intersection,,212550229620000000,205.0
Woodhaven Boulevard,Q2016-09-42,82265.0,Intersection,,418290468090000000,409.0
Franklin Street,K2005-01-14,22129.0,Intersection,,324330342030000000,301.0
Merrick Boulevard,Q2011-13-44,39154.0,Intersection,,426940455590000000,413.0
Weser Avenue,S2012-01-12,9761.0,Intersection,,525908554830000000,502.0
Jamaica Avenue,Q2017-09-11,32723.0,Intersection,,420190451090000000,409.0
West Lake Drive,K2015-55-02,18044.0,Intersection,,379250390800000000,
Bayside Avenue,Q2020-07-20,55607.0,Intersection,,422840429790000000,407.0
216 Street,Q2019-11-08,59975.0,Intersection,,426640426690000000,
Long Island Expressway,Q2017-07-04,58510.0,Intersection,,424690450290000000,408.0
Onderdonk Avenue,Q2013-05-55,28049.0,Intersection,,455490458190000000,405.0
Brooklyn Queens Expressway,Q2005-01-20,46231.0,Intersection,,410540437395000000,402.0
195 Street,Q2020-12-63,37868.0,Intersection,,419140425690000000,412.0
Union Street,K2019-09-06,26752.0,Intersection,,386030386530000000,309.0
Main Street,Q2010-07-44,54849.0,Intersection,,450290454580000000,407.0
Tompkins Avenue,B202303003,19090.0,Intersection,,358130385730000000,303.0
Springfield Boulevard,Q2013-13-09,81629.0,Intersection,,422670463290000000,412.0
Marathon Parkway,Q2008-11-05,62238.0,Intersection,,450290454800000000,411.0
Hunts Point Avenue,X2015-02-12,47446.0,Intersection,,215925241620000000,202.0
Flushing Avenue,Q2003-05-14,82396.0,Intersection,,412250445190000000,405.0
West 41 Street,M2014-04-03,21224.0,Intersection,,111110134590000000,104.0
Everitt Place,Q2010-12-17,39606.0,Intersection,,429090444195000000,412.0
148 Street,Q2011-08-38,35030.0,Intersection,,417390423140000000,408.0
Park Avenue,M2017-08-10,78086.0,Intersection,,118270127790000000,108.0
Dead End,Q2003-06-20,49871.0,Intersection,,412790441700000000,406.0
Flatlands Avenue,K2009-18-04,28693.0,Intersection,,338080341030000000,318.0
East 47 Street,M2004-06-2,22584.0,Intersection,,110210117930000000,106.0
69 Street,Q2010-02-06,45511.0,Intersection,,409840414690000000,402.0
Conduit Boulevard,K2016-05-04,9048685.0,Intersection,,313430328750000000,305.0
Newtown Road,Q202201035,41848.0,Intersection,,410540457490000000,401.0
Cypress Avenue,Q2008-05-26,72810.0,Intersection,,331230441290 00000,
Sterling Street,K2019-09-07,18937.0,Intersection,,367030381530000000,309.0
Astoria Boulevard North,Q2007-01-14,41808.0,Intersection,,408390428791000000,
60 Street,K2014-12-30,13520.0,Intersection,,306480309580000000,312.0
Middleton Street,K2016-01-28,19863.0,Intersection,,323230360730000000,301.0
Sunset Avenue,S2004-02-11,5653.0,Intersection,,531785550410000000,502.0
Brooklyn Queens Expressway,Q2021-01-07,46417.0,Intersection,,407790437395000000,401.0
East 149 Street,X2019-01-04,42996.0,Intersection,,221520226130000000,201.0
Bend,X2015-05-15,44226.0,Intersection,,276850212550 00000,
Nelson Avenue,X2018-04-05,79227.0,Intersection,,225420253620000000,204.0
81 Street,Q2002-03-14,46642.0,Intersection,,407990416740000000,403.0
Jamaica Avenue,Q2015-12-26,83055.0,Intersection,,425690451090000000,412.0
St Nicholas Terrace,M2005-09-7,24245.0,Intersection,,113113131390000000,109.0
203 Street,Q2019-11-05,85981.0,Intersection,,409690425990000000,411.0
172 Street,Q2015-07-37,59223.0,Intersection,,409690424740000000,407.0
Landing Road,X2019-07-09,44705.0,Intersection,,218820245240000000,207.0
Park Avenue South,M2013-06-04,78376.0,Intersection,,117410127800000000,105.0
I 678,Q2009-07-15,65003.0,Intersection,,435780466290000000,410.0
Lafayette Avenue,K2010-02-08,18582.0,Intersection,,313230354130000000,302.0
East 93 Street,K2019-18-04,26644.0,Intersection,Paving Completed,313880337930000000,318.0
Bend,Q2019-12-46,69858.0,Intersection,,421190435780000000,412.0
Wortman Avenue,K2015-05-10,29777.0,Intersection,,313330394630000000,305.0
Maine Avenue,S2016-01-49,6785.0,Intersection,,525780537395000000,
Muliner Avenue,X2016-11-18,53504.0,Intersection,,247520252920000000,211.0
Rochambeau Avenue,X2019-07-05,49144.0,Intersection,,227810261720000000,207.0
Woodhaven Boulevard,Q2017-09-38,88051.0,Intersection,,418840468090000000,410.0
98 Street,Q2011-04-11,49959.0,Intersection,,411440419090000000,404.0
Rosedale Avenue,X2008-09-08,84489.0,Intersection,,215920262420000000,209.0
Pavillion Hill Terrace,S2015-01-05,11240.0,Intersection,,533365543140000000,
Sedgwick Avenue,X2010-08-08,48600.0,Intersection,,212550263820000000,205.0
Watson Avenue,X2012-09-26,52923.0,Intersection,,238620273420000000,209.0
121 Street,Q2009-09-06,34576.0,Intersection,,418940421390000000,409.0
East Fordham Road,X2006-06-1,79481.0,Intersection,,222320229220000000,206.0
East 15 Street,M2014-06-02,20818.0,Intersection,,110210117290000000,106.0
Morgan Avenue,K2018-01-28,40635.0,Intersection,,359130362630000000,301.0
Belt Parkway,K2017-15-21,9030239.0,Intersection,,370165377030000000,310.0
East Houston Street,M2002-01-3,20597.0,Intersection,,113610119890000000,102.0
175 Street,Q202408007,58554.0,Intersection,Ready for Milling,415590424840000000,408.0
Bend,S2019-03-15,4882.0,Intersection,,515650518510000000,503.0
West 115 Street,M2002-10-2,78897.0,Intersection,,110610136070000000,110.0
Mentone Avenue,Q202313056,39129.0,Intersection,,427095455540000000,413.0
Richmond Terrace,S2008-01-29,6958.0,Intersection,,518510545050000000,501.0
Astoria Boulevard,Q2004-03-2,82584.0,Intersection,,417740428790000000,403.0
Stanley Avenue,S2015-01-68,9575.0,Intersection,,518510549700000000,501.0
Cypress Avenue,K2008-04-03,27964.0,Intersection,,331230441290 00000,
Bell Boulevard,Q2011-11-29,83358.0,Intersection,,413240435690000000,411.0
Belt Parkway,K2008-13-01,69526.0,Intersection,,318950377030000000,313.0
145 Place,Q2020-07-23,55653.0,Intersection,,408440422990000000,407.0
Lenox Road,K2021-17-15,26443.0,Intersection,Paving Completed,337930355330000000,317.0
West Houston Street,M2019-02-02,20399.0,Intersection,,110510145090000000,102.0
Riverdale Avenue,X2015-08-11,45004.0,Intersection,,212550261520000000,208.0
Mac Dougal Street,M2004-02-23,20395.0,Intersection,,114910125190000000,
Powers Street,B202201037,27362.0,Intersection,,323930372130000000,301.0
60 Street,K2005-07-2,80233.0,Intersection,,305430309580000000,307.0
Ocean Parkway,K2016-15-16,87862.0,Intersection,,314530367730000000,315.0
East 44 Street,M2004-06-8,92109.0,Intersection,,110010117870000000,106.0
Laconia Avenue,X2006-12-6,54465.0,Intersection,,228590245020000000,212.0
Bend,M2019-01-13,12377.0,Intersection,,112670113113 00000,
204 Street,Q2013-11-72,59557.0,Intersection,,410290426040000000,411.0
Troy Avenue,K2006-17-1,26105.0,Intersection,,356230386030000000,317.0
Belt Parkway,K2014-13-09,12873.0,Intersection,,307730377030000000,311.0
62 Street,K2009-07-19,85501.0,Intersection,,305280309680000000,307.0
Body Of Water,Q2009-14-02,105221.0,Intersection,,435780462250000000,410.0
Sedgwick Avenue,X2013-05-07,66765.0,Intersection,,212550263820000000,205.0
Ocean Terrace,S2013-02-34,8973.0,Intersection,,539240541320000000,502.0
Wythe Avenue,K2007-01-15,19409.0,Intersection,,327630395030000000,301.0
Queens Boulevard,Q2010-06-07,82021.0,Intersection,,416040459990000000,406.0
Dwight Street,K2009-06-10,14419.0,Intersection,,332190334630000000,306.0
Rockaway Beach Boulevard,Q2012-14-62,30733.0,Intersection,,434390460790000000,414.0
College Point Boulevard,Q2017-07-71,51398.0,Intersection,,407990439595000000,407.0
West Burnside Avenue,X2005-05-4,44682.0,Intersection,,270620275370000000,205.0
Southern Boulevard,X2008-01-08,91917.0,Intersection,,212550265320000000,201.0
Bend,K2012-14-13,65926.0,Intersection,,312530318950000000,314.0
Farmers Boulevard,Q2002-12-5,36933.0,Intersection,,422130444690000000,412.0
Lafayette Avenue,X2016-09-32,51938.0,Intersection,,219966245120000000,209.0
Seigel Street,K2007-01-10,27435.0,Intersection,,359725376130000000,301.0
Southern Boulevard,X2007-02-01,49047.0,Intersection,,212550265320000000,201.0
Unnamed Street,X2015-06-15,48109.0,Intersection,,220220270635000000,
38 Avenue,Q2011-11-19,61700.0,Intersection,,408790408990000000,411.0
East 17 Street,K2015-15-21,17617.0,Intersection,,314380335580000000,315.0
West 246 Street,X202408006,9045839.0,Intersection,,212550275140000000,208.0
Inwood Street,Q2020-12-10,36196.0,Intersection,,445290450690000000,412.0
Riverside Drive,M2005-07-8,24361.0,Intersection,,113113129690000000,107.0
Sand Lane,S2017-02-47,10046.0,Intersection,,541311546100000000,502.0
Fresh Pond Road,Q2008-05-31,30039.0,Intersection,,412790446190000000,405.0
Wilson Avenue,X2016-11-16,53740.0,Intersection,Paving Completed,209620278450000000,211.0
Nycta Subway,X2007-01-12,67138.0,Intersection,,212550252710000000,201.0
Midwood Street,K2009-09-08,26792.0,Intersection,,336930360830000000,309.0
Dobbs Place,S2011-01-14,8786.0,Intersection,,525430526020000000,501.0
Belt Parkway,K2017-15-38,9030235.0,Intersection,Paving Completed,370165377030000000,310.0
Sedgwick Avenue,X2019-08-04,44778.0,Intersection,,212550263820000000,205.0
Anderson Road,Q202412004,38778.0,Intersection,Ready for Milling,425050428090000000,412.0
Ft Hamilton Parkway,K2009-10-06,11707.0,Intersection,,311280342630000000,310.0
Linden Boulevard,K2010-05-18,79654.0,Intersection,,327130356230000000,305.0
Putnam Avenue,B202202026,18863.0,Intersection,,352230372930000000,302.0
Long Island Railroad,K2010-07-06,12192.0,Intersection,,305680356440000000,310.0
Haven Avenue,M2015-12-05,43371.0,Intersection,,113113122590000000,112.0
Charleston Avenue,S202303021,1204.0,Intersection,,518510522615000000,503.0
Riverside Drive,M2018-09-01,108349.0,Intersection,,111112129690000000,109.0
St Marks Avenue,K2019-16-15,27191.0,Intersection,,338430380430000000,316.0
38 Avenue,Q202301015,41335.0,Intersection,Ready for Milling,405690408990000000,401.0
Wakeman Place,K2006-10-6,12075.0,Intersection,,305280388930000000,310.0
Fresh Meadow Lane,Q2016-08-30,58508.0,Intersection,,413540446090000000,408.0
East 130 Street,M2012-10-05,42447.0,Intersection,,110410119550000000,110.0
Richmond Avenue,S2019-03-13,3063.0,Intersection,,529655544750000000,503.0
West 13 Street,K2006-11-8,13659.0,Intersection,,354050391130000000,311.0
East 37 Street,K2007-18-13,25650.0,Intersection,,314580336480000000,318.0
Bend,S2012-03-11,612.0,Intersection,,515650518510000000,503.0
East Tremont Avenue,X2007-05-01,57324.0,Intersection,,212550229620000000,205.0
Ocean Parkway,K2016-14-10,17931.0,Intersection,,332930367730 00000,312.0
National Drive,K2016-18-32,28354.0,Intersection,,351955363870000000,318.0
Ocean Terrace,S2014-02-51,7988.0,Intersection,,518510541320000000,502.0
Hunter Street,Q2009-02-08,23194.0,Intersection,,409990450490000000,402.0
West 66 Street,M2004-07-7,78667.0,Intersection,,113610135090000000,107.0
Kings Highway,K2015-14-06,64419.0,Intersection,,318950354050000000,314.0
Shore Road,K2017-10-07,11954.0,Intersection,,309980377130000000,310.0
8 Avenue,K2009-06-09,18534.0,Intersection,,305730305880000000,306.0
229 Street,Q2011-13-14,61401.0,Intersection,,449690427094 00000,413.0
223 Street,Q2015-13-09,40246.0,Intersection,,420690426990000000,413.0
East 161 Street,X2010-03-03,43210.0,Intersection,,226460226490000000,203.0
Broadway,Q2020-02-11,46189.0,Intersection,,411590437290000000,402.0
Rockaway Beach Boulevard,Q2012-14-63,32872.0,Intersection,,433890460790000000,414.0
Union Turnpike,Q2019-13-14,63124.0,Intersection,,427340465590000000,413.0
East 7 Street,K2019-15-15,16627.0,Intersection,,314530335080000000,315.0
Dekalb Avenue,K2002-02-7,19199.0,Intersection,,331130331530000000,302.0
Hamilton Avenue,K2008-06-14,9048542.0,Intersection,,344690346830000000,307.0
State Street,K2016-02-11,15087.0,Intersection,,364330381330000000,302.0
Jerome Avenue,X2003-04-20,108307.0,Intersection,,212550242820000000,204.0
West 192 Street,M202412030,44381.0,Intersection,Ready for Milling,113610137590000000,112.0
Fairmount Place,X2014-06-12,48110.0,Intersection,,222320232120000000,206.0
Yellowstone Boulevard,Q2008-06-13,50086.0,Intersection,,444290468690000000,406.0
Woodhaven Boulevard,Q2008-09-09,87731.0,Intersection,,428890468090000000,409.0
Flatlands Avenue,K2020-18-10,28772.0,Intersection,,338185341030000000,318.0
58 Street,Q2004-02-10,41248.0,Intersection,,453090412190 00000,
Hicks Street,K2017-06-09,14703.0,Intersection,,315180349630000000,306.0
Pedestrian Overpass,Q2011-08-02,58909.0,Intersection,,450290458713000000,404.0
Koch Boulevard,S2015-03-24,2500.0,Intersection,,533190535120000000,503.0
Woodhaven Boulevard,Q2008-09-01,32545.0,Intersection,,428890468090000000,409.0
3 Avenue,X2014-03-01,84850.0,Intersection,,222240268020000000,203.0
West 252 Street,X2017-08-10,49347.0,Intersection,,239220275175000000,208.0
Columbia Street,M2002-03-26,20952.0,Intersection,,116310115610 00000,103.0
Bend,S2014-02-09,5106.0,Intersection,,515650518510000000,503.0
Seton Place,K2005-12-5,17257.0,Intersection,,306880376245000000,
President Street,K2017-06-22,14561.0,Intersection,Paving Completed,349630372230000000,306.0
141 Street,Q2011-08-34,34847.0,Intersection,,416940422740000000,408.0
Fulton Street,K2018-03-03,18909.0,Intersection,,326830342730000000,303.0
Body Of Water,Q2009-14-02,99810.0,Intersection,,435780462250000000,410.0
Division Avenue,K2016-01-36,19510.0,Intersection,,318950333030000000,301.0
West 238 Street,X2006-08-2,45003.0,Intersection,,261520275120000000,208.0
Pedestrian Overpass,Q2016-11-38,45131.0,Intersection,,450290458713000000,404.0
Linden Boulevard,Q2009-12-23,37358.0,Intersection,,424340453890000000,412.0
Long Island Expressway,Q2010-05-12,45663.0,Intersection,,415440450290000000,405.0
Grand Concourse,X2009-05-09,90179.0,Intersection,,229120236420000000,205.0
Hylan Boulevard,S2010-02-67,10014.0,Intersection,,518510534100000000,503.0
Henry Hudson Parkway,X2019-08-16,44840.0,Intersection,,212550239220000000,208.0
Bergen Street,B202408007,18966.0,Intersection,,318630319230000000,308.0
Astoria Boulevard,Q2011-03-08,50819.0,Intersection,,407990428790000000,403.0
Henry Hudson Parkway,X2019-08-16,44818.0,Intersection,,212550239220000000,208.0
Conduit Boulevard,B202205015,31405.0,Intersection,,318830328750000000,305.0
Hillside Avenue,Q2017-08-54,35128.0,Intersection,,423290449690000000,408.0
Martin Avenue,S2017-01-32,6312.0,Intersection,,536650538425000000,501.0
Body Of Water,S2018-03-46,9035225.0,Intersection,,518510547823000000,502.0
Pedestrian Overpass,Q2002-04-16,54950.0,Intersection,,450290458713000000,404.0
Walton Avenue,X2013-01-08,42877.0,Intersection,,226250272720000000,204.0
Rockaway Parkway,B202318028,28864.0,Intersection,,314280373480000000,318.0
Tudor Road,Q2006-08-17,58633.0,Intersection,,435780465330000000,408.0
Grand Central Parkway,Q2017-11-15,105587.0,Intersection,,439635447390000000,411.0
Schenectady Avenue,K2018-08-06,26802.0,Intersection,,356030375430000000,308.0
Belt Parkway,K2017-15-18,9035718.0,Intersection,,370165377030000000,310.0
Court Street,B202206011,14483.0,Intersection,,323490329830000000,306.0
Gowanus Expressway,K2015-07-15,12208.0,Intersection,,305280344690 00000,
Grand Central Parkway,Q2014-13-02,82989.0,Intersection,,442785447390000000,413.0
79 Street,Q2012-03-05,46639.0,Intersection,,408190416490000000,403.0
Evergreen Avenue,K2009-04-06,27304.0,Intersection,,325530340030000000,304.0
Meeker Avenue,S2015-01-63,3689.0,Intersection,,531272538960000000,
204 Street,Q2020-11-02,59767.0,Intersection,,412040426040000000,411.0
114 Street,Q202207061,51572.0,Intersection,,406040420740000000,407.0
Thieriot Avenue,X2012-09-28,52013.0,Intersection,,266920267920000000,209.0
West Drive,M2017-64-04,22533.0,Intersection,,100726197180000000,164.0
114 Street,Q2004-04-3,51091.0,Intersection,,409540420740000000,404.0
Stanwix Street,K2019-04-02,27482.0,Intersection,,353130381130000000,304.0
50 Avenue,Q2019-02-04,41080.0,Intersection,,410540410790000000,402.0
Foley Square,M2020-01-10,15490.0,Intersection,,114590120630000000,
Hollis Avenue,Q2008-13-35,40104.0,Intersection,,426640449990000000,413.0
Oceanview Place,S2014-03-53,70439.0,Intersection,,518510541325000000,503.0
Reservoir Avenue,X2006-08-5,67042.0,Intersection,,212550260820000000,208.0
Foster Avenue,K2017-18-08,85150.0,Intersection,,337730341730000000,318.0
West 43 Street,M2009-05-12,21410.0,Intersection,,110810134630000000,105.0
East 149 Street,X2002-01-8,43265.0,Intersection,,221020226130000000,201.0
204 Street,Q2020-12-59,39838.0,Intersection,,419720426040000000,412.0
West 187 Street,M2016-12-24,44332.0,Intersection,,113110137490000000,112.0
Willoughby Avenue,K2021-03-05,19737.0,Intersection,,389330393230000000,303.0
West 127 Street,M2018-10-07,78269.0,Intersection,,110610136310000000,110.0
Himrod Street,K2017-04-14,27734.0,Intersection,,340030350130000000,304.0
Little Neck Parkway,Q2003-11-1,62937.0,Intersection,,450290454120000000,411.0
Body Of Water,S2016-03-07,9028566.0,Intersection,,518510547823000000,502.0
67 Street,K2005-11-6,13494.0,Intersection,,306680309930000000,311.0
Prospect Park West,K2019-06-08,18523.0,Intersection,,306330372630000000,355.0
Liberty Avenue,S2017-02-60,8551099.0,Intersection,,525908536300000000,502.0
Eliot Avenue,Q2017-05-46,45523.0,Intersection,,414440443490000000,405.0
Ocean Parkway,K2011-12-10,17926.0,Intersection,,329630367730000000,312.0
Dead End,Q2015-13-17,62612.0,Intersection,,427135441700000000,413.0
Harold Street,S2004-02-11,5696.0,Intersection,,519700531785000000,502.0
Mosholu Parkway,X2016-07-04,49134.0,Intersection,,210020252620000000,207.0
53 Street,K2016-07-22,12168.0,Intersection,,305010309230000000,307.0
Melrose Avenue,S202301111,8898.0,Intersection,,518855538989000000,501.0
68 Street,K2015-10-08,11926.0,Intersection,,305780309980000000,310.0
East 90 Street,M202308007,23711.0,Intersection,Ready for Milling,110110118790000000,108.0
Ditmars Boulevard,Q2006-03-4,46881.0,Intersection,,418740442490000000,403.0
62 Street,K2005-11-13,13692.0,Intersection,,306980309680000000,311.0
113 Street,Q2004-09-6,32811.0,Intersection,,417190420640000000,409.0
East 59 Street,M2020-06-03,22754.0,Intersection,,110210118170000000,106.0
West 131 Street,M2015-09-08,24106.0,Intersection,,111710136390000000,109.0
Kings Highway,K2006-18-3,25577.0,Intersection,,336830354050000000,318.0
Clinton Street,K2017-06-08,14683.0,Intersection,,305180327530000000,306.0
Warren Street,K2016-06-10,18561.0,Intersection,,305580389530000000,306.0
182 Street,Q2017-12-28,38734.0,Intersection,,422670425090000000,412.0
I 678,Q2015-09-06,9030614.0,Intersection,,458713466290000000,483.0
Bend,M2018-07-12,24401.0,Intersection,,129690113113 00000,
161 Avenue,Q2017-10-10,31115.0,Intersection,,417990424050000000,410.0
Queens Boulevard,Q2019-02-22,41134.0,Intersection,,447990459990000000,402.0
Bend,S2004-03-1,2198.0,Intersection,,515650518510000000,503.0
61 Street,K2014-07-18,12094.0,Intersection,,305130309630000000,307.0
27 Road,Q202301022,42199.0,Intersection,Ready for Milling,407040407450000000,401.0
Van Duzer Street,S2021-01-01,10693.0,Intersection,,544010552550000000,501.0
St Edwards Street,K2017-02-15,19109.0,Intersection,,370160379980000000,
Manor Road,S2010-01-72,5725.0,Intersection,,518510537850000000,502.0
Kings Highway,K2005-15-5,89895.0,Intersection,,335830354050000000,314.0
Maurice Avenue,Q2010-02-18,45263.0,Intersection,,413640455090000000,405.0
Middagh Street,K2020-02-05,15747.0,Intersection,,349630360630000000,302.0
West 187 Street,M2019-12-05,44322.0,Intersection,,115110137490000000,112.0
Grnd Cntrl Parkway Entrance Eb,Q2009-03-02,51037.0,Intersection,,420740497522000000,
West Broadway,M2013-01-05,15280.0,Intersection,,112520144890000000,101.0
226 Street,Q2019-13-08,40313.0,Intersection,,420830427070000000,413.0
165 Avenue,Q2013-10-11,31129.0,Intersection,,417990424250000000,410.0
Bend,X2014-10-15,101982.0,Intersection,,215920212550 00000,
Richmond Road,S2015-02-22,9101.0,Intersection,,518510544900000000,503.0
East Tremont Avenue,X2014-09-12,52426.0,Intersection,,211820229620000000,209.0
Depot Road,Q2013-07-74,59149.0,Intersection,,424490442120000000,407.0
23 Avenue,Q2006-01-15,42267.0,Intersection,,406740406940000000,401.0
Hugh J Grant Circle,X2017-09-06,52570.0,Intersection,,276950241330 00000,
Ocean Parkway,K2011-12-10,17926.0,Intersection,,329630367730000000,312.0
Ocean Terrace,S2014-02-51,67913.0,Intersection,,539240541320000000,502.0
Southern Boulevard,X2006-06-1,84753.0,Intersection,,229220265320000000,206.0
Body Of Water,X2012-10-11,60742.0,Intersection,,212550264745000000,210.0
Intervale Avenue,X202303001,48014.0,Intersection,,233720242020000000,203.0
East 10 Street,M2002-03-24,20727.0,Intersection,,110350117190000000,103.0
Rockaway Beach Boulevard,Q2006-14-1,69366.0,Intersection,,435780460790000000,484.0
Sedgwick Avenue,X2010-08-08,49524.0,Intersection,,212550263820000000,205.0
Pompey Avenue,S2014-03-64,2459.0,Intersection,,518510543575000000,503.0
East 5 Street,K2007-12-06,17364.0,Intersection,,332600335030000000,314.0
Shore Parkway,K2010-13-03,9045713.0,Intersection,,376460377030 00000,
220 Street,Q2013-13-54,61512.0,Intersection,,419140426860000000,413.0
West 73 Street,M2011-07-03,21668.0,Intersection,,129690135230000000,107.0
38 Street,Q202201052,41792.0,Intersection,,407790409090000000,401.0
Sanford Avenue,Q2007-07-14,55984.0,Intersection,,424040461390000000,407.0
Union Turnpike,Q2019-08-03,55323.0,Intersection,,424340465590000000,408.0
Meisner Avenue,S2017-02-31,66315.0,Intersection,,518510538970000000,502.0
Fairview Avenue,Q202205021,28060.0,Intersection,,436190444490000000,405.0
124 Street,Q2002-09-2,34655.0,Intersection,,419340421590000000,409.0
Rapelye Street,K2009-06-02,9048368.0,Intersection,,311400373130000000,306.0
115 Street,Q2011-09-17,33816.0,Intersection,,419990420840000000,410.0
Whitwell Place,B202406008,15006.0,Intersection,,305080392830000000,306.0
Myrtle Avenue,Q2007-05-10,30251.0,Intersection,,413640456490000000,405.0
Cypress Avenue,K2007-04-04,27844.0,Intersection,,331230441290 00000,
Bend,M2016-07-03,23312.0,Intersection,,129690113113 00000,
Bend,S2014-02-09,2431.0,Intersection,,515650518510000000,503.0
West Street,K2017-13-14,16489.0,Intersection,,377030392430000000,313.0
East Drive,M2019-64-01,9047235.0,Intersection,,113113198020000000,164.0
East 23 Street,K2012-14-04,18299.0,Intersection,,319630335830000000,314.0
Rockaway Boulevard,Q2017-09-54,31541.0,Intersection,,418790460810000000,409.0
